age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,49770442.887051,49770442.887051,49770442.887051
20-34,Female,Food_price,USD,29339401.6313871,29339401.6313871,29339401.6313871
20-34,Female,FL,mrh-eq,1746384.19367564,1746384.19367564,1746384.19367564
20-34,Male,CED,MJ,51894874.9950584,51894874.9950584,51894874.9950584
20-34,Male,Food_price,USD,29180746.663944,29180746.663944,29180746.663944
20-34,Male,FL,mrh-eq,1792201.15754611,1792201.15754611,1792201.15754611
35-44,Female,CED,MJ,31624789.800827,31624789.800827,31624789.800827
35-44,Female,Food_price,USD,15508842.7078981,15508842.7078981,15508842.7078981
35-44,Female,FL,mrh-eq,1112366.20339125,1112366.20339125,1112366.20339125
35-44,Male,CED,MJ,30359687.941743,30359687.941743,30359687.941743
35-44,Male,Food_price,USD,15996204.1440168,15996204.1440168,15996204.1440168
35-44,Male,FL,mrh-eq,1059796.07415573,1059796.07415573,1059796.07415573
45-54,Female,CED,MJ,30417458.6629826,30417458.6629826,30417458.6629826
45-54,Female,Food_price,USD,15944202.2019664,15944202.2019664,15944202.2019664
45-54,Female,FL,mrh-eq,1080220.81007194,1080220.81007194,1080220.81007194
45-54,Male,CED,MJ,29091791.4003605,29091791.4003605,29091791.4003605
45-54,Male,Food_price,USD,14633138.4299697,14633138.4299697,14633138.4299697
45-54,Male,FL,mrh-eq,1037659.74104786,1037659.74104786,1037659.74104786
55-64,Female,CED,MJ,38118556.3663872,38118556.3663872,38118556.3663872
55-64,Female,Food_price,USD,21057166.651767,21057166.651767,21057166.651767
55-64,Female,FL,mrh-eq,1358826.50588001,1358826.50588001,1358826.50588001
55-64,Male,CED,MJ,34628699.8826776,34628699.8826776,34628699.8826776
55-64,Male,Food_price,USD,16962497.1282162,16962497.1282162,16962497.1282162
55-64,Male,FL,mrh-eq,1245889.07775463,1245889.07775463,1245889.07775463
65-74,Female,CED,MJ,23823246.2200704,23823246.2200704,23823246.2200704
65-74,Female,Food_price,USD,13357903.9158792,13357903.9158792,13357903.9158792
65-74,Female,FL,mrh-eq,838935.444265458,838935.444265458,838935.444265458
65-74,Male,CED,MJ,20739408.3224352,20739408.3224352,20739408.3224352
65-74,Male,Food_price,USD,10033318.6927377,10033318.6927377,10033318.6927377
65-74,Male,FL,mrh-eq,737755.324162,737755.324162,737755.324162
75+,Female,CED,MJ,17645567.6533639,17645567.6533639,17645567.6533639
75+,Female,Food_price,USD,9362649.50921293,9362649.50921293,9362649.50921293
75+,Female,FL,mrh-eq,632081.978159368,632081.978159368,632081.978159368
75+,Male,CED,MJ,13259074.3887068,13259074.3887068,13259074.3887068
75+,Male,Food_price,USD,6606882.94286569,6606882.94286569,6606882.94286569
75+,Male,FL,mrh-eq,466819.006388815,466819.006388815,466819.006388815
