outcome,outcome_unit,X1,X2,X3
CED,MJ,-273566619.038038,-279781116.882626,-277108924.585116
Food_price,USD,-151807204.842336,-156648798.029092,-154345384.910824
FL,mrh-eq,-8856349.29235396,-9061906.004958,-8967228.63986033
