age_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,NHW,CED,MJ,-41380177.3346447,-40745113.6086759,-41270250.5953451
20-34,NHW,Food_price,USD,-25044994.9084166,-23661716.0505334,-25249064.5077697
20-34,NHW,FL,mrh-eq,-1283044.24114882,-1250051.4240279,-1276015.31357328
20-34,NHB,CED,MJ,-10241416.6450616,-9741635.55298016,-9957955.66512355
20-34,NHB,Food_price,USD,-7038848.12012863,-6839213.51503236,-7268673.29962415
20-34,NHB,FL,mrh-eq,-320361.213239357,-307492.657717375,-314195.905544552
20-34,HIS,CED,MJ,-13636687.2799999,-13653753.3290274,-14011718.7158546
20-34,HIS,Food_price,USD,-7909796.84031046,-8003580.40132736,-8366191.55964182
20-34,HIS,FL,mrh-eq,-421607.595858275,-424426.061443964,-435699.664743067
20-34,OTH,CED,MJ,-6783759.04107462,-6743670.15579415,-6802367.84289449
20-34,OTH,Food_price,USD,-4034173.06313771,-4047154.62832895,-4228011.23594978
20-34,OTH,FL,mrh-eq,-217430.193141262,-213218.236723731,-216527.657714525
35-44,NHW,CED,MJ,-24956632.7568003,-27033992.354399,-27009552.2973032
35-44,NHW,Food_price,USD,-14240313.5266704,-15150924.0107698,-14982921.0586492
35-44,NHW,FL,mrh-eq,-799933.698051697,-869442.150994936,-867664.889130988
35-44,NHB,CED,MJ,-5865152.78450751,-5901240.74003489,-5973093.84504046
35-44,NHB,Food_price,USD,-4006775.665399,-4214399.51644479,-4361814.2682041
35-44,NHB,FL,mrh-eq,-188716.884218058,-191385.372603484,-192391.924498495
35-44,HIS,CED,MJ,-8475836.313081,-9066018.22471294,-8811588.34921089
35-44,HIS,Food_price,USD,-4831566.1793136,-4748429.34512608,-5020122.24522911
35-44,HIS,FL,mrh-eq,-273974.569600198,-290479.367230252,-288421.467061713
35-44,OTH,CED,MJ,-4698233.44409684,-4570914.1036901,-4196231.12104793
35-44,OTH,Food_price,USD,-2369613.94219881,-2426969.91492605,-2328156.19744754
35-44,OTH,FL,mrh-eq,-156596.646034771,-154882.266211014,-142169.09221495
45-54,NHW,CED,MJ,-28759980.5089308,-29755893.9543179,-29579376.905417
45-54,NHW,Food_price,USD,-16114035.8298962,-18307570.8055653,-16282264.2447632
45-54,NHW,FL,mrh-eq,-936929.257205295,-975286.420963428,-956388.880481567
45-54,NHB,CED,MJ,-4599023.05680365,-5147775.42169335,-4623812.22811577
45-54,NHB,Food_price,USD,-2980425.22052172,-3344769.33015081,-3041870.7038051
45-54,NHB,FL,mrh-eq,-152010.08364218,-171602.481698412,-154614.584121612
45-54,HIS,CED,MJ,-5645927.19449013,-5811679.75868826,-5502392.62236179
45-54,HIS,Food_price,USD,-3127632.84726053,-3089772.2989499,-3145150.55467849
45-54,HIS,FL,mrh-eq,-186437.636262237,-189010.393785036,-182160.300860593
45-54,OTH,CED,MJ,-4042154.31980248,-4180669.77667222,-3708607.74933313
45-54,OTH,Food_price,USD,-1824075.16508329,-1897607.63389555,-1355489.31934503
45-54,OTH,FL,mrh-eq,-131399.508381397,-135962.772157069,-112905.227594856
55-64,NHW,CED,MJ,-38361792.3699297,-41628035.3367834,-40097398.4091566
55-64,NHW,Food_price,USD,-19629887.7393962,-22252161.4250946,-20236807.1507238
55-64,NHW,FL,mrh-eq,-1259728.40523019,-1375190.5157947,-1307554.348657
55-64,NHB,CED,MJ,-5596018.59428366,-5722261.29088852,-5417405.8160885
55-64,NHB,Food_price,USD,-3781837.77886262,-3859506.77738937,-3536914.5867957
55-64,NHB,FL,mrh-eq,-188606.938409262,-193894.324192549,-181286.787127501
55-64,HIS,CED,MJ,-5291046.36090101,-5572186.78013579,-5531408.98883435
55-64,HIS,Food_price,USD,-2242333.39603572,-2498596.26956358,-2601759.53155712
55-64,HIS,FL,mrh-eq,-171682.874096143,-184665.038708603,-184306.346601581
55-64,OTH,CED,MJ,-4260786.68713963,-4068682.51599538,-3941330.94910753
55-64,OTH,Food_price,USD,-2116005.45722263,-2018732.22416742,-2162605.98933364
55-64,OTH,FL,mrh-eq,-137325.439295441,-133104.824033124,-135927.513415933
65-74,NHW,CED,MJ,-28283347.8396912,-27547390.6720132,-27860531.8493275
65-74,NHW,Food_price,USD,-13955702.8222755,-14052911.5118754,-13525366.9498403
65-74,NHW,FL,mrh-eq,-931398.786583768,-904063.441376219,-909664.159314807
65-74,NHB,CED,MJ,-2902850.05618337,-2962685.86067595,-3039799.76310102
65-74,NHB,Food_price,USD,-1738438.53804215,-1708238.02443385,-1792861.15464608
65-74,NHB,FL,mrh-eq,-100062.299034628,-100719.319551573,-104719.593849597
65-74,HIS,CED,MJ,-2312510.05378142,-2345154.34404501,-2344331.76115978
65-74,HIS,Food_price,USD,-868351.692230319,-979355.543912059,-1020489.17972831
65-74,HIS,FL,mrh-eq,-75909.6193894459,-78438.9705784429,-80559.7806684094
65-74,OTH,CED,MJ,-1576176.99166887,-1739875.70041608,-1684450.66116457
65-74,OTH,Food_price,USD,-753061.313703835,-773654.16683272,-771755.918030081
65-74,OTH,FL,mrh-eq,-52616.0211623136,-57133.8530158009,-56113.3382968245
75+,NHW,CED,MJ,-21470216.1785106,-21540812.1394645,-21492961.1486864
75+,NHW,Food_price,USD,-10744227.4054604,-10386668.6658585,-10853555.5942334
75+,NHW,FL,mrh-eq,-716938.373821526,-712527.831757024,-722973.240600152
75+,NHB,CED,MJ,-2132543.12140221,-2147569.07683213,-1772953.9554331
75+,NHB,Food_price,USD,-1416966.30525266,-1359222.59944868,-1039249.66962474
75+,NHB,FL,mrh-eq,-76045.1685614959,-75868.0660095363,-60046.9961476653
75+,HIS,CED,MJ,-1260364.39970497,-1202593.46011077,-1413930.40917261
75+,HIS,Food_price,USD,-594315.46999837,-567357.660901524,-659218.232440187
75+,HIS,FL,mrh-eq,-43119.5641344744,-40609.6534304076,-47610.6121188319
75+,OTH,CED,MJ,-1033985.70554781,-951512.724578994,-1065472.93683578
75+,OTH,Food_price,USD,-443825.615518257,-460285.708563733,-515071.758763355
75+,OTH,FL,mrh-eq,-34474.2758517264,-32450.5609534223,-37311.0155218305
