sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,191400061.590682,191400061.590682,191400061.590682
Female,Food_price,USD,104570166.618111,104570166.618111,104570166.618111
Female,FL,mrh-eq,6768815.13544366,6768815.13544366,6768815.13544366
Male,CED,MJ,179973536.930982,179973536.930982,179973536.930982
Male,Food_price,USD,93412788.0017501,93412788.0017501,93412788.0017501
Male,FL,mrh-eq,6340120.38105515,6340120.38105515,6340120.38105515
