sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,NHW,CED,MJ,-2706021352.94735,-2724108235.05225,-2725597438.5462
Female,NHW,Food_price,USD,-2706021352.94735,-2724108235.05225,-2725597438.5462
Female,NHW,FL,mrh-eq,-2706021352.94735,-2724108235.05225,-2725597438.5462
Female,NHB,CED,MJ,-565281321.966339,-576330282.878457,-551629492.255611
Female,NHB,Food_price,USD,-565281321.966339,-576330282.878457,-551629492.255611
Female,NHB,FL,mrh-eq,-565281321.966339,-576330282.878457,-551629492.255611
Female,HIS,CED,MJ,-491125372.654126,-526769414.84457,-530897860.223715
Female,HIS,Food_price,USD,-491125372.654126,-526769414.84457,-530897860.223715
Female,HIS,FL,mrh-eq,-491125372.654126,-526769414.84457,-530897860.223715
Female,OTH,CED,MJ,-343257175.311131,-340708032.525402,-346751008.592642
Female,OTH,Food_price,USD,-343257175.311131,-340708032.525402,-346751008.592642
Female,OTH,FL,mrh-eq,-343257175.311131,-340708032.525402,-346751008.592642
Male,NHW,CED,MJ,-1940130989.93447,-1974547419.85366,-1951701582.62048
Male,NHW,Food_price,USD,-1940130989.93447,-1974547419.85366,-1951701582.62048
Male,NHW,FL,mrh-eq,-1940130989.93447,-1974547419.85366,-1951701582.62048
Male,NHB,CED,MJ,-338324180.526774,-351563807.244341,-336617576.685689
Male,NHB,Food_price,USD,-338324180.526774,-351563807.244341,-336617576.685689
Male,NHB,FL,mrh-eq,-338324180.526774,-351563807.244341,-336617576.685689
Male,HIS,CED,MJ,-373059083.187288,-370867445.173528,-388119821.940146
Male,HIS,Food_price,USD,-373059083.187288,-370867445.173528,-388119821.940146
Male,HIS,FL,mrh-eq,-373059083.187288,-370867445.173528,-388119821.940146
Male,OTH,CED,MJ,-249044412.948538,-233217203.492871,-210607356.814409
Male,OTH,Food_price,USD,-249044412.948538,-233217203.492871,-210607356.814409
Male,OTH,FL,mrh-eq,-249044412.948538,-233217203.492871,-210607356.814409
