sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,NHW,CED,MJ,-75169411.5387137,-77870110.2731065,-77272186.1834187
Female,NHW,Food_price,USD,-39450596.3789962,-40388909.323183,-39302901.8606522
Female,NHW,FL,mrh-eq,-2426505.68493285,-2492934.02569557,-2474290.49102352
Female,NHB,CED,MJ,-13326494.9690822,-13411408.7662152,-13039508.6207095
Female,NHB,Food_price,USD,-8799373.57024355,-8739694.55023216,-8638000.38129303
Female,NHB,FL,mrh-eq,-441146.752275244,-445691.305683423,-429655.299080829
Female,HIS,CED,MJ,-14295367.798056,-14964103.0239784,-14947913.055792
Female,HIS,Food_price,USD,-7043955.35091549,-7504038.74732999,-7852247.62091469
Female,HIS,FL,mrh-eq,-462537.255495447,-487469.272963809,-489638.332338214
Female,OTH,CED,MJ,-9125403.81065653,-9382956.4408101,-9262830.51896177
Female,OTH,Food_price,USD,-4869969.52341243,-4899784.37065991,-4948893.2441309
Female,OTH,FL,mrh-eq,-296311.740926957,-302440.684185229,-301336.080835888
Male,NHW,CED,MJ,-61099469.2877207,-61924783.0219275,-61993861.0178907
Male,NHW,Food_price,USD,-28561694.0965287,-30244576.7415873,-29542817.7909256
Male,NHW,FL,mrh-eq,-1912151.8604681,-1951025.51273386,-1943064.63069004
Male,NHB,CED,MJ,-9544530.32669147,-9658479.7145722,-9406176.75887161
Male,NHB,Food_price,USD,-5368018.51316343,-5671935.4545762,-5576386.15745615
Male,NHB,FL,mrh-eq,-296948.434377775,-303285.711979255,-294387.721481099
Male,HIS,CED,MJ,-12514039.6376299,-12636276.6367677,-12585803.4175817
Male,HIS,Food_price,USD,-6142416.44806396,-5929628.42580383,-6189285.98823389
Male,HIS,FL,mrh-eq,-380866.994038207,-382580.522369667,-387141.190643712
Male,OTH,CED,MJ,-7592964.62915528,-7205080.46472533,-6690133.95732896
Male,OTH,Food_price,USD,-3099929.45562172,-3087614.56777637,-2883963.722078
Male,OTH,FL,mrh-eq,-239668.17356735,-229542.853161958,-211798.784379659
