sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,23640419.7270393,23640419.7270393,23640419.7270393
Female,added_sugar,Food_price,USD,41216429.6631524,41216429.6631524,41216429.6631524
Female,added_sugar,FL,mrh-eq,1116393.48859545,1116393.48859545,1116393.48859545
Female,oil,CED,MJ,31823062.1914697,31823062.1914697,31823062.1914697
Female,oil,Food_price,USD,23940015.6065286,23940015.6065286,23940015.6065286
Female,oil,FL,mrh-eq,1632202.65623016,1632202.65623016,1632202.65623016
Female,sat_fat,CED,MJ,91401735.5538608,91401735.5538608,91401735.5538608
Female,sat_fat,Food_price,USD,10643258.9008047,10643258.9008047,10643258.9008047
Female,sat_fat,FL,mrh-eq,2431279.41368855,2431279.41368855,2431279.41368855
Male,added_sugar,CED,MJ,22605934.6362592,22605934.6362592,22605934.6362592
Male,added_sugar,Food_price,USD,37976560.3646832,37976560.3646832,37976560.3646832
Male,added_sugar,FL,mrh-eq,1006081.93792975,1006081.93792975,1006081.93792975
Male,oil,CED,MJ,29403721.0630624,29403721.0630624,29403721.0630624
Male,oil,Food_price,USD,19819013.4461394,19819013.4461394,19819013.4461394
Male,oil,FL,mrh-eq,1483575.22648561,1483575.22648561,1483575.22648561
Male,sat_fat,CED,MJ,84110091.3976733,84110091.3976733,84110091.3976733
Male,sat_fat,Food_price,USD,9426776.46306408,9426776.46306408,9426776.46306408
Male,sat_fat,FL,mrh-eq,2315582.63088408,2315582.63088408,2315582.63088408
