race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
NHW,added_sugar,CED,MJ,90436214.7772889,93272068.0372486,91490474.3103942
NHW,added_sugar,Food_price,USD,160299093.591359,164776042.558499,162104305.415305
NHW,added_sugar,FL,mrh-eq,4203715.37950085,4331306.47763307,4252980.58612876
NHW,oil,CED,MJ,47834224.9608183,46720047.5830125,47087799.5977096
NHW,oil,Food_price,USD,36782950.0883187,36032637.9604281,35933236.3516904
NHW,oil,FL,mrh-eq,2436229.39128848,2378481.49537453,2396652.40038657
NHW,sat_fat,CED,MJ,278570476.88872,281887892.083713,282360566.935452
NHW,sat_fat,Food_price,USD,30897299.5989124,31253452.9972452,31342618.7854586
NHW,sat_fat,FL,mrh-eq,7537397.32478797,7626143.14544262,7639997.17877847
NHB,added_sugar,CED,MJ,19384598.6628453,19661719.6829256,19384292.281496
NHB,added_sugar,Food_price,USD,31758779.3116053,32100584.0125539,31867132.5152377
NHB,added_sugar,FL,mrh-eq,818425.926176972,829873.570881778,815504.688800426
NHB,oil,CED,MJ,8962771.29302256,9115514.45019902,8921999.65261086
NHB,oil,Food_price,USD,4530882.64665819,4564336.21100252,4532589.14455195
NHB,oil,FL,mrh-eq,442660.751506206,450147.050292047,440765.811044822
NHB,sat_fat,CED,MJ,44025631.9703602,43881931.4779664,43514727.0067816
NHB,sat_fat,Food_price,USD,4880784.20715423,4867584.07655435,4848816.56012119
NHB,sat_fat,FL,mrh-eq,1177166.33944973,1173392.03062703,1163435.7214721
HIS,added_sugar,CED,MJ,22078919.6905911,22118012.2496832,22640506.7538362
HIS,added_sugar,Food_price,USD,34135825.2939817,34173804.5728012,35166864.5461656
HIS,added_sugar,FL,mrh-eq,984825.887200017,989548.253374766,1013020.40056883
HIS,oil,CED,MJ,10778961.8260202,10914842.537903,11048545.557653
HIS,oil,Food_price,USD,7368575.03136844,7524220.14177467,7531548.54978211
HIS,oil,FL,mrh-eq,546272.067884176,553076.858176435,559786.624677908
HIS,sat_fat,CED,MJ,62381771.7022899,63235812.7260766,62543600.1520474
HIS,sat_fat,Food_price,USD,7205483.29729687,7324954.00270256,7250405.40482534
HIS,sat_fat,FL,mrh-eq,1705305.4291499,1728675.89851882,1709622.67170078
OTH,added_sugar,CED,MJ,12600648.9670876,12786544.7538629,12656305.3301752
OTH,added_sugar,Food_price,USD,20793378.4653426,21111828.6614622,20765313.7139357
OTH,added_sugar,FL,mrh-eq,617090.6895432,628455.886662439,622232.743775023
OTH,oil,CED,MJ,8166249.04590204,7943031.41250135,7979373.50448045
OTH,oil,Food_price,USD,5743873.50823007,5518253.9092624,5665176.75907186
OTH,oil,FL,mrh-eq,429857.290717965,418799.244828169,420282.411987389
OTH,sat_fat,CED,MJ,39719747.7747554,39617298.4091975,38854332.0241426
OTH,sat_fat,Food_price,USD,5393234.4219689,5384053.54466694,5320331.78453898
OTH,sat_fat,FL,mrh-eq,1066338.33164731,1062941.60964512,1041882.91703807
