age_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,added_sugar,CED,MJ,13189659.5700791,13103694.3817198,13374504.9518649
20-34,added_sugar,Food_price,USD,25385369.0645872,25002514.364343,25769699.3939302
20-34,added_sugar,FL,mrh-eq,556956.359840904,553433.833257235,565226.846322778
20-34,oil,CED,MJ,3406638.13684562,3331466.02484435,3344632.66017387
20-34,oil,Food_price,USD,2286771.60505577,2241183.91330035,2264545.39146047
20-34,oil,FL,mrh-eq,177145.988988441,173199.447114632,173919.592360658
20-34,sat_fat,CED,MJ,26115839.1185572,25995374.5355652,26066907.3813965
20-34,sat_fat,Food_price,USD,3101812.58295071,3084176.97804214,3118845.01882152
20-34,sat_fat,FL,mrh-eq,701062.867340596,697618.663820467,699666.566388018
35-44,added_sugar,CED,MJ,8233265.68899649,8400789.69086221,8320248.40790907
35-44,added_sugar,Food_price,USD,14321475.8628308,14508439.7737403,14580031.6436692
35-44,added_sugar,FL,mrh-eq,371025.748289607,378856.458157084,374730.682859415
35-44,oil,CED,MJ,2027877.92709399,2083047.70951433,2137725.62753247
35-44,oil,Food_price,USD,1131767.8506282,1173445.09102478,1195588.36366714
35-44,oil,FL,mrh-eq,100884.493490124,103583.674095332,106182.604066881
35-44,sat_fat,CED,MJ,16083370.9142176,16487519.3259989,16321850.8053413
35-44,sat_fat,Food_price,USD,1774619.33351188,1840489.58728646,1794873.98570561
35-44,sat_fat,FL,mrh-eq,436964.7802038,447954.16433937,443289.176092347
45-54,added_sugar,CED,MJ,8014980.81793027,8464248.66257162,7894015.48555755
45-54,added_sugar,Food_price,USD,12931451.7483819,13838345.1641844,12857026.5939495
45-54,added_sugar,FL,mrh-eq,362619.167859025,382477.649223104,356590.510765845
45-54,oil,CED,MJ,2003927.27245096,1960451.33043499,1991938.57566164
45-54,oil,Food_price,USD,1428919.89511827,1408302.13107113,1418594.61340244
45-54,oil,FL,mrh-eq,106035.282176272,103623.251016573,105361.557759454
45-54,sat_fat,CED,MJ,15378819.2463276,15553236.9352088,15551957.8215594
45-54,sat_fat,Food_price,USD,1760576.75222436,1766668.76776164,1773622.40304279
45-54,sat_fat,FL,mrh-eq,417743.970871808,422395.508713713,422351.839422275
55-64,added_sugar,CED,MJ,9329556.24469187,9964044.11221615,9681185.21072866
55-64,added_sugar,Food_price,USD,14949274.6916866,15943556.7241793,15346023.3815879
55-64,added_sugar,FL,mrh-eq,438229.684100543,468621.064068119,455707.771747336
55-64,oil,CED,MJ,2492789.34990151,2463145.03797204,2411124.94817286
55-64,oil,Food_price,USD,2043892.73909398,2003315.8110543,1955056.65567134
55-64,oil,FL,mrh-eq,128772.381782214,127258.227431164,124517.70789912
55-64,sat_fat,CED,MJ,19674404.1571425,20084711.2552141,19893183.1890913
55-64,sat_fat,Food_price,USD,2139391.952753,2174422.10946884,2168586.08914648
55-64,sat_fat,FL,mrh-eq,538449.150694002,549638.286096615,544484.771052727
65-74,added_sugar,CED,MJ,5695553.38779861,5753633.28414184,5714696.25789324
65-74,added_sugar,Food_price,USD,8997302.87242598,9205790.36531885,9027306.27137295
65-74,added_sugar,FL,mrh-eq,279936.98664372,282936.99219733,280974.490688197
65-74,oil,CED,MJ,1572354.76044545,1487127.32539793,1520491.45781156
65-74,oil,Food_price,USD,1290862.10563718,1220490.8646213,1238154.47784064
65-74,oil,FL,mrh-eq,75797.1035963323,71726.5522561721,73331.8137708441
65-74,sat_fat,CED,MJ,12410075.722062,12377092.9175213,12432574.7286985
65-74,sat_fat,Food_price,USD,1427142.97105179,1426712.52909691,1431432.57187364
65-74,sat_fat,FL,mrh-eq,337139.470344831,336191.892846003,337714.111093075
75+,added_sugar,CED,MJ,4256236.190497,4156087.76727124,4296050.52178651
75+,added_sugar,Food_price,USD,6701300.58973154,6528191.07128201,6687095.40171442
75+,added_sugar,FL,mrh-eq,224096.04920739,218732.793319929,226387.804484034
75+,oil,CED,MJ,997501.261970166,1002096.59125525,979397.001070085
75+,oil,Food_price,USD,803078.961794207,807741.370146354,787126.221779732
75+,oil,FL,mrh-eq,47707.827747293,47917.9448364576,46856.004944426
75+,sat_fat,CED,MJ,8404721.22562295,8448785.60511199,8366659.97461002
75+,sat_fat,Food_price,USD,957140.101415302,969729.407509436,958179.841991896
75+,sat_fat,FL,mrh-eq,223465.245780356,224589.876081148,222442.420355161
