age_gp,sex_gp,race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,NHW,added_sugar,CED,MJ,3370685.31905933,3370685.31905933,3370685.31905933
20-34,Female,NHW,added_sugar,Food_price,USD,7241395.95626371,7241395.95626371,7241395.95626371
20-34,Female,NHW,added_sugar,FL,mrh-eq,155093.640092355,155093.640092355,155093.640092355
20-34,Female,NHW,oil,CED,MJ,4588518.15149468,4588518.15149468,4588518.15149468
20-34,Female,NHW,oil,Food_price,USD,3200606.30832476,3200606.30832476,3200606.30832476
20-34,Female,NHW,oil,FL,mrh-eq,244618.143318,244618.143318,244618.143318
20-34,Female,NHW,sat_fat,CED,MJ,13011112.9228381,13011112.9228381,13011112.9228381
20-34,Female,NHW,sat_fat,Food_price,USD,1539923.98754564,1539923.98754564,1539923.98754564
20-34,Female,NHW,sat_fat,FL,mrh-eq,339125.425886384,339125.425886384,339125.425886384
20-34,Female,NHB,added_sugar,CED,MJ,882814.904859595,882814.904859595,882814.904859595
20-34,Female,NHB,added_sugar,Food_price,USD,1623102.74530666,1623102.74530666,1623102.74530666
20-34,Female,NHB,added_sugar,FL,mrh-eq,34701.6014099314,34701.6014099314,34701.6014099314
20-34,Female,NHB,oil,CED,MJ,1149099.23585963,1149099.23585963,1149099.23585963
20-34,Female,NHB,oil,Food_price,USD,859481.91052388,859481.91052388,859481.91052388
20-34,Female,NHB,oil,FL,mrh-eq,59196.237102,59196.237102,59196.237102
20-34,Female,NHB,sat_fat,CED,MJ,3065841.50268026,3065841.50268026,3065841.50268026
20-34,Female,NHB,sat_fat,Food_price,USD,342209.689049297,342209.689049297,342209.689049297
20-34,Female,NHB,sat_fat,FL,mrh-eq,80328.2621912766,80328.2621912766,80328.2621912766
20-34,Female,HIS,added_sugar,CED,MJ,1245399.15566379,1245399.15566379,1245399.15566379
20-34,Female,HIS,added_sugar,Food_price,USD,1889829.79983185,1889829.79983185,1889829.79983185
20-34,Female,HIS,added_sugar,FL,mrh-eq,53983.7541036504,53983.7541036504,53983.7541036504
20-34,Female,HIS,oil,CED,MJ,1668535.28726494,1668535.28726494,1668535.28726494
20-34,Female,HIS,oil,Food_price,USD,1131249.04555237,1131249.04555237,1131249.04555237
20-34,Female,HIS,oil,FL,mrh-eq,86125.489785,86125.489785,86125.489785
20-34,Female,HIS,sat_fat,CED,MJ,4769313.41837946,4769313.41837946,4769313.41837946
20-34,Female,HIS,sat_fat,Food_price,USD,702894.991680755,702894.991680755,702894.991680755
20-34,Female,HIS,sat_fat,FL,mrh-eq,130561.071447692,130561.071447692,130561.071447692
20-34,Female,OTH,added_sugar,CED,MJ,740764.30710632,740764.30710632,740764.30710632
20-34,Female,OTH,added_sugar,Food_price,USD,1438951.28968438,1438951.28968438,1438951.28968438
20-34,Female,OTH,added_sugar,FL,mrh-eq,33677.1425009117,33677.1425009117,33677.1425009117
20-34,Female,OTH,oil,CED,MJ,984147.891390828,984147.891390828,984147.891390828
20-34,Female,OTH,oil,Food_price,USD,780503.439779847,780503.439779847,780503.439779847
20-34,Female,OTH,oil,FL,mrh-eq,50371.430148,50371.430148,50371.430148
20-34,Female,OTH,sat_fat,CED,MJ,2708960.36283407,2708960.36283407,2708960.36283407
20-34,Female,OTH,sat_fat,Food_price,USD,347907.437077917,347907.437077917,347907.437077917
20-34,Female,OTH,sat_fat,FL,mrh-eq,71748.1698434359,71748.1698434359,71748.1698434359
20-34,Male,NHW,added_sugar,CED,MJ,3780036.25748455,3780036.25748455,3780036.25748455
20-34,Male,NHW,added_sugar,Food_price,USD,7403396.56273289,7403396.56273289,7403396.56273289
20-34,Male,NHW,added_sugar,FL,mrh-eq,155065.681094539,155065.681094539,155065.681094539
20-34,Male,NHW,oil,CED,MJ,4876680.60330243,4876680.60330243,4876680.60330243
20-34,Male,NHW,oil,Food_price,USD,3464520.02014102,3464520.02014102,3464520.02014102
20-34,Male,NHW,oil,FL,mrh-eq,250067.26944,250067.26944,250067.26944
20-34,Male,NHW,sat_fat,CED,MJ,13817428.8706436,13817428.8706436,13817428.8706436
20-34,Male,NHW,sat_fat,Food_price,USD,1591984.65309961,1591984.65309961,1591984.65309961
20-34,Male,NHW,sat_fat,FL,mrh-eq,376050.461100552,376050.461100552,376050.461100552
20-34,Male,NHB,added_sugar,CED,MJ,820518.5050202,820518.5050202,820518.5050202
20-34,Male,NHB,added_sugar,Food_price,USD,1470222.08223312,1470222.08223312,1470222.08223312
20-34,Male,NHB,added_sugar,FL,mrh-eq,31995.210049938,31995.210049938,31995.210049938
20-34,Male,NHB,oil,CED,MJ,1057441.36935904,1057441.36935904,1057441.36935904
20-34,Male,NHB,oil,Food_price,USD,357338.324552987,357338.324552987,357338.324552987
20-34,Male,NHB,oil,FL,mrh-eq,52224.3843660001,52224.3843660001,52224.3843660001
20-34,Male,NHB,sat_fat,CED,MJ,2800287.36199906,2800287.36199906,2800287.36199906
20-34,Male,NHB,sat_fat,Food_price,USD,262693.578113168,262693.578113168,262693.578113168
20-34,Male,NHB,sat_fat,FL,mrh-eq,75355.8303729828,75355.8303729828,75355.8303729828
20-34,Male,HIS,added_sugar,CED,MJ,1332087.75196871,1332087.75196871,1332087.75196871
20-34,Male,HIS,added_sugar,Food_price,USD,2422310.61013865,2422310.61013865,2422310.61013865
20-34,Male,HIS,added_sugar,FL,mrh-eq,48722.76049464,48722.76049464,48722.76049464
20-34,Male,HIS,oil,CED,MJ,1714107.38260919,1714107.38260919,1714107.38260919
20-34,Male,HIS,oil,Food_price,USD,878002.116388779,878002.116388779,878002.116388779
20-34,Male,HIS,oil,FL,mrh-eq,89802.686421,89802.686421,89802.686421
20-34,Male,HIS,sat_fat,CED,MJ,4923843.81442936,4923843.81442936,4923843.81442936
20-34,Male,HIS,sat_fat,Food_price,USD,527724.971691831,527724.971691831,527724.971691831
20-34,Male,HIS,sat_fat,FL,mrh-eq,135747.433141826,135747.433141826,135747.433141826
20-34,Male,OTH,added_sugar,CED,MJ,740733.847942305,740733.847942305,740733.847942305
20-34,Male,OTH,added_sugar,Food_price,USD,1336415.59576788,1336415.59576788,1336415.59576788
20-34,Male,OTH,added_sugar,FL,mrh-eq,31674.5342543314,31674.5342543314,31674.5342543314
20-34,Male,OTH,oil,CED,MJ,937554.46972866,937554.46972866,937554.46972866
20-34,Male,OTH,oil,Food_price,USD,733321.20365711,733321.20365711,733321.20365711
20-34,Male,OTH,oil,FL,mrh-eq,49670.785332,49670.785332,49670.785332
20-34,Male,OTH,sat_fat,CED,MJ,2566568.43784636,2566568.43784636,2566568.43784636
20-34,Male,OTH,sat_fat,Food_price,USD,367346.667172996,367346.667172996,367346.667172996
20-34,Male,OTH,sat_fat,FL,mrh-eq,69925.9259792827,69925.9259792827,69925.9259792827
35-44,Female,NHW,added_sugar,CED,MJ,2014451.09300801,2014451.09300801,2014451.09300801
35-44,Female,NHW,added_sugar,Food_price,USD,3489564.49806814,3489564.49806814,3489564.49806814
35-44,Female,NHW,added_sugar,FL,mrh-eq,94449.4414901049,94449.4414901049,94449.4414901049
35-44,Female,NHW,oil,CED,MJ,2693457.13257387,2693457.13257387,2693457.13257387
35-44,Female,NHW,oil,Food_price,USD,1450646.5466004,1450646.5466004,1450646.5466004
35-44,Female,NHW,oil,FL,mrh-eq,128762.107812,128762.107812,128762.107812
35-44,Female,NHW,sat_fat,CED,MJ,7818537.99308006,7818537.99308006,7818537.99308006
35-44,Female,NHW,sat_fat,Food_price,USD,924387.677224447,924387.677224447,924387.677224447
35-44,Female,NHW,sat_fat,FL,mrh-eq,207336.27481864,207336.27481864,207336.27481864
35-44,Female,NHB,added_sugar,CED,MJ,542585.250754796,542585.250754796,542585.250754796
35-44,Female,NHB,added_sugar,Food_price,USD,883111.389395758,883111.389395758,883111.389395758
35-44,Female,NHB,added_sugar,FL,mrh-eq,22663.9357138633,22663.9357138633,22663.9357138633
35-44,Female,NHB,oil,CED,MJ,712226.676778956,712226.676778956,712226.676778956
35-44,Female,NHB,oil,Food_price,USD,0,0,0
35-44,Female,NHB,oil,FL,mrh-eq,35598.950928,35598.950928,35598.950928
35-44,Female,NHB,sat_fat,CED,MJ,1931333.88409359,1931333.88409359,1931333.88409359
35-44,Female,NHB,sat_fat,Food_price,USD,220521.874635775,220521.874635775,220521.874635775
35-44,Female,NHB,sat_fat,FL,mrh-eq,51138.3535098271,51138.3535098271,51138.3535098271
35-44,Female,HIS,added_sugar,CED,MJ,867877.756800854,867877.756800854,867877.756800854
35-44,Female,HIS,added_sugar,Food_price,USD,1500595.90893318,1500595.90893318,1500595.90893318
35-44,Female,HIS,added_sugar,FL,mrh-eq,43362.255381403,43362.255381403,43362.255381403
35-44,Female,HIS,oil,CED,MJ,1173564.63060675,1173564.63060675,1173564.63060675
35-44,Female,HIS,oil,Food_price,USD,741239.736313515,741239.736313515,741239.736313515
35-44,Female,HIS,oil,FL,mrh-eq,59719.68567,59719.68567,59719.68567
35-44,Female,HIS,sat_fat,CED,MJ,3330712.2163775,3330712.2163775,3330712.2163775
