age_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,NHW,CED,MJ,43444462.1248227,43444462.1248227,43444462.1248227
20-34,NHW,Food_price,USD,24441827.4881076,24441827.4881076,24441827.4881076
20-34,NHW,FL,mrh-eq,1520020.62093183,1520020.62093183,1520020.62093183
20-34,NHB,CED,MJ,9776002.87977778,9776002.87977778,9776002.87977778
20-34,NHB,Food_price,USD,4915048.32977911,4915048.32977911,4915048.32977911
20-34,NHB,FL,mrh-eq,333801.525492129,333801.525492129,333801.525492129
20-34,HIS,CED,MJ,15653286.8103154,15653286.8103154,15653286.8103154
20-34,HIS,Food_price,USD,7552011.53528424,7552011.53528424,7552011.53528424
20-34,HIS,FL,mrh-eq,544943.195393809,544943.195393809,544943.195393809
20-34,OTH,CED,MJ,8678729.31684854,8678729.31684854,8678729.31684854
20-34,OTH,Food_price,USD,5004445.63314013,5004445.63314013,5004445.63314013
20-34,OTH,FL,mrh-eq,307067.988057962,307067.988057962,307067.988057962
35-44,NHW,CED,MJ,25114672.8749457,25114672.8749457,25114672.8749457
35-44,NHW,Food_price,USD,12229857.2318438,12229857.2318438,12229857.2318438
35-44,NHW,FL,mrh-eq,864504.421907066,864504.421907066,864504.421907066
35-44,NHB,CED,MJ,5840053.22483789,5840053.22483789,5840053.22483789
35-44,NHB,Food_price,USD,2362609.7224953,2362609.7224953,2362609.7224953
35-44,NHB,FL,mrh-eq,201102.832362144,201102.832362144,201102.832362144
35-44,HIS,CED,MJ,10507960.9378729,10507960.9378729,10507960.9378729
35-44,HIS,Food_price,USD,5183951.37286101,5183951.37286101,5183951.37286101
35-44,HIS,FL,mrh-eq,373534.555348877,373534.555348877,373534.555348877
35-44,OTH,CED,MJ,5727527.96401779,5727527.96401779,5727527.96401779
35-44,OTH,Food_price,USD,2748520.62814793,2748520.62814793,2748520.62814793
35-44,OTH,FL,mrh-eq,214047.163912866,214047.163912866,214047.163912866
45-54,NHW,CED,MJ,27718251.7078588,27718251.7078588,27718251.7078588
45-54,NHW,Food_price,USD,14251169.0439323,14251169.0439323,14251169.0439323
45-54,NHW,FL,mrh-eq,994495.705275055,994495.705275055,994495.705275055
45-54,NHB,CED,MJ,5109344.81098487,5109344.81098487,5109344.81098487
45-54,NHB,Food_price,USD,2379424.91651375,2379424.91651375,2379424.91651375
45-54,NHB,FL,mrh-eq,176339.493324203,176339.493324203,176339.493324203
45-54,HIS,CED,MJ,7086150.70925023,7086150.70925023,7086150.70925023
45-54,HIS,Food_price,USD,3187801.94084782,3187801.94084782,3187801.94084782
45-54,HIS,FL,mrh-eq,249052.225602635,249052.225602635,249052.225602635
45-54,OTH,CED,MJ,5450236.43130492,5450236.43130492,5450236.43130492
45-54,OTH,Food_price,USD,2326903.7082745,2326903.7082745,2326903.7082745
45-54,OTH,FL,mrh-eq,195812.297871954,195812.297871954,195812.297871954
55-64,NHW,CED,MJ,37625162.1108937,37625162.1108937,37625162.1108937
55-64,NHW,Food_price,USD,18997020.0356395,18997020.0356395,18997020.0356395
55-64,NHW,FL,mrh-eq,1348688.63393527,1348688.63393527,1348688.63393527
55-64,NHB,CED,MJ,5594595.42097406,5594595.42097406,5594595.42097406
55-64,NHB,Food_price,USD,2610848.98111759,2610848.98111759,2610848.98111759
55-64,NHB,FL,mrh-eq,195223.164698651,195223.164698651,195223.164698651
55-64,HIS,CED,MJ,6613238.89351753,6613238.89351753,6613238.89351753
55-64,HIS,Food_price,USD,3010784.29924946,3010784.29924946,3010784.29924946
55-64,HIS,FL,mrh-eq,236575.600438999,236575.600438999,236575.600438999
55-64,OTH,CED,MJ,5386186.34890873,5386186.34890873,5386186.34890873
55-64,OTH,Food_price,USD,3073540.20391046,3073540.20391046,3073540.20391046
55-64,OTH,FL,mrh-eq,196835.640171698,196835.640171698,196835.640171698
65-74,NHW,CED,MJ,25636980.6174703,25636980.6174703,25636980.6174703
65-74,NHW,Food_price,USD,13256304.3099659,13256304.3099659,13256304.3099659
65-74,NHW,FL,mrh-eq,900209.949493455,900209.949493455,900209.949493455
65-74,NHB,CED,MJ,2759742.05941054,2759742.05941054,2759742.05941054
65-74,NHB,Food_price,USD,1151057.25796394,1151057.25796394,1151057.25796394
65-74,NHB,FL,mrh-eq,96547.3566440813,96547.3566440813,96547.3566440813
65-74,HIS,CED,MJ,3152435.90000845,3152435.90000845,3152435.90000845
65-74,HIS,Food_price,USD,1511826.13604374,1511826.13604374,1511826.13604374
65-74,HIS,FL,mrh-eq,112603.551122403,112603.551122403,112603.551122403
65-74,OTH,CED,MJ,2347314.42585596,2347314.42585596,2347314.42585596
65-74,OTH,Food_price,USD,1133012.27796056,1133012.27796056,1133012.27796056
65-74,OTH,FL,mrh-eq,85730.0367144273,85730.0367144273,85730.0367144273
75+,NHW,CED,MJ,18689801.0767711,18689801.0767711,18689801.0767711
75+,NHW,Food_price,USD,9577823.5193647,9577823.5193647,9577823.5193647
75+,NHW,FL,mrh-eq,659137.441954241,659137.441954241,659137.441954241
75+,NHB,CED,MJ,2082153.42562867,2082153.42562867,2082153.42562867
75+,NHB,Food_price,USD,965511.088610227,965511.088610227,965511.088610227
75+,NHB,FL,mrh-eq,71770.9690171476,71770.9690171476,71770.9690171476
75+,HIS,CED,MJ,1493121.15553363,1493121.15553363,1493121.15553363
75+,HIS,Food_price,USD,651820.452692062,651820.452692062,651820.452692062
75+,HIS,FL,mrh-eq,52246.587627059,52246.587627059,52246.587627059
75+,OTH,CED,MJ,1497553.34155449,1497553.34155449,1497553.34155449
75+,OTH,Food_price,USD,498934.330626717,498934.330626717,498934.330626717
75+,OTH,FL,mrh-eq,54824.3965156348,54824.3965156348,54824.3965156348
