sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,146865217.47237,146865217.47237,146865217.47237
Female,Food_price,USD,75799704.1704857,75799704.1704857,75799704.1704857
Female,FL,mrh-eq,5179875.55851416,5179875.55851416,5179875.55851416
Male,CED,MJ,136119747.096995,136119747.096995,136119747.096995
Male,Food_price,USD,67222350.2738867,67222350.2738867,67222350.2738867
Male,FL,mrh-eq,4805239.79529944,4805239.79529944,4805239.79529944
