outcome,outcome_unit,X1,X2,X3
CED,MJ,-70898937.0403321,-72727918.5405231,-71910511.0545606
Food_price,USD,-48471251.5053902,-50182615.847943,-49410888.1451395
FL,mrh-eq,-2400212.39627204,-2466936.11618523,-2435916.10938737
