age_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,NHW,CED,MJ,-30899567.6884817,-30422029.1686954,-30787147.5448042
20-34,NHW,Food_price,USD,-16996328.8168187,-16042268.2616628,-17121505.3480694
20-34,NHW,FL,mrh-eq,-943604.247345165,-918303.988917703,-936631.624168808
20-34,NHB,CED,MJ,-7519270.9661483,-7148579.00711434,-7283544.9264249
20-34,NHB,Food_price,USD,-4759385.113614,-4622237.20622972,-4907100.88212874
20-34,NHB,FL,mrh-eq,-232508.900055997,-223196.215136505,-227065.640605799
20-34,HIS,CED,MJ,-9986777.93757872,-9988505.17808444,-10250675.4004299
20-34,HIS,Food_price,USD,-5343438.92886753,-5410589.20691066,-5646158.97969097
20-34,HIS,FL,mrh-eq,-304621.949242083,-306157.497747634,-314344.610597138
20-34,OTH,CED,MJ,-5037123.63343515,-5007361.10079903,-5047716.7044684
20-34,OTH,Food_price,USD,-2761522.12911955,-2755509.97375351,-2890900.89790418
20-34,OTH,FL,mrh-eq,-159294.951920558,-156030.755264824,-158335.682478252
35-44,NHW,CED,MJ,-18507758.9540798,-20078038.6803263,-20116080.9037119
35-44,NHW,Food_price,USD,-9667576.41879206,-10331254.5388794,-10217874.935673
35-44,NHW,FL,mrh-eq,-584255.805695684,-636442.460485496,-637644.95548406
35-44,NHB,CED,MJ,-4274582.63962023,-4283550.79651488,-4334667.90248759
35-44,NHB,Food_price,USD,-2686080.2004928,-2816469.68427142,-2918605.7952684
35-44,NHB,FL,mrh-eq,-135705.656871337,-136972.155340281,-137567.818199078
35-44,HIS,CED,MJ,-6172593.38704259,-6643884.5519776,-6458271.42621216
35-44,HIS,Food_price,USD,-3223662.77504356,-3191572.60942687,-3379819.52451677
35-44,HIS,FL,mrh-eq,-195485.747348282,-208965.388889923,-207818.649960934
35-44,OTH,CED,MJ,-3490668.52833064,-3389597.40853842,-3095883.28030371
35-44,OTH,Food_price,USD,-1623194.76884926,-1659159.39920434,-1586327.4175966
35-44,OTH,FL,mrh-eq,-113872.870021925,-112388.159748233,-102386.790259468
45-54,NHW,CED,MJ,-21306492.6108428,-21937062.0836832,-21943746.7915704
45-54,NHW,Food_price,USD,-10961318.5336118,-12385071.680507,-11084192.5696766
45-54,NHW,FL,mrh-eq,-683768.850761184,-707014.893485928,-699005.342042195
45-54,NHB,CED,MJ,-3347653.55641104,-3738711.98276126,-3365955.85595577
45-54,NHB,Food_price,USD,-2020188.98607275,-2266178.97147241,-2058159.49856188
45-54,NHB,FL,mrh-eq,-109081.958733992,-122873.630869754,-111037.068035816
45-54,HIS,CED,MJ,-4102715.80698737,-4243048.91303927,-3992951.66835494
45-54,HIS,Food_price,USD,-2106326.51537555,-2086723.8903754,-2111561.44190739
45-54,HIS,FL,mrh-eq,-132760.805998244,-135356.063354741,-129446.327335605
45-54,OTH,CED,MJ,-3037762.17302139,-3144525.40761688,-2818889.71051226
45-54,OTH,Food_price,USD,-1269427.65434491,-1320470.48555735,-953658.724419002
45-54,OTH,FL,mrh-eq,-96947.2781365286,-100301.900986078,-84457.1767433818
55-64,NHW,CED,MJ,-28386630.3094391,-30731438.3497284,-29607445.0905037
55-64,NHW,Food_price,USD,-13407629.0226565,-15137333.018224,-13732206.2105594
55-64,NHW,FL,mrh-eq,-918406.860923084,-999330.033901348,-949904.685942833
55-64,NHB,CED,MJ,-4051111.76696589,-4148726.39928456,-3930151.79456534
55-64,NHB,Food_price,USD,-2556560.55210394,-2618678.34206197,-2398292.84758933
55-64,NHB,FL,mrh-eq,-134735.76608139,-138860.52546814,-129824.447144575
55-64,HIS,CED,MJ,-3901014.47578344,-4090687.9191674,-4053652.16579086
55-64,HIS,Food_price,USD,-1514443.39290218,-1685319.23040054,-1755948.51413079
55-64,HIS,FL,mrh-eq,-124117.480073407,-132880.38286292,-132325.169237308
55-64,OTH,CED,MJ,-3202211.18310041,-3036486.32499121,-2938875.23910506
55-64,OTH,Food_price,USD,-1486342.28038717,-1393841.72089215,-1509443.81979117
55-64,OTH,FL,mrh-eq,-102024.877766416,-97658.7272906926,-99702.9871681387
65-74,NHW,CED,MJ,-21047298.8772983,-20418139.8721637,-20708065.4774681
65-74,NHW,Food_price,USD,-9646520.93729541,-9627887.30192668,-9297156.16990663
65-74,NHW,FL,mrh-eq,-683257.084720371,-659227.226302697,-665844.994508225
65-74,NHB,CED,MJ,-2120373.99299858,-2174600.25056653,-2226066.24717079
65-74,NHB,Food_price,USD,-1176502.6788471,-1156772.89574016,-1220149.1113057
65-74,NHB,FL,mrh-eq,-71622.2314100817,-72489.6824771742,-75210.4011905807
65-74,HIS,CED,MJ,-1714271.43772832,-1740126.21237676,-1725951.5329586
65-74,HIS,Food_price,USD,-592648.665275126,-671584.891994495,-695907.66635081
65-74,HIS,FL,mrh-eq,-55142.8755540542,-57077.9256478566,-58068.2364172564
65-74,OTH,CED,MJ,-1181138.30275385,-1310568.25474254,-1267449.87251238
65-74,OTH,Food_price,USD,-523596.762401942,-543943.025038396,-539389.560277155
