race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
NHW,added_sugar,CED,MJ,30485668.1599977,31440176.3227924,30838886.3569111
NHW,added_sugar,Food_price,USD,54045776.5665832,55552064.9765106,54651452.8472321
NHW,added_sugar,FL,mrh-eq,1416911.085674,1459849.44436075,1433410.11920016
NHW,oil,CED,MJ,7904881.9189818,7720553.32196703,7782523.50940639
NHW,oil,Food_price,USD,6078096.90345441,5953498.51794616,5937954.76629346
NHW,oil,FL,mrh-eq,402650.370035435,393093.115523475,396156.161747032
NHW,sat_fat,CED,MJ,63952155.2086511,64695054.2514183,64822053.2631664
NHW,sat_fat,Food_price,USD,7089177.70417386,7169082.32809091,7191031.65849714
NHW,sat_fat,FL,mrh-eq,1732066.32097002,1751972.24663964,1755651.98913614
NHB,added_sugar,CED,MJ,6548857.98093851,6642539.83826763,6550039.42775841
NHB,added_sugar,Food_price,USD,10729928.3240165,10845304.559988,10768453.4657701
NHB,added_sugar,FL,mrh-eq,276433.036307074,280303.491104515,275508.565977051
NHB,oil,CED,MJ,1476518.90644144,1501609.14119801,1469758.36612753
NHB,oil,Food_price,USD,746707.55143731,752165.071799857,746967.301421381
NHB,oil,FL,mrh-eq,72928.4935564233,74158.5186081498,72613.9367789272
NHB,sat_fat,CED,MJ,10314707.9214606,10283236.3292242,10193643.9458076
NHB,sat_fat,Food_price,USD,1141917.91007709,1138904.36703462,1134230.6174902
NHB,sat_fat,FL,mrh-eq,276010.959078033,275188.282887153,272755.356461084
HIS,added_sugar,CED,MJ,7448085.16006342,7460775.6714438,7637055.22696136
HIS,added_sugar,Food_price,USD,11517761.8643233,11529772.7227731,11864690.6993436
HIS,added_sugar,FL,mrh-eq,332095.212884353,333668.407290183,341585.38174026
HIS,oil,CED,MJ,1769871.18292648,1792168.43689704,1813987.13535578
HIS,oil,Food_price,USD,1209678.00918503,1235234.72671986,1236358.66595319
HIS,oil,FL,mrh-eq,89703.9073413174,90820.502294572,91915.6806449665
HIS,sat_fat,CED,MJ,14706095.0337271,14909149.3380777,14741699.2213478
HIS,sat_fat,Food_price,USD,1697876.21318089,1726108.3576733,1708039.78934932
HIS,sat_fat,FL,mrh-eq,402244.298940985,407806.58961801,403193.396046579
OTH,added_sugar,CED,MJ,4236640.59899368,4299006.06627902,4254719.82410904
OTH,added_sugar,Food_price,USD,6992708.07472111,7099695.203776,6982585.67387831
OTH,added_sugar,FL,mrh-eq,207424.661075764,211237.447467349,209114.039950137
OTH,oil,CED,MJ,1349816.70035798,1313003.11935682,1319041.2595328
OTH,oil,Food_price,USD,950810.693250843,913580.864752341,937784.990153727
OTH,oil,FL,mrh-eq,71060.3068475009,69236.9603241332,69483.5016304581
OTH,sat_fat,CED,MJ,9094272.22009116,9059280.65590004,8875737.47037527
OTH,sat_fat,Food_price,USD,1231711.8664752,1228104.3263666,1212237.84524527
OTH,sat_fat,FL,mrh-eq,244503.906246361,243421.272752513,238348.142759796
