sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,-4105685222.87894,-4167915965.30067,-4154875799.61817
Female,Food_price,USD,-4105685222.87894,-4167915965.30067,-4154875799.61817
Female,FL,mrh-eq,-4105685222.87894,-4167915965.30067,-4154875799.61817
Male,CED,MJ,-2900558666.59707,-2930195875.7644,-2887046338.06072
Male,Food_price,USD,-2900558666.59707,-2930195875.7644,-2887046338.06072
Male,FL,mrh-eq,-2900558666.59707,-2930195875.7644,-2887046338.06072
