race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
NHW,added_sugar,CED,MJ,59950546.6172911,61831891.7144562,60651587.953483
NHW,added_sugar,Food_price,USD,106253317.024776,109223977.581988,107452852.568073
NHW,added_sugar,FL,mrh-eq,2786804.29382686,2871457.03327232,2819570.4669286
NHW,oil,CED,MJ,39929343.0418365,38999494.2610455,39305276.0883031
NHW,oil,Food_price,USD,30704853.1848643,30079139.4424819,29995281.5853969
NHW,oil,FL,mrh-eq,2033579.02125304,1985388.37985105,2000496.23863954
NHW,sat_fat,CED,MJ,214618321.680069,217192837.832294,217538513.672285
NHW,sat_fat,Food_price,USD,23808121.8947385,24084370.6691543,24151587.1269615
NHW,sat_fat,FL,mrh-eq,5805331.00381796,5874170.89880298,5884345.18964233
NHB,added_sugar,CED,MJ,12835740.6819068,13019179.844658,12834252.8537376
NHB,added_sugar,Food_price,USD,21028850.9875889,21255279.4525659,21098679.0494676
NHB,added_sugar,FL,mrh-eq,541992.889869899,549570.079777263,539996.122823375
NHB,oil,CED,MJ,7486252.38658113,7613905.30900101,7452241.28648333
NHB,oil,Food_price,USD,3784175.09522088,3812171.13920266,3785621.84313057
NHB,oil,FL,mrh-eq,369732.257949782,375988.531683897,368151.874265895
NHB,sat_fat,CED,MJ,33710924.0488996,33598695.1487423,33321083.060974
NHB,sat_fat,Food_price,USD,3738866.29707714,3728679.70951973,3714585.94263099
NHB,sat_fat,FL,mrh-eq,901155.380371693,898203.747739875,890680.365011015
HIS,added_sugar,CED,MJ,14630834.5305276,14657236.5782394,15003451.5268749
HIS,added_sugar,Food_price,USD,22618063.4296584,22644031.8500281,23302173.846822
HIS,added_sugar,FL,mrh-eq,652730.674315664,655879.846084584,671435.018828567
HIS,oil,CED,MJ,9009090.64309375,9122674.10100596,9234558.42229727
HIS,oil,Food_price,USD,6158897.0221834,6288985.41505481,6295189.88382893
HIS,oil,FL,mrh-eq,456568.160542859,462256.355881863,467870.944032941
HIS,sat_fat,CED,MJ,47675676.6685628,48326663.3879989,47801900.9306997
HIS,sat_fat,Food_price,USD,5507607.08411598,5598845.64502925,5542365.61547602
HIS,sat_fat,FL,mrh-eq,1303061.13020891,1320869.30890081,1306429.2756542
OTH,added_sugar,CED,MJ,8364008.3680939,8487538.68758387,8401585.50606616
OTH,added_sugar,Food_price,USD,13800670.3906215,14012133.4576862,13782728.0400574
OTH,added_sugar,FL,mrh-eq,409666.028467436,417218.43919509,413118.703824885
OTH,oil,CED,MJ,6816432.34554406,6630028.29314453,6660332.24494766
OTH,oil,Food_price,USD,4793062.81497923,4604673.04451005,4727391.76891813
OTH,oil,FL,mrh-eq,358796.983870464,349562.284504036,350798.910356931
OTH,sat_fat,CED,MJ,30625475.5546643,30558017.7532975,29978594.5537673
OTH,sat_fat,Food_price,USD,4161522.55549371,4155949.21830034,4108093.9392937
OTH,sat_fat,FL,mrh-eq,821834.425400948,819520.336892603,803534.774278273
