age_gp,sex_gp,race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,NHW,added_sugar,CED,MJ,10913570.9977997,10653533.024127,11128104.3694513
20-34,Female,NHW,added_sugar,Food_price,USD,23757972.8682586,22715630.2390939,23826781.0386049
20-34,Female,NHW,added_sugar,FL,mrh-eq,502160.626767578,490195.630904245,512031.842375451
20-34,Female,NHW,oil,CED,MJ,6132605.46407307,5852849.85793285,5937384.83650705
20-34,Female,NHW,oil,Food_price,USD,4249778.69867521,4057598.12820667,4100145.88546935
20-34,Female,NHW,oil,FL,mrh-eq,326934.864981348,312020.835070727,316527.472904884
20-34,Female,NHW,sat_fat,CED,MJ,31687618.099876,32495578.4623236,32103252.8752818
20-34,Female,NHW,sat_fat,Food_price,USD,3768440.72051724,3816230.54655663,3842451.1555766
20-34,Female,NHW,sat_fat,FL,mrh-eq,825915.280819921,846974.194353245,836748.50631405
20-34,Female,NHB,added_sugar,CED,MJ,3268099.46097467,3110389.86837121,3272823.15816605
20-34,Female,NHB,added_sugar,Food_price,USD,5933709.99595984,5489110.02952617,6021498.95100671
20-34,Female,NHB,added_sugar,FL,mrh-eq,128462.132026182,122262.898878982,128647.810650562
20-34,Female,NHB,oil,CED,MJ,1596039.97124675,1637413.44502033,1633861.56964746
20-34,Female,NHB,oil,Food_price,USD,1190212.52558669,1212843.7771682,1214208.89922185
20-34,Female,NHB,oil,FL,mrh-eq,82220.5407625329,84351.9093047822,84168.9332395585
20-34,Female,NHB,sat_fat,CED,MJ,7619666.79863015,7406052.88863766,7406223.25053831
20-34,Female,NHB,sat_fat,Food_price,USD,840076.336401027,831460.728018978,831985.732664371
20-34,Female,NHB,sat_fat,FL,mrh-eq,199643.260056148,194046.351620217,194050.815280654
20-34,Female,HIS,added_sugar,CED,MJ,3985462.59480749,4257348.36580142,4281067.15435872
20-34,Female,HIS,added_sugar,Food_price,USD,6027862.03093544,6457225.4980535,6547557.93309965
20-34,Female,HIS,added_sugar,FL,mrh-eq,172756.045103235,184541.35468761,185569.482290949
20-34,Female,HIS,oil,CED,MJ,2042938.07067788,2026364.51561063,2065428.14375508
20-34,Female,HIS,oil,Food_price,USD,1378926.07751653,1387066.09733058,1409794.78858021
20-34,Female,HIS,oil,FL,mrh-eq,105451.196196138,104595.71201277,106612.075785475
20-34,Female,HIS,sat_fat,CED,MJ,11197499.9961482,11132000.6675534,11330720.4873081
20-34,Female,HIS,sat_fat,Food_price,USD,1650198.26464777,1643383.30347795,1682821.48870506
20-34,Female,HIS,sat_fat,FL,mrh-eq,306534.184018753,304741.124563383,310181.126154615
20-34,Female,OTH,added_sugar,CED,MJ,2078130.2768944,2029518.09675916,2159746.60118176
20-34,Female,OTH,added_sugar,Food_price,USD,3973668.74361467,4016519.18825714,4196160.74231148
20-34,Female,OTH,added_sugar,FL,mrh-eq,94477.4050248439,92267.3642575057,98187.903164479
20-34,Female,OTH,oil,CED,MJ,1401674.23990384,1284378.87468455,1327112.70538259
20-34,Female,OTH,oil,Food_price,USD,1117232.20058333,997560.163406071,1075909.61047881
20-34,Female,OTH,oil,FL,mrh-eq,71741.5915668805,65738.0880817711,67925.3245599399
20-34,Female,OTH,sat_fat,CED,MJ,5812193.16402583,5987167.91205442,5998147.06492509
20-34,Female,OTH,sat_fat,Food_price,USD,746719.823401164,772689.907964129,774340.187847497
20-34,Female,OTH,sat_fat,FL,mrh-eq,153938.842375349,158573.136074181,158863.92442816
