age_gp,sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,added_sugar,CED,MJ,-3655130.38849293,-3589336.18673797,-3856405.59025372
20-34,Female,added_sugar,Food_price,USD,-7186415.91475912,-6843537.08967674,-7489839.22879608
20-34,Female,added_sugar,FL,mrh-eq,-161718.487818541,-158813.747772542,-170687.824518594
20-34,Female,oil,CED,MJ,-184836.674911151,-123055.430573564,-150055.690670676
20-34,Female,oil,Food_price,USD,-128827.991839156,-82207.7293821606,-106227.172502105
20-34,Female,oil,FL,mrh-eq,-9698.41559382072,-6438.51618150031,-7852.95293346753
20-34,Female,sat_fat,CED,MJ,-5781801.90580801,-5932699.51155486,-5896359.42933981
20-34,Female,sat_fat,Food_price,USD,-719324.775023315,-731929.56918622,-747346.602146724
20-34,Female,sat_fat,FL,mrh-eq,-152554.393062998,-156477.062535495,-155591.886695269
20-34,Male,added_sugar,CED,MJ,-2946179.83276943,-2926008.84616507,-2929750.01279449
20-34,Male,added_sugar,Food_price,USD,-5533647.24588213,-5493671.37072031,-5614554.26118818
20-34,Male,added_sugar,FL,mrh-eq,-117271.100385046,-116653.313847377,-116572.250166867
20-34,Male,oil,CED,MJ,130088.93642812,143479.804091796,157313.428859387
20-34,Male,oil,Food_price,USD,93783.9504402393,92751.3797386564,93409.3446984782
20-34,Male,oil,FL,mrh-eq,6721.26906859683,7407.91153008486,8102.20303602593
20-34,Male,sat_fat,CED,MJ,-6161440.20958354,-5890078.02084469,-5997950.94889108
20-34,Male,sat_fat,Food_price,USD,-692705.966510103,-662465.56743863,-681716.575257509
20-34,Male,sat_fat,FL,mrh-eq,-167892.067032103,-160525.194039478,-163458.272447255
35-44,Female,added_sugar,CED,MJ,-2222549.43420664,-2429756.81901736,-2261713.42129241
35-44,Female,added_sugar,Food_price,USD,-3706474.47194219,-3932785.90243649,-3869322.92583237
35-44,Female,added_sugar,FL,mrh-eq,-104208.772625414,-113967.268817879,-106086.411988901
35-44,Female,oil,CED,MJ,-111207.417494558,-139866.758186788,-184533.007723186
35-44,Female,oil,Food_price,USD,-47779.3743473918,-66673.5894085554,-91745.0786933653
35-44,Female,oil,FL,mrh-eq,-5383.37345375888,-6838.0512083124,-8948.40492460429
35-44,Female,sat_fat,CED,MJ,-3657417.28481148,-3905400.46225846,-3895908.06378694
35-44,Female,sat_fat,Food_price,USD,-424839.054065314,-468272.375996384,-451400.553197305
35-44,Female,sat_fat,FL,mrh-eq,-97303.8553018991,-103898.481913476,-103608.488715084
35-44,Male,added_sugar,CED,MJ,-2093748.26635371,-2054064.8834087,-2141566.99818053
35-44,Male,added_sugar,Food_price,USD,-3766121.20121021,-3726773.68162532,-3861828.5281584
35-44,Male,added_sugar,FL,mrh-eq,-89429.7989213665,-87502.0125963787,-91257.0941276873
35-44,Male,oil,CED,MJ,111435.828012854,84925.3862847378,74913.7178030009
35-44,Male,oil,Food_price,USD,70501.7490674785,47718.7237320534,50646.9403745128
35-44,Male,oil,FL,mrh-eq,5575.77876583018,4331.2759151766,3842.69965991894
35-44,Male,sat_fat,CED,MJ,-3576765.21455883,-3732930.44889309,-3576754.32670706
35-44,Male,sat_fat,Food_price,USD,-373042.797906501,-395479.729750019,-366735.950968245
35-44,Male,sat_fat,FL,mrh-eq,-99151.6964308888,-103546.453954882,-99171.4589062514
45-54,Female,added_sugar,CED,MJ,-2355571.929329,-2779127.47801385,-2389232.1195424
45-54,Female,added_sugar,Food_price,USD,-3734790.27272436,-4524251.41740958,-3799138.24565089
45-54,Female,added_sugar,FL,mrh-eq,-105424.564808161,-124293.729656705,-106656.442693307
45-54,Female,oil,CED,MJ,-87628.9963295627,-56312.6223853388,-73677.9522320626
45-54,Female,oil,Food_price,USD,-78420.4697158861,-46630.5808817713,-57640.6047430555
45-54,Female,oil,FL,mrh-eq,-4740.31416976172,-2999.66102168882,-3979.1186583055
45-54,Female,sat_fat,CED,MJ,-3410680.95268748,-3562443.09912464,-3578051.76637734
45-54,Female,sat_fat,Food_price,USD,-398833.957108935,-403253.644324855,-413562.932392338
45-54,Female,sat_fat,FL,mrh-eq,-90998.1413681734,-95005.58414158,-95456.5301045018
45-54,Male,added_sugar,CED,MJ,-1921375.28397933,-1947087.57993582,-1766749.7613932
45-54,Male,added_sugar,Food_price,USD,-3117637.57919254,-3235069.85030983,-2978864.45183363
45-54,Male,added_sugar,FL,mrh-eq,-87584.5738915058,-88573.8904070407,-80324.0389131796
45-54,Male,oil,CED,MJ,31516.6811367057,43676.2492084507,29554.3338285227
45-54,Male,oil,Food_price,USD,30185.7110863904,19013.5862994124,19731.1278293882
45-54,Male,oil,FL,mrh-eq,1530.00678114948,2201.38479277626,1442.53568651165
45-54,Male,sat_fat,CED,MJ,-3508720.45157589,-3531375.9940199,-3514488.21311784
45-54,Male,sat_fat,Food_price,USD,-389410.805701432,-391083.134022791,-387727.48123646
45-54,Male,sat_fat,FL,mrh-eq,-97000.0044047093,-97644.099473207,-97149.4842188477
55-64,Female,added_sugar,CED,MJ,-2703494.26689236,-2934749.68399284,-2917028.86147548
55-64,Female,added_sugar,Food_price,USD,-4689078.97262065,-5145170.32774952,-4950811.68677868
55-64,Female,added_sugar,FL,mrh-eq,-128740.457441531,-139887.880966566,-139114.140270943
55-64,Female,oil,CED,MJ,-133332.227607428,-100884.934465365,-76583.1258961465
55-64,Female,oil,Food_price,USD,-122362.975069127,-77430.3869893587,-45023.8788261498
55-64,Female,oil,FL,mrh-eq,-6899.38375828566,-5188.10983577206,-3949.3320093753
55-64,Female,sat_fat,CED,MJ,-4801334.41881177,-5079464.74734609,-4905338.21882736
55-64,Female,sat_fat,Food_price,USD,-515648.572408089,-540608.956120029,-534318.3806371
55-64,Female,sat_fat,FL,mrh-eq,-128586.93646417,-136063.540041696,-131373.636211022
55-64,Male,added_sugar,CED,MJ,-2069249.13566194,-2472481.58608574,-2207343.50711562
55-64,Male,added_sugar,Food_price,USD,-3005436.45558166,-3543627.13294553,-3140452.43132493
55-64,Male,added_sugar,FL,mrh-eq,-94410.7065817964,-113654.663024337,-101515.111399178
