age_gp,race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,NHW,added_sugar,CED,MJ,-6726358.40009219,-6576863.70510712,-6834013.4706446
20-34,NHW,added_sugar,Food_price,USD,-14185510.1029182,-13427080.7503592,-14351865.2354331
20-34,NHW,added_sugar,FL,mrh-eq,-295199.363428951,-288206.850014748,-300325.044382833
20-34,NHW,oil,CED,MJ,-125292.873601606,214554.950098275,99262.93172023
20-34,NHW,oil,Food_price,USD,-10928.9554613686,155941.63103358,67705.3725229032
20-34,NHW,oil,FL,mrh-eq,-7494.09992914962,10406.9461019137,4351.6696362732
20-34,NHW,sat_fat,CED,MJ,-24047916.4147879,-24059720.4136866,-24052397.0058798
20-34,NHW,sat_fat,Food_price,USD,-2799889.75843917,-2771129.14233726,-2837345.48515915
20-34,NHW,sat_fat,FL,mrh-eq,-640910.783987065,-640504.085004869,-640658.249422249
20-34,NHB,added_sugar,CED,MJ,-2292835.34043849,-2236834.40725404,-2391882.94437474
20-34,NHB,added_sugar,Food_price,USD,-4094290.36141471,-3994722.57193374,-4271889.31569419
20-34,NHB,added_sugar,FL,mrh-eq,-89807.9114204724,-87591.4721053349,-93671.1437740736
20-34,NHB,oil,CED,MJ,-163457.870820208,-216013.233304609,-142009.547005484
20-34,NHB,oil,Food_price,USD,-144534.507577301,-141486.449208559,-140480.912326241
20-34,NHB,oil,FL,mrh-eq,-8464.67906770337,-11133.7994231036,-7472.6289011704
20-34,NHB,sat_fat,CED,MJ,-5062977.75488961,-4695731.36655569,-4749652.43504468
20-34,NHB,sat_fat,Food_price,USD,-520560.244621991,-486028.185087422,-494730.654108317
20-34,NHB,sat_fat,FL,mrh-eq,-134236.309567821,-124470.943608066,-125921.867930555
20-34,HIS,added_sugar,CED,MJ,-2721681.6100403,-2789146.73388981,-2867871.76669469
20-34,HIS,added_sugar,Food_price,USD,-4476311.37971372,-4524168.67891385,-4768199.30796012
20-34,HIS,added_sugar,FL,mrh-eq,-108993.455172895,-112680.586646349,-115666.440067435
20-34,HIS,oil,CED,MJ,157096.615724533,171586.557970926,163588.414952247
20-34,HIS,oil,Food_price,USD,78959.8107038832,54848.0482240094,95233.2121230206
20-34,HIS,oil,FL,mrh-eq,8257.65699121478,9006.1060914846,8612.26272998134
20-34,HIS,sat_fat,CED,MJ,-7422192.94326296,-7370945.00216555,-7546392.04868743
20-34,HIS,sat_fat,Food_price,USD,-946087.359857696,-941268.576220826,-973192.883853872
20-34,HIS,sat_fat,FL,mrh-eq,-203886.151060403,-202483.01719277,-207290.433259685
20-34,OTH,added_sugar,CED,MJ,-1195970.77959424,-1166491.29467714,-1206032.17958767
20-34,OTH,added_sugar,Food_price,USD,-2174928.5955902,-2236376.45571323,-2293008.06752993
20-34,OTH,added_sugar,FL,mrh-eq,-52859.5485934436,-51511.9582930617,-53435.8803505474
20-34,OTH,oil,CED,MJ,-135852.061074374,-58861.1497030209,-75545.7810970091
20-34,OTH,oil,Food_price,USD,-93902.3562832236,-10997.3428697355,-81583.0786603322
20-34,OTH,oil,FL,mrh-eq,-6863.77079046314,-2960.71056660612,-3780.58093207077
20-34,OTH,sat_fat,CED,MJ,-3705300.79276654,-3782008.65641887,-3766138.74378371
20-34,OTH,sat_fat,Food_price,USD,-492691.177246126,-508136.175170537,-516309.75171392
20-34,OTH,sat_fat,FL,mrh-eq,-99571.6325366513,-101558.086405156,-101119.221195634
35-44,NHW,added_sugar,CED,MJ,-4387304.94610549,-4666107.40202798,-4483944.67321895
35-44,NHW,added_sugar,Food_price,USD,-8012774.45739089,-8324711.14657489,-8252435.51137031
35-44,NHW,added_sugar,FL,mrh-eq,-196819.517188835,-209703.950639233,-200626.95051534
35-44,NHW,oil,CED,MJ,-220504.567448759,-430054.909151792,-660627.15409132
35-44,NHW,oil,Food_price,USD,-111782.891321489,-279751.649389312,-326717.601758251
35-44,NHW,oil,FL,mrh-eq,-10573.7191422332,-20568.6299221182,-31595.9217078191
35-44,NHW,sat_fat,CED,MJ,-13899949.4405255,-14981876.3691465,-14971509.0764016
35-44,NHW,sat_fat,Food_price,USD,-1543019.07007968,-1726791.74291521,-1638721.82254442
35-44,NHW,sat_fat,FL,mrh-eq,-376862.569364615,-406169.879924145,-405422.083260901
35-44,NHB,added_sugar,CED,MJ,-1447056.81256618,-1562099.39474429,-1564788.71892668
35-44,NHB,added_sugar,Food_price,USD,-2418119.65357184,-2585496.14371082,-2661884.82959647
35-44,NHB,added_sugar,FL,mrh-eq,-58410.9830562372,-63023.059465321,-63105.3024030147
35-44,NHB,oil,CED,MJ,-57179.8342233279,-38730.2301483416,-2778.95257851829
35-44,NHB,oil,Food_price,USD,28332.1305182246,55933.708158639,40741.3027619685
35-44,NHB,oil,FL,mrh-eq,-2792.70680844298,-1861.64213914727,-71.4031923334897
35-44,NHB,sat_fat,CED,MJ,-2770345.99283072,-2682721.17162224,-2767100.2309824
35-44,NHB,sat_fat,Food_price,USD,-296292.677439181,-286907.24871924,-297462.268433905
