sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,NHW,CED,MJ,-25057473.6414461,-26069325.9933846,-25713902.3328381
Female,NHW,Food_price,USD,-18089968.367363,-18736259.782861,-18149564.8758532
Female,NHW,FL,mrh-eq,-866218.59958051,-896309.290445701,-882559.370617326
Female,NHB,CED,MJ,-4847722.09147949,-4864298.06629138,-4730150.78078459
Female,NHB,Food_price,USD,-4180146.2600584,-4124765.23203191,-4087054.12825744
Female,NHB,FL,mrh-eq,-169365.08862136,-170347.571892199,-164298.249707035
Female,HIS,CED,MJ,-5030081.76400227,-5272000.96494974,-5294148.41584039
Female,HIS,Food_price,USD,-3296560.38025072,-3494109.52394405,-3678120.90919198
Female,HIS,FL,mrh-eq,-174594.261311658,-183941.97467168,-185830.417410713
Female,OTH,CED,MJ,-2982654.32760044,-3077305.12334609,-3046292.53324311
Female,OTH,Food_price,USD,-2158737.99349317,-2199444.36757378,-2195783.19715553
Female,OTH,FL,mrh-eq,-103831.399986832,-106853.215044811,-106531.710840389
Male,NHW,CED,MJ,-21885792.5206268,-22387018.7772354,-22330121.6710883
Male,NHW,Food_price,USD,-13626903.3892275,-14442206.6220657,-14134694.9785486
Male,NHW,FL,mrh-eq,-723096.617059844,-746292.956039071,-740346.339426912
Male,NHB,CED,MJ,-3618256.87098878,-3688981.39602621,-3609185.11253667
Male,NHB,Food_price,USD,-2615753.28474142,-2788954.52605957,-2739943.01569325
Male,NHB,FL,mrh-eq,-118342.311830603,-121637.632218052,-118914.52102046
Male,HIS,CED,MJ,-4782882.40227022,-4779005.27102429,-4787505.95737997
Male,HIS,Food_price,USD,-3091064.24591885,-2959314.82270261,-3093276.78493447
Male,HIS,FL,mrh-eq,-154733.348495462,-153637.715171549,-156148.231661556
Male,OTH,CED,MJ,-2694073.42191799,-2589982.9482654,-2399204.2508496
Male,OTH,Food_price,USD,-1412117.58433721,-1437560.97070437,-1332450.255505
Male,OTH,FL,mrh-eq,-90030.7693857731,-87915.7607021636,-81287.268702982
