sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,82452775.9428405,83817774.2662841,83319338.1810184
Female,Food_price,USD,56495875.4487903,57325041.3540357,56880985.5580831
Female,FL,mrh-eq,2902948.92642987,2946391.6289839,2928159.32550497
Male,CED,MJ,76834795.0497904,77298778.226538,76979806.8258411
Male,Food_price,USD,46936276.2320884,47818474.6693958,47490802.7625447
Male,FL,mrh-eq,2621083.63252739,2644364.64988655,2631576.94656762
