outcome,outcome_unit,X1,X2,X3
CED,MJ,371373598.521664,371373598.521664,371373598.521664
Food_price,USD,197982954.619861,197982954.619861,197982954.619861
FL,mrh-eq,13108935.5164988,13108935.5164988,13108935.5164988
