age_gp,sex_gp,race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,NHW,added_sugar,CED,MJ,7232007.11476757,7059689.87084348,7374170.19506934
20-34,Female,NHW,added_sugar,Food_price,USD,15743502.1818561,15052781.490007,15789098.7311065
20-34,Female,NHW,added_sugar,FL,mrh-eq,332762.688424481,324833.942166337,339303.966391329
20-34,Female,NHW,oil,CED,MJ,5114558.97013746,4881244.34502208,4951746.04866011
20-34,Female,NHW,oil,Food_price,USD,3544291.88242158,3384014.35171554,3419498.94547294
20-34,Female,NHW,oil,FL,mrh-eq,272661.865521422,260223.647229518,263982.158207418
20-34,Female,NHW,sat_fat,CED,MJ,24796334.8797241,25428583.5913075,25121579.2400334
20-34,Female,NHW,sat_fat,Food_price,USD,2948896.87782181,2986293.58358181,3006811.85036856
20-34,Female,NHW,sat_fat,FL,mrh-eq,646298.873615,662777.987650317,654776.137079023
20-34,Female,NHB,added_sugar,CED,MJ,2160921.31665045,2056641.13039338,2164044.70321691
20-34,Female,NHB,added_sugar,Food_price,USD,3923467.00894698,3629490.17124018,3981514.51533182
20-34,Female,NHB,added_sugar,FL,mrh-eq,84941.2824770491,80842.2471769803,85064.0562488577
20-34,Female,NHB,oil,CED,MJ,1333278.2927197,1367840.3058713,1364873.18824367
20-34,Female,NHB,oil,Food_price,USD,994263.647951265,1013169.03692291,1014309.41412763
20-34,Female,NHB,oil,FL,mrh-eq,68684.2837204936,70464.7575572151,70311.905485685
20-34,Female,NHB,sat_fat,CED,MJ,5898898.0534435,5733525.11639201,5733657.00503107
20-34,Female,NHB,sat_fat,Food_price,USD,650359.759357307,643689.8357429,644096.277253086
20-34,Female,NHB,sat_fat,FL,mrh-eq,154557.314545572,150224.370185858,150227.825806499
20-34,Female,HIS,added_sugar,CED,MJ,2640398.67669815,2820525.02661816,2836238.90083721
20-34,Female,HIS,added_sugar,Food_price,USD,3993503.5271783,4277960.0246193,4337805.93617535
20-34,Female,HIS,added_sugar,FL,mrh-eq,114452.167604453,122260.0230518,122941.165252675
20-34,Female,HIS,oil,CED,MJ,1703868.75241598,1690045.93370167,1722626.11628608
20-34,Female,HIS,oil,Food_price,USD,1150063.76800856,1156852.77723224,1175809.15547952
20-34,Female,HIS,oil,FL,mrh-eq,87949.3121609248,87235.8138962698,88917.5189244965
20-34,Female,HIS,sat_fat,CED,MJ,8576702.18956973,8526533.11297514,8678742.15193807
20-34,Female,HIS,sat_fat,Food_price,USD,1263965.98120091,1258746.07564993,1288953.67285524
20-34,Female,HIS,sat_fat,FL,mrh-eq,234789.230467155,233415.8402495,237582.598327181
20-34,Female,OTH,added_sugar,CED,MJ,1376894.85948478,1344686.16608344,1430970.91939824
20-34,Female,OTH,added_sugar,Food_price,USD,2632810.91046652,2661202.08382599,2780226.15805146
20-34,Female,OTH,added_sugar,FL,mrh-eq,62597.352419393,61133.0583827615,65055.7958920642
20-34,Female,OTH,oil,CED,MJ,1169833.32725384,1071938.94961631,1107604.48296821
20-34,Female,OTH,oil,Food_price,USD,932438.811612305,832560.870329801,897951.095639132
20-34,Female,OTH,oil,FL,mrh-eq,59875.3279299241,54864.8210252332,56690.2823584761
20-34,Female,OTH,sat_fat,CED,MJ,4524783.30536058,4661000.87356526,4669548.12693661
20-34,Female,OTH,sat_fat,Food_price,USD,581320.216888161,601537.887181128,602822.627494243
20-34,Female,OTH,sat_fat,FL,mrh-eq,119841.148490676,123448.938901085,123675.317180736
20-34,Male,NHW,added_sugar,CED,MJ,6645072.8618685,6667895.41080752,6610564.85211914
20-34,Male,NHW,added_sugar,Food_price,USD,13086800.4400586,13019091.7793487,13207559.0233233
