sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,258781895.588878,262493795.97648,261387655.851252
Female,Food_price,USD,135963598.994053,137332131.161891,136541747.277477
Female,FL,mrh-eq,8806376.99214466,8908410.84704219,8874795.76179261
Male,CED,MJ,226870750.978192,227544366.934987,226795722.248668
Male,Food_price,USD,110394408.787264,112156105.46363,111414803.93258
Male,FL,mrh-eq,7634875.25775086,7671674.39554418,7641632.12249394
