age_gp,outcome,outcome_unit,X1,X2,X3
20-34,CED,MJ,42712136.8254819,42430534.9421293,42786044.9934354
20-34,Food_price,USD,30773953.2525936,30327875.2556855,31153089.8042122
20-34,FL,mrh-eq,1435165.21616994,1424251.94419233,1438813.00507145
35-44,CED,MJ,26344514.5303081,26971356.7263754,26779824.8407828
35-44,Food_price,USD,17227863.0469709,17522374.4520515,17570493.993042
35-44,FL,mrh-eq,908875.021983531,930394.296591786,924202.463018643
45-54,CED,MJ,25397727.3367088,25977936.9282154,25437911.8827786
45-54,Food_price,USD,16120948.3957245,17013316.0630172,16049243.6103947
45-54,FL,mrh-eq,886398.420907106,908496.408953389,884303.907947574
55-64,CED,MJ,31496749.7517359,32511900.4054023,31985493.3479928
55-64,Food_price,USD,19132559.3835336,20121294.6447024,19469666.1264057
55-64,FL,mrh-eq,1105451.21657676,1145517.5775959,1124710.25069918
65-74,CED,MJ,19677983.8703061,19617853.5270611,19667762.4444033
65-74,Food_price,USD,11715307.949115,11852993.7590371,11696893.3210872
65-74,FL,mrh-eq,692873.560584884,690855.437299505,692020.415552116
75+,CED,MJ,13658458.6780901,13606969.9636385,13642107.4974666
75+,Food_price,USD,8461519.65294105,8305661.8489378,8432401.46548604
75+,FL,mrh-eq,495269.122735039,491240.614237535,495686.229783621
