sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,-27749773.8415574,-28931994.7825382,-28218628.8090764
Female,added_sugar,Food_price,USD,-48231295.7231608,-49940086.5574026,-49007849.6350282
Female,added_sugar,FL,mrh-eq,-1306298.30556272,-1358839.36995347,-1326266.84269308
Female,oil,CED,MJ,-3327908.97647909,-2656389.93626201,-3039045.34589124
Female,oil,Food_price,USD,-2604295.8411392,-1901853.59674958,-2066091.19661878
Female,oil,FL,mrh-eq,-169264.045674325,-134125.374487458,-153276.907430151
Female,sat_fat,CED,MJ,-80838995.298472,-84040193.7853101,-83264764.2239144
Female,sat_fat,Food_price,USD,-9328303.25926769,-9690486.83725294,-9668102.27534391
Female,sat_fat,FL,mrh-eq,-2150939.08239345,-2235570.54408711,-2215376.45315523
Male,added_sugar,CED,MJ,-21785001.9929636,-22817497.6791008,-22425894.6677868
Male,added_sugar,Food_price,USD,-36276616.0816483,-38002345.75703,-37435593.8415563
Male,added_sugar,FL,mrh-eq,-962420.154391935,-1012810.60185059,-995378.043187154
Male,oil,CED,MJ,1313573.81395579,1517071.22659714,1613420.55839196
Male,oil,Food_price,USD,922336.776559381,875913.608168136,1021635.16801224
Male,oil,FL,mrh-eq,66365.5047739398,76707.7052823753,81736.8228506095
Male,sat_fat,CED,MJ,-70279575.7021896,-70124193.385489,-69863501.0422781
Male,sat_fat,Food_price,USD,-7817779.20828891,-7807323.04088191,-7778494.98514955
Male,sat_fat,FL,mrh-eq,-1933580.81283343,-1930331.70367653,-1922751.10685796
