age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,-1058067662.44444,-1024017879.93151,-1069114611.88691
20-34,Female,Food_price,USD,-1058067662.44444,-1024017879.93151,-1069114611.88691
20-34,Female,FL,mrh-eq,-1058067662.44444,-1024017879.93151,-1069114611.88691
20-34,Male,CED,MJ,-760777507.887693,-726944355.224328,-727327350.617112
20-34,Male,Food_price,USD,-760777507.887693,-726944355.224328,-727327350.617112
20-34,Male,FL,mrh-eq,-760777507.887693,-726944355.224328,-727327350.617112
35-44,Female,CED,MJ,-652489063.336087,-717133198.467436,-725467933.812135
35-44,Female,Food_price,USD,-652489063.336087,-717133198.467436,-725467933.812135
35-44,Female,FL,mrh-eq,-652489063.336087,-717133198.467436,-725467933.812135
35-44,Male,CED,MJ,-455454581.914367,-479665608.026726,-484648748.804798
35-44,Male,Food_price,USD,-455454581.914367,-479665608.026726,-484648748.804798
35-44,Male,FL,mrh-eq,-455454581.914367,-479665608.026726,-484648748.804798
45-54,Female,CED,MJ,-629158140.240664,-672267781.432334,-638350565.747935
45-54,Female,Food_price,USD,-629158140.240664,-672267781.432334,-638350565.747935
45-54,Female,FL,mrh-eq,-629158140.240664,-672267781.432334,-638350565.747935
45-54,Male,CED,MJ,-484262637.911929,-481291931.071234,-467706769.414331
45-54,Male,Food_price,USD,-484262637.911929,-481291931.071234,-467706769.414331
45-54,Male,FL,mrh-eq,-484262637.911929,-481291931.071234,-467706769.414331
55-64,Female,CED,MJ,-817011143.200043,-846751468.551372,-814168177.724052
55-64,Female,Food_price,USD,-817011143.200043,-846751468.551372,-814168177.724052
55-64,Female,FL,mrh-eq,-817011143.200043,-846751468.551372,-814168177.724052
55-64,Male,CED,MJ,-577795741.913872,-637371791.723674,-586324248.330714
55-64,Male,Food_price,USD,-577795741.913872,-637371791.723674,-586324248.330714
55-64,Male,FL,mrh-eq,-577795741.913872,-637371791.723674,-586324248.330714
65-74,Female,CED,MJ,-551351965.600091,-511187520.175986,-521054545.283162
65-74,Female,Food_price,USD,-551351965.600091,-511187520.175986,-521054545.283162
65-74,Female,FL,mrh-eq,-551351965.600091,-511187520.175986,-521054545.283162
65-74,Male,CED,MJ,-375541609.317771,-362217722.483742,-374080143.331324
65-74,Male,Food_price,USD,-375541609.317771,-362217722.483742,-374080143.331324
65-74,Male,FL,mrh-eq,-375541609.317771,-362217722.483742,-374080143.331324
75+,Female,CED,MJ,-397607248.057622,-396558116.742036,-386719965.163982
75+,Female,Food_price,USD,-397607248.057622,-396558116.742036,-386719965.163982
75+,Female,FL,mrh-eq,-397607248.057622,-396558116.742036,-386719965.163982
75+,Male,CED,MJ,-246726587.651435,-242704467.234697,-246959077.562443
75+,Male,Food_price,USD,-246726587.651435,-242704467.234697,-246959077.562443
75+,Male,FL,mrh-eq,-246726587.651435,-242704467.234697,-246959077.562443
