race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
NHW,added_sugar,CED,MJ,-1859278788.88598,-1969368425.21727,-1899361855.5691
NHW,added_sugar,Food_price,USD,-1859278788.88598,-1969368425.21727,-1899361855.5691
NHW,added_sugar,FL,mrh-eq,-1859278788.88598,-1969368425.21727,-1899361855.5691
NHW,oil,CED,MJ,-236320993.608668,-115622544.468319,-155206480.177282
NHW,oil,Food_price,USD,-236320993.608668,-115622544.468319,-155206480.177282
NHW,oil,FL,mrh-eq,-236320993.608668,-115622544.468319,-155206480.177282
NHW,sat_fat,CED,MJ,-2550552560.38717,-2613664685.22031,-2622730685.4203
NHW,sat_fat,Food_price,USD,-2550552560.38717,-2613664685.22031,-2622730685.4203
NHW,sat_fat,FL,mrh-eq,-2550552560.38717,-2613664685.22031,-2622730685.4203
NHB,added_sugar,CED,MJ,-437489161.010849,-448205256.486854,-437164417.864199
NHB,added_sugar,Food_price,USD,-437489161.010849,-448205256.486854,-437164417.864199
NHB,added_sugar,FL,mrh-eq,-437489161.010849,-448205256.486854,-437164417.864199
NHB,oil,CED,MJ,-60169235.5213046,-76710105.5061284,-55830044.6668858
NHB,oil,Food_price,USD,-60169235.5213046,-76710105.5061284,-55830044.6668858
NHB,oil,FL,mrh-eq,-60169235.5213046,-76710105.5061284,-55830044.6668858
NHB,sat_fat,CED,MJ,-405947105.960958,-402978728.129815,-395252606.410215
NHB,sat_fat,Food_price,USD,-405947105.960958,-402978728.129815,-395252606.410215
NHB,sat_fat,FL,mrh-eq,-405947105.960958,-402978728.129815,-395252606.410215
HIS,added_sugar,CED,MJ,-437069569.3808,-439000029.979017,-459633678.585699
HIS,added_sugar,Food_price,USD,-437069569.3808,-439000029.979017,-459633678.585699
HIS,added_sugar,FL,mrh-eq,-437069569.3808,-439000029.979017,-459633678.585699
HIS,oil,CED,MJ,84440544.859683,69708363.2501261,55223004.5463869
HIS,oil,Food_price,USD,84440544.859683,69708363.2501261,55223004.5463869
HIS,oil,FL,mrh-eq,84440544.859683,69708363.2501261,55223004.5463869
HIS,sat_fat,CED,MJ,-511555431.320296,-528345193.289207,-514607008.124548
HIS,sat_fat,Food_price,USD,-511555431.320296,-528345193.289207,-514607008.124548
HIS,sat_fat,FL,mrh-eq,-511555431.320296,-528345193.289207,-514607008.124548
OTH,added_sugar,CED,MJ,-214151835.884416,-221963512.965775,-216259943.860094
OTH,added_sugar,Food_price,USD,-214151835.884416,-221963512.965775,-216259943.860094
OTH,added_sugar,FL,mrh-eq,-214151835.884416,-221963512.965775,-216259943.860094
OTH,oil,CED,MJ,-48944395.4891298,-24929451.8100189,-28889394.2427011
OTH,oil,Food_price,USD,-48944395.4891298,-24929451.8100189,-28889394.2427011
OTH,oil,FL,mrh-eq,-48944395.4891298,-24929451.8100189,-28889394.2427011
OTH,sat_fat,CED,MJ,-329205356.886124,-327032271.242479,-312209027.304255
OTH,sat_fat,Food_price,USD,-329205356.886124,-327032271.242479,-312209027.304255
OTH,sat_fat,FL,mrh-eq,-329205356.886124,-327032271.242479,-312209027.304255
