sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,-14115585.8829908,-14716323.5835603,-14354466.0333342
Female,added_sugar,Food_price,USD,-24536793.292077,-25404684.3243625,-24932939.9836486
Female,added_sugar,FL,mrh-eq,-664376.65712711,-691074.041922891,-674552.392968059
Female,oil,CED,MJ,-662437.535885923,-528497.536140311,-605290.90598322
Female,oil,Food_price,USD,-518440.028209887,-378330.530501126,-411239.53368124
Female,oil,FL,mrh-eq,-33693.7619620481,-26685.3585292234,-30527.332664184
Female,sat_fat,CED,MJ,-23139908.4056516,-24038109.0282712,-23824737.1233888
Female,sat_fat,Food_price,USD,-2670179.68087844,-2771564.05154708,-2766343.59312831
Female,sat_fat,FL,mrh-eq,-615938.930411202,-639692.651602278,-634140.02294322
Male,added_sugar,CED,MJ,-11083773.0307471,-11606281.3289671,-11406341.8161504
Male,added_sugar,Food_price,USD,-18463628.8485358,-19336400.449654,-19048490.0135443
Male,added_sugar,FL,mrh-eq,-489415.150529249,-514912.56001508,-505993.525614715
Male,oil,CED,MJ,258064.598210214,297879.287753406,316696.40659271
Male,oil,Food_price,USD,181208.555249643,171913.033650258,200235.494226837
Male,oil,FL,mrh-eq,13037.2742075496,15062.8518050715,16044.6418889788
Male,sat_fat,CED,MJ,-22155296.7832669,-22136586.3513376,-22036371.5822968
Male,sat_fat,Food_price,USD,-2463418.21093881,-2463549.52552855,-2452110.51536384
Male,sat_fat,FL,mrh-eq,-609825.170449982,-609634.355920828,-606747.477086173
