outcome,outcome_unit,X1,X2,X3
CED,MJ,485652646.56707,490038162.911467,488183378.09992
Food_price,USD,246358007.781318,249488236.625521,247956551.210057
FL,mrh-eq,16441252.2498955,16580085.2425864,16516427.8842866
