age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,21207019.3968321,21230341.5564864,21488071.1378842
20-34,Female,Food_price,USD,16275913.7123877,15899019.4190112,16584758.034211
20-34,Female,FL,mrh-eq,730825.122322366,728583.152336543,740986.489994337
20-34,Male,CED,MJ,21505117.4286498,21200193.3856429,21297973.8555511
20-34,Male,Food_price,USD,14498039.540206,14428855.8366743,14568331.7700012
20-34,Male,FL,mrh-eq,704340.093847575,695668.791855791,697826.515077118
35-44,Female,CED,MJ,13362835.2978249,13846685.2007748,13713815.6541147
35-44,Female,Food_price,USD,8586583.56252671,8875222.53001325,8819959.21989485
35-44,Female,FL,mrh-eq,469017.702829712,486825.503388307,480765.007077229
35-44,Male,CED,MJ,12981679.2324832,13124671.5256006,13066009.1866681
35-44,Male,Food_price,USD,8641279.4844442,8647151.92203827,8750534.77314711
35-44,Male,FL,mrh-eq,439857.31915382,443568.793203479,443437.455941414
45-54,Female,CED,MJ,12911163.5629829,13455164.8841607,13098243.5227887
45-54,Female,Food_price,USD,8547049.25112903,9309140.19419606,8605346.33436613
45-54,Female,FL,mrh-eq,451919.595855414,473055.550329291,456848.666965432
45-54,Male,CED,MJ,12486563.7737259,12522772.0440547,12339668.3599899
45-54,Male,Food_price,USD,7573899.14459547,7704175.8688211,7443897.27602858
45-54,Male,FL,mrh-eq,434478.825051692,435440.858624098,427455.240982142
55-64,Female,CED,MJ,16548391.5840529,17025330.0365457,16809180.8769404
55-64,Female,Food_price,USD,11064053.4063467,11500172.5571078,11267116.8324908
55-64,Female,FL,mrh-eq,584329.532846154,601242.286026201,594539.863673508
55-64,Male,CED,MJ,14948358.167683,15486570.3688566,15176312.4710524
55-64,Male,Food_price,USD,8068505.97718683,8621122.08759467,8202549.29391489
55-64,Male,FL,mrh-eq,521121.683730606,544275.291569696,530170.387025675
65-74,Female,CED,MJ,10658249.8783746,10503853.8081869,10515365.5536595
65-74,Female,Food_price,USD,6835971.12390434,6716189.91639787,6599072.81192942
65-74,Female,FL,mrh-eq,377935.635600203,371256.650372112,370319.592219037
65-74,Male,CED,MJ,9019733.99193148,9113999.71887419,9152396.89074373
65-74,Male,Food_price,USD,4879336.82521062,5136803.84263919,5097820.50915781
65-74,Male,FL,mrh-eq,314937.924984681,319598.786927393,321700.823333079
75+,Female,CED,MJ,7765116.22277311,7756398.78012954,7694661.43563081
75+,Female,Food_price,USD,5186304.39249577,5025296.73730953,5004732.3251909
75+,Female,FL,mrh-eq,288921.336976018,285428.486531442,284699.705575428
75+,Male,CED,MJ,5893342.455317,5850571.18350895,5947446.0618358
75+,Male,Food_price,USD,3275215.26044528,3280365.11162826,3427669.14029514
75+,Male,FL,mrh-eq,206347.785759021,205812.127706092,210986.524208193
