age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,-28343287.2787948,-28457061.9629587,-28970608.619188
20-34,Female,Food_price,USD,-17260827.9730888,-16400241.5874277,-17840841.7787344
20-34,Female,FL,mrh-eq,-899880.479547907,-892195.079644239,-918998.359325805
20-34,Male,CED,MJ,-25099452.946849,-24109412.4917345,-24398475.9569393
20-34,Male,Food_price,USD,-12599847.015331,-12430363.061129,-12724824.3290589
20-34,Male,FL,mrh-eq,-740149.569015897,-711493.377422427,-717379.198524193
35-44,Female,CED,MJ,-17684173.8824887,-19101576.7426888,-18967921.6986883
35-44,Female,Food_price,USD,-9005168.51519631,-9697386.23824944,-9639811.17559507
35-44,Female,FL,mrh-eq,-571228.894452105,-620767.576062974,-614962.980297434
35-44,Male,CED,MJ,-14761429.6265846,-15293494.6946684,-15036981.8140271
35-44,Male,Food_price,USD,-8195345.64798138,-8301069.9935326,-8462816.49745968
35-44,Male,FL,mrh-eq,-458091.185485123,-474000.588400958,-470455.233606105
45-54,Female,CED,MJ,-17042240.2070822,-18265278.433882,-17635786.1387648
45-54,Female,Food_price,USD,-9144810.59483704,-10555793.3969787,-9220615.85794686
45-54,Female,FL,mrh-eq,-550311.661987184,-593112.274928774,-564802.503456073
45-54,Male,CED,MJ,-14752383.9401804,-14798069.9532186,-14485757.8876286
45-54,Male,Food_price,USD,-7212451.09456798,-7502651.63093341,-6986956.37661803
45-54,Male,FL,mrh-eq,-472247.231642765,-472434.213767726,-459143.410700925
55-64,Female,CED,MJ,-22625720.3352841,-23887618.4643265,-23125143.0187971
55-64,Female,Food_price,USD,-11631067.0301443,-12390592.4487051,-11822809.5995938
55-64,Female,FL,mrh-eq,-733540.037848098,-772973.728593419,-748915.549119485
55-64,Male,CED,MJ,-16915247.4000047,-18119720.5288452,-17404981.2711678
55-64,Male,Food_price,USD,-7333908.21790547,-8444579.86287358,-7573081.79247692
55-64,Male,FL,mrh-eq,-545744.946996198,-595755.940929682,-562841.740373371
65-74,Female,CED,MJ,-14964318.7257478,-14486541.6323175,-14675106.0667089
65-74,Female,Food_price,USD,-7372660.82641307,-6995906.25059161,-6824001.15277446
65-74,Female,FL,mrh-eq,-491750.338508766,-471119.428415269,-475171.675404154
65-74,Male,CED,MJ,-11098763.8850313,-11156892.957532,-11252427.063401
65-74,Male,Food_price,USD,-4566608.21740651,-5004281.86410812,-4928601.35506583
65-74,Male,FL,mrh-eq,-356962.701529599,-359980.593260354,-365464.65562646
75+,Female,CED,MJ,-11256937.6871109,-11430501.2679367,-11147872.8367349
75+,Female,Food_price,USD,-5749359.8838882,-5492507.0694525,-5393963.54234625
75+,Female,FL,mrh-eq,-379790.021286436,-378367.200883358,-372069.135675503
75+,Male,CED,MJ,-8123726.08254737,-7947029.21199403,-8097351.15850913
75+,Male,Food_price,USD,-3263898.3201854,-3250808.77716702,-3516173.30801428
75+,Male,FL,mrh-eq,-256439.827781848,-252769.886463597,-261108.088363455
