sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,-149834609.941037,-154911508.652082,-153306932.441588
Female,Food_price,USD,-87889307.824733,-90087005.8978158,-88852566.217449
Female,FL,mrh-eq,-4940510.78313085,-5085987.34058242,-5034139.95185392
Male,CED,MJ,-123732009.097001,-124869608.230544,-123801992.143527
Male,Food_price,USD,-63917897.0176027,-66561792.131276,-65492818.6933749
Male,FL,mrh-eq,-3915838.50922311,-3975918.66437558,-3933088.68800642
