age_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,added_sugar,CED,MJ,25849886.17927,25682376.1900329,26212840.4104065
20-34,added_sugar,Food_price,USD,49756665.081596,49007973.0988791,50510586.5685766
20-34,added_sugar,FL,mrh-eq,1091774.60261606,1084905.19105979,1108012.83257518
20-34,oil,CED,MJ,17243590.5807811,16864817.2659478,16930788.3724394
20-34,oil,Food_price,USD,11575428.3775388,11346716.4817414,11464147.7752614
20-34,oil,FL,mrh-eq,896641.318708101,876757.883708312,880365.703378986
20-34,sat_fat,CED,MJ,87901744.5973573,87571762.1304769,87777936.9250459
20-34,sat_fat,Food_price,USD,10441914.5155962,10389248.0542472,10504264.7502665
20-34,sat_fat,FL,mrh-eq,2357447.45711537,2347858.71217429,2353832.35177156
35-44,added_sugar,CED,MJ,16167874.491716,16496841.9910019,16338630.190734
35-44,added_sugar,Food_price,USD,28118596.1298085,28485333.9619504,28626566.2381121
35-44,added_sugar,FL,mrh-eq,728873.778034635,744252.999630943,736151.051725877
35-44,oil,CED,MJ,10226303.5122632,10505369.0350552,10779068.5736329
35-44,oil,Food_price,USD,5709072.82802364,5920384.80903856,6030642.17713113
35-44,oil,FL,mrh-eq,508789.653157993,522442.05124552,535457.138083782
35-44,sat_fat,CED,MJ,53241640.5067683,54583075.4129744,54077419.7500227
35-44,sat_fat,Food_price,USD,5897784.16069359,6117676.41614111,5970358.21315959
35-44,sat_fat,FL,mrh-eq,1444845.62227555,1481262.08711842,1466998.99762483
45-54,added_sugar,CED,MJ,15760081.0733776,16643307.0028128,15522343.7266681
45-54,added_sugar,Food_price,USD,25428022.3892522,27211566.8730851,25282112.778202
45-54,added_sugar,FL,mrh-eq,713056.188965078,752097.82675401,701207.459476598
45-54,oil,CED,MJ,10068621.7666687,9850706.90405096,10008302.8229124
45-54,oil,Food_price,USD,7175764.72933283,7072263.99019306,7122947.23917615
45-54,oil,FL,mrh-eq,532705.362686051,520615.350537163,529315.395405935
45-54,sat_fat,CED,MJ,51329904.9666151,51933318.1396357,51954881.1362117
45-54,sat_fat,Food_price,USD,5898774.18038837,5919913.77420238,5947811.82675513
45-54,sat_fat,FL,mrh-eq,1392497.06405267,1408533.03347918,1409122.78134831
55-64,added_sugar,CED,MJ,18338779.9721271,19585101.9900887,19030350.9481654
55-64,added_sugar,Food_price,USD,29389484.022415,31342639.5764077,30169134.6916293
55-64,added_sugar,FL,mrh-eq,861502.280360148,921211.454550427,895883.729172355
55-64,oil,CED,MJ,12615324.0123724,12468871.7513224,12204242.6370564
55-64,oil,Food_price,USD,10339501.4099558,10138688.0179223,9894048.97408613
55-64,oil,FL,mrh-eq,651665.345445853,644188.026968843,630245.861478378
55-64,sat_fat,CED,MJ,63806046.5250834,65172548.0260545,64514713.4790371
55-64,sat_fat,Food_price,USD,6928183.33559602,7046038.23716581,7024901.24627236
55-64,sat_fat,FL,mrh-eq,1743440.39828291,1780653.22724845,1762950.73808674
65-74,added_sugar,CED,MJ,11249801.7420718,11369770.3374235,11292292.9961112
65-74,added_sugar,Food_price,USD,17764946.1649922,18184438.9122447,17831272.9506378
65-74,added_sugar,FL,mrh-eq,552961.634320057,559140.616016773,555237.640784909
65-74,oil,CED,MJ,7991297.81757387,7557073.11361701,7726907.27032434
65-74,oil,Food_price,USD,6542870.16750279,6185287.18702602,6275097.35995377
65-74,oil,FL,mrh-eq,385183.80312037,364438.280546717,372613.271370261
65-74,sat_fat,CED,MJ,40718456.0538787,40613064.1415543,40804805.8664196
65-74,sat_fat,Food_price,USD,4683652.69325871,4682661.99736311,4698432.1791829
65-74,sat_fat,FL,mrh-eq,1105658.4965723,1102612.0190865,1107876.31284981
75+,added_sugar,CED,MJ,8414706.73925693,8218449.31357769,8494419.56807643
75+,added_sugar,Food_price,USD,13243188.0445808,12903469.9197012,13216760.2772625
75+,added_sugar,FL,mrh-eq,443025.402183878,432517.31031731,447627.598670507
75+,oil,CED,MJ,5095980.72739619,5119263.89420362,5003098.36566599
75+,oil,Food_price,USD,4098350.60489402,4121628.55532811,4016601.55566599
75+,oil,FL,mrh-eq,243690.940497782,244753.958914293,239320.597577964
75+,sat_fat,CED,MJ,29632605.302493,29802446.2716373,29510335.0609895
75+,sat_fat,Food_price,USD,3365808.94589248,3412306.76288395,3370864.40872578
75+,sat_fat,FL,mrh-eq,787492.901500704,791845.213229432,784208.422904568
