age_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,NHW,CED,MJ,23839175.004147,23681649.7979643,23841668.4085248
20-34,NHW,Food_price,USD,17745166.7168985,17315948.4141712,17824059.7850009
20-34,NHW,FL,mrh-eq,804591.047683422,796898.488989965,804534.743284237
20-34,NHB,CED,MJ,5791473.36484052,5662384.23179309,5743738.42462591
20-34,NHB,Food_price,USD,4283935.57034066,4221448.87262867,4366044.98132144
20-34,NHB,FL,mrh-eq,190786.334025989,187230.463423499,190064.285781383
20-34,HIS,CED,MJ,8625288.52126645,8640627.32978823,8736422.49427001
20-34,HIS,Food_price,USD,5549113.29145082,5575746.57442457,5702787.95995873
20-34,HIS,FL,mrh-eq,286343.141167299,287626.058247436,290712.548697036
20-34,OTH,CED,MJ,4456199.935228,4445873.58258366,4464215.66601464
20-34,OTH,Food_price,USD,3195737.67390369,3214731.39446099,3260197.07793113
20-34,OTH,FL,mrh-eq,153444.693293231,152496.933531434,153501.427308799
35-44,NHW,CED,MJ,14304729.9451301,14811809.8164823,14749327.5360009
35-44,NHW,Food_price,USD,9496421.51260666,9743353.87661877,9688730.52770453
35-44,NHW,FL,mrh-eq,487853.326456382,505175.124609807,502195.367747298
35-44,NHB,CED,MJ,3430207.7065784,3457327.50521112,3478063.50424398
35-44,NHB,Food_price,USD,2345489.83490083,2422724.20216799,2468002.84293032
35-44,NHB,FL,mrh-eq,115377.523598628,116779.51351511,117190.402551325
35-44,HIS,CED,MJ,5640535.64259227,5759426.3892892,5690609.63955261
35-44,HIS,Food_price,USD,3610690.97523116,3559644.30666032,3643090.29167346
35-44,HIS,FL,mrh-eq,196707.274298199,199732.430386613,198821.269147063
35-44,OTH,CED,MJ,2969041.23600734,2942793.01539281,2861824.16098537
35-44,OTH,Food_price,USD,1775260.72423226,1796652.06660443,1770670.33073365
35-44,OTH,FL,mrh-eq,108936.897630321,108707.228080256,105995.423572957
45-54,NHW,CED,MJ,16063114.6192602,16428458.5918068,16245256.8350187
45-54,NHW,Food_price,USD,10561684.8046528,11331466.6334267,10607039.183455
45-54,NHW,FL,mrh-eq,559778.92536288,574890.046396269,564002.05735814
45-54,NHB,CED,MJ,2880477.41818882,3038171.35672831,2886964.28995622
45-54,NHB,Food_price,USD,1888804.28546447,2007158.4096939,1912279.25625872
45-54,NHB,FL,mrh-eq,98886.3004251824,104687.026345652,99535.6916027903
45-54,HIS,CED,MJ,3804740.12135887,3830159.57950509,3770969.68786295
45-54,HIS,Food_price,USD,2238497.19911985,2220239.27580936,2250779.98000597
45-54,HIS,FL,mrh-eq,133333.786387623,133311.286553925,132370.929648617
45-54,OTH,CED,MJ,2649395.17790094,2681147.40017519,2534721.06994072
45-54,OTH,Food_price,USD,1431962.1064874,1454451.74408723,1279145.19067505
45-54,OTH,FL,mrh-eq,94399.4087314206,95608.049657543,88395.2293380263
55-64,NHW,CED,MJ,21901331.6223899,22822766.5489542,22416122.8805522
55-64,NHW,Food_price,USD,13318625.4188143,14211195.1089451,13600967.6422389
55-64,NHW,FL,mrh-eq,768070.922719421,802609.86030567,784399.041126488
55-64,NHB,CED,MJ,3362144.94198896,3390773.00627515,3304492.13619434
55-64,NHB,Food_price,USD,2255674.02545248,2271225.23402118,2169018.53790016
55-64,NHB,FL,mrh-eq,116584.725314974,117747.351711511,114175.892970026
55-64,HIS,CED,MJ,3471913.18100158,3563380.15685241,3559638.11892751
55-64,HIS,Food_price,USD,1784101.87873696,1869488.91476646,1902022.89302975
55-64,HIS,FL,mrh-eq,122228.233587453,126447.495410399,126644.016928989
55-64,OTH,CED,MJ,2761360.0063555,2734980.69332046,2705240.21231876
55-64,OTH,Food_price,USD,1774158.06052988,1769385.38696968,1797657.05323689
55-64,OTH,FL,mrh-eq,98567.3349549115,98712.8701683174,99491.2996736797
65-74,NHW,CED,MJ,15317485.6955041,15210687.5329608,15233903.1049707
65-74,NHW,Food_price,USD,9220055.32005343,9335897.64502208,9139084.21500703
65-74,NHW,FL,mrh-eq,535728.295157315,532422.808367439,531405.758100499
65-74,NHB,CED,MJ,1651141.71426706,1656751.26119168,1682399.16701249
65-74,NHB,Food_price,USD,1022979.78755514,1012509.05705379,1033755.97170048
65-74,NHB,FL,mrh-eq,59208.9276636962,58998.497113549,60278.0526981664
65-74,HIS,CED,MJ,1591862.9746209,1598652.49023605,1612004.58676898
65-74,HIS,Food_price,USD,817470.564440732,849538.189403105,866349.050863038
65-74,HIS,FL,mrh-eq,57065.7890325472,57660.0901277418,58790.5894483086
65-74,OTH,CED,MJ,1117493.48591397,1151762.24267249,1139455.58565113
65-74,OTH,Food_price,USD,654802.277065651,655048.867558084,657704.083516686
65-74,OTH,FL,mrh-eq,40870.5487313253,41774.0416907753,41546.0153051417
75+,NHW,CED,MJ,10916868.4011993,10900411.6080092,10957184.3644167
75+,NHW,Food_price,USD,6871097.40118582,6736784.1443638,6920557.91861638
75+,NHW,FL,mrh-eq,395605.259300028,392918.477854718,398681.302466671
75+,NHB,CED,MJ,1224639.66297676,1221977.94749048,1117784.21766056
75+,NHB,Food_price,USD,821670.281817272,801308.223256982,700549.794570611
75+,NHB,FL,mrh-eq,44528.6779130609,44207.4404904969,39633.5336133714
75+,HIS,CED,MJ,789710.935876939,769847.500747578,823097.05628283
75+,HIS,Food_price,USD,425442.177709688,416458.546102485,444058.979115154
75+,HIS,FL,mrh-eq,28365.1946935344,27518.1384766501,29355.1045617913
75+,OTH,CED,MJ,727239.678037075,714732.907391269,744041.859106484
75+,OTH,Food_price,USD,343309.792228274,351110.935214531,367234.7731839
75+,OTH,FL,mrh-eq,26769.9908284159,26596.5574156697,28016.2891417873
