age_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,CED,MJ,-0.6022462003762202,-0.6018986930997996,-0.5942981158313222,-0.5993537562604815,0.00472828826214681,0,0,0,0,0,-0.6022462003762202,-0.6018986930997996,-0.5942981158313222,-0.5993537562604815,0.00472828826214681,-14.913477019602558,-14.784701703464393,-14.613383688503916,-14.769774440719722,0.15847201585490023,-0.44839749564575154,-0.44796562862943784,-0.4424083774354665,-0.4461672482162246,0.0035159335743513197,-0.15425784190381853,-0.1534784676110841,-0.1518670085528918,-0.1531865080442568,0.0012834847457518896,1.3729246870375442,1.380525264306022,1.380872771582443,1.3779803274667037,0.004728288262147135,0.7786265712062224,0.7786265712062224,0.7786265712062224,0.7786265712062224,0,1.0372171131949561,1.0427743643889271,1.0432062314052413,1.0409759839757142,0.0035159335743512525,0.5948087357594896,0.5948087357594896,0.5948087357594896,0.5948087357594896,0,0.33568484399962467,0.3372963030578169,0.33807567735055133,0.33700434349098957,0.001283484745751856,0.18381783544673275,0.18381783544673275,0.18381783544673275,0.18381783544673272,0,-0.44839749564575154,-0.44796562862943784,-0.4424083774354665,-0.4461672482162246,0.0035159335743513197,-0.15425784190381853,-0.1534784676110841,-0.1518670085528918,-0.1531865080442568,0.0012834847457518896,0,0,0,0,0,0,0,0,0,0,0.33568484399962467,0.3372963030578169,0.33807567735055133,0.33700434349098957,0.001283484745751856,0.18381783544673275,0.18381783544673275,0.18381783544673275,0.18381783544673272,0
20-34,FL,mrh-eq,-0.018531354521170558,-0.018522684905412742,-0.018313497652404236,-0.018452327839710746,1.298454826627487e-4,0,0,0,0,0,-0.018531354521170558,-0.018522684905412742,-0.018313497652404236,-0.018452327839710746,1.298454826627487e-4,-14.913477019602558,-14.784701703464393,-14.613383688503916,-14.769774440719722,0.15847201585490023,-0.013608261372940989,-0.013585882713903541,-0.013439730922263072,-0.013542453544569148,9.634470219450739e-5,-0.004944293983107147,-0.004913245708311884,-0.0048725889059813,-0.004909874295141596,3.7852288674788e-5,0.04522659363847677,0.04543578089148526,0.045444450507243085,0.04536542382578327,1.2984548266274282e-4,0.026913095986072527,0.026913095986072527,0.026913095986072527,0.026913095986072527,0,0.0340463841859832,0.03419253597762368,0.034214914636661105,0.034149106808289274,9.634470219450732e-5,0.020606653263720135,0.020606653263720135,0.020606653263720135,0.020606653263720135,0,0.011179031628333704,0.011219688430664291,0.011250736705459554,0.011216317017494001,3.7852288674790224e-5,0.006306442722352405,0.006306442722352405,0.006306442722352405,0.006306442722352405,0,-0.013608261372940989,-0.013585882713903541,-0.013439730922263072,-0.013542453544569148,9.634470219450739e-5,-0.004944293983107147,-0.004913245708311884,-0.0048725889059813,-0.004909874295141596,3.7852288674788e-5,0,0,0,0,0,0,0,0,0,0,0.011179031628333704,0.011219688430664291,0.011250736705459554,0.011216317017494001,3.7852288674790224e-5,0.006306442722352405,0.006306442722352405,0.006306442722352405,0.006306442722352405,0
20-34,Food_price,USD,-0.2545508912061332,-0.25340433242605925,-0.2502043210011526,-0.25268382272611795,0.002371239753603965,0,0,0,0,0,-0.2545508912061332,-0.25340433242605925,-0.2502043210011526,-0.25268382272611795,0.002371239753603965,-14.913477019602558,-14.784701703464393,-14.613383688503916,-14.769774440719722,0.15847201585490023,-0.17728293590995678,-0.1770318128208365,-0.17454747833948758,-0.17624822987619485,0.0015916279546053051,-0.07726795529617642,-0.0763725196052227,-0.07565684266166503,-0.07643559284992306,8.497115349152628e-4,0.6706931214916025,0.673893132916509,0.6750396916965833,0.6731726232165679,0.0023712397536039763,0.42048880049044984,0.42048880049044984,0.42048880049044984,0.42048880049044984,0,0.4922392822804501,0.49472361676179916,0.4949747398509194,0.4939400338171575,0.0015916279546053416,0.3176918039409626,0.3176918039409626,0.3176918039409626,0.3176918039409626,0,0.17845383921115213,0.17916951615470983,0.18006495184566354,0.17923258939941014,8.4971153491529e-4,0.10279699654948718,0.10279699654948718,0.10279699654948718,0.1027969965494872,0,-0.17728293590995678,-0.1770318128208365,-0.17454747833948758,-0.17624822987619485,0.0015916279546053051,-0.07726795529617642,-0.0763725196052227,-0.07565684266166503,-0.07643559284992306,8.497115349152628e-4,0,0,0,0,0,0,0,0,0,0,0.17845383921115213,0.17916951615470983,0.18006495184566354,0.17923258939941014,8.4971153491529e-4,0.10279699654948718,0.10279699654948718,0.10279699654948718,0.1027969965494872,0
35-44,CED,MJ,-0.7314773504083549,-0.7292314671398152,-0.6743407505004614,-0.7107595957816347,0.034062095850857343,0,0,0,0,0,-0.7314773504083549,-0.7292314671398152,-0.6743407505004614,-0.7107595957816347,0.034062095850857343,-18.695488949017026,-18.430713216362246,-17.05422587952925,-18.04063896928217,0.9275279190884913,-0.5389288740976195,-0.5386607003293237,-0.4977157065644922,-0.5243881319094865,0.024965681374225595,-0.19254847631073554,-0.19057076681049154,-0.17662504393596962,-0.18637146387214842,0.009135789210435966,1.5470131810423597,1.601903897681713,1.604149780950253,1.5834320263235329,0.034062095850857114,0.8726724305418978,0.8726724305418978,0.8726724305418978,0.8726724305418978,0,1.1620804290030133,1.2030254227678452,1.2032935965361409,1.188752854348008,0.024965681374225692,0.6643647224385215,0.6643647224385215,0.6643647224385215,0.6643647224385215,0,0.38493275203934607,0.398878474913868,0.4008561844141119,0.3946791719755249,0.00913578921043596,0.2083077081033765,0.2083077081033765,0.2083077081033765,0.2083077081033765,0,-0.5389288740976195,-0.5386607003293237,-0.4977157065644922,-0.5243881319094865,0.024965681374225595,-0.19254847631073554,-0.19057076681049154,-0.17662504393596962,-0.18637146387214842,0.009135789210435966,0,0,0,0,0,0,0,0,0,0,0.38493275203934607,0.398878474913868,0.4008561844141119,0.3946791719755249,0.00913578921043596,0.2083077081033765,0.2083077081033765,0.2083077081033765,0.2083077081033765,0
35-44,FL,mrh-eq,-0.023814605669927488,-0.023511620416603544,-0.021816019878268086,-0.023022983474494243,0.0011338171594459695,0,0,0,0,0,-0.023814605669927488,-0.023511620416603544,-0.021816019878268086,-0.023022983474494243,0.0011338171594459695,-18.695488949017026,-18.430713216362246,-17.05422587952925,-18.04063896928217,0.9275279190884913,-0.017251315716042555,-0.017082619822254546,-0.01582828243754608,-0.016701692983335088,8.18399254063695e-4,-0.006563289953884931,-0.006429000594349002,-0.005987737440722009,-0.006321290491159155,3.1695909078917307e-4,0.05232706287217357,0.05402266341050904,0.05432564866383297,0.05353402646839973,0.0011338171594459726,0.03051104299390549,0.03051104299390549,0.03051104299390549,0.03051104299390549,0,0.03903709598328614,0.0402914333679946,0.040460129261782614,0.03991050652907515,8.183992540636922e-4,0.023208813545740056,0.023208813545740056,0.023208813545740056,0.023208813545740056,0,0.013289966888887452,0.013731230042514449,0.013865519402050377,0.0136235199393246,3.169590907891752e-4,0.007302229448165445,0.007302229448165445,0.007302229448165445,0.007302229448165445,0,-0.017251315716042555,-0.017082619822254546,-0.01582828243754608,-0.016701692983335088,8.18399254063695e-4,-0.006563289953884931,-0.006429000594349002,-0.005987737440722009,-0.006321290491159155,3.1695909078917307e-4,0,0,0,0,0,0,0,0,0,0,0.013289966888887452,0.013731230042514449,0.013865519402050377,0.0136235199393246,3.169590907891752e-4,0.007302229448165445,0.007302229448165445,0.007302229448165445,0.007302229448165445,0
35-44,Food_price,USD,-0.30805605552117266,-0.295946541026062,-0.2786008930432757,-0.29410930120582496,0.015584153005631268,0,0,0,0,0,-0.30805605552117266,-0.295946541026062,-0.2786008930432757,-0.29410930120582496,0.015584153005631268,-18.695488949017026,-18.430713216362246,-17.05422587952925,-18.04063896928217,0.9275279190884913,-0.21194922709751957,-0.20402545522146126,-0.19178037705506573,-0.2025092074002903,0.010696092365400799,-0.09610682842365315,-0.09192108580460079,-0.08682051598820993,-0.09160009380553465,0.004895431989375718,0.6815759342693772,0.6989215822521637,0.7110310967472745,0.6970843424319266,0.015584153005631377,0.4029750412261018,0.4029750412261018,0.4029750412261018,0.4029750412261018,0,0.4928010621492793,0.505046140315675,0.512969912191733,0.5035298924945039,0.010696092365400773,0.3010206850942136,0.3010206850942136,0.3010206850942136,0.3010206850942136,0,0.18877487212009808,0.19387544193648898,0.19806118455554134,0.1935544499374228,0.004895431989375739,0.10195435613188818,0.10195435613188818,0.10195435613188818,0.10195435613188818,0,-0.21194922709751957,-0.20402545522146126,-0.19178037705506573,-0.2025092074002903,0.010696092365400799,-0.09610682842365315,-0.09192108580460079,-0.08682051598820993,-0.09160009380553465,0.004895431989375718,0,0,0,0,0,0,0,0,0,0,0.18877487212009808,0.19387544193648898,0.19806118455554134,0.1935544499374228,0.004895431989375739,0.10195435613188818,0.10195435613188818,0.10195435613188818,0.10195435613188818,0
45-54,CED,MJ,-0.7543297539056631,-0.7510222386796853,-0.7083290956327442,-0.737202720146014,0.027007418979139306,0,0,0,0,0,-0.7543297539056631,-0.7510222386796853,-0.7083290956327442,-0.737202720146014,0.027007418979139306,-19.646499100305984,-19.57778959056046,-17.76255283316268,-18.96497301243686,1.1246469863392383,-0.5555422531595572,-0.5532817086501439,-0.5230092051429786,-0.543452951107073,0.019121682294235002,-0.19878750074610613,-0.1977405300295414,-0.18531989048976574,-0.19374976903894106,0.007885901023589154,1.62149409322181,1.6641872362687513,1.667494751494729,1.6503677177350797,0.027007418979139528,0.9131649975890653,0.9131649975890653,0.9131649975890653,0.9131649975890653,0,1.2185257792314534,1.2487982827386188,1.251058827248032,1.2389695251955481,0.019121682294234936,0.6955165740884748,0.6955165740884748,0.6955165740884748,0.6955165740884747,0,0.4029683139903562,0.4153889535301319,0.41643592424669656,0.4113981925395316,0.00788590102358917,0.21764842350059047,0.21764842350059047,0.21764842350059047,0.21764842350059047,0,-0.5555422531595572,-0.5532817086501439,-0.5230092051429786,-0.543452951107073,0.019121682294235002,-0.19878750074610613,-0.1977405300295414,-0.18531989048976574,-0.19374976903894106,0.007885901023589154,0,0,0,0,0,0,0,0,0,0,0.4029683139903562,0.4153889535301319,0.41643592424669656,0.4113981925395316,0.00788590102358917,0.21764842350059047,0.21764842350059047,0.21764842350059047,0.21764842350059047,0
45-54,FL,mrh-eq,-0.024851203170080695,-0.024706847895773904,-0.02292386431237413,-0.024131890594337773,0.0011300073931003662,0,0,0,0,0,-0.024851203170080695,-0.024706847895773904,-0.02292386431237413,-0.024131890594337773,0.0011300073931003662,-19.646499100305984,-19.57778959056046,-17.76255283316268,-18.96497301243686,1.1246469863392383,-0.01799254219120996,-0.017889413652144474,-0.016631814304410006,-0.017484336175418516,7.974766294369153e-4,-0.006858660978870727,-0.006817434243629432,-0.006292050007964124,-0.0066475544189192525,3.325316947344336e-4,0.05537246005093952,0.057155443634339276,0.05729979890864607,0.056580486332903156,0.001130007393100352,0.03244859573856538,0.03244859573856538,0.03244859573856538,0.03244859573856538,0,0.041348645018672,0.04260624436640646,0.04270937290547194,0.04220116688968051,7.974766294369091e-4,0.024716830714261995,0.024716830714261995,0.024716830714261995,0.024716830714261995,0,0.014023815032267514,0.014549199267932819,0.014590426003174116,0.01437931944322264,3.3253169473443296e-4,0.007731765024303389,0.007731765024303389,0.007731765024303389,0.00773176502430339,0,-0.01799254219120996,-0.017889413652144474,-0.016631814304410006,-0.017484336175418516,7.974766294369153e-4,-0.006858660978870727,-0.006817434243629432,-0.006292050007964124,-0.0066475544189192525,3.325316947344336e-4,0,0,0,0,0,0,0,0,0,0,0.014023815032267514,0.014549199267932819,0.014590426003174116,0.01437931944322264,3.3253169473443296e-4,0.007731765024303389,0.007731765024303389,0.007731765024303389,0.00773176502430339,0
45-54,Food_price,USD,-0.37034128300728175,-0.3697613908090272,-0.32686287783800944,-0.354912751941391,0.026249004399708478,0,0,0,0,0,-0.37034128300728175,-0.3697613908090272,-0.32686287783800944,-0.354912751941391,0.026249004399708478,-19.646499100305984,-19.57778959056046,-17.76255283316268,-18.96497301243686,1.1246469863392383,-0.25464766470940464,-0.25405424136820054,-0.2246927919222619,-0.24396019712092523,0.018027071406994288,-0.11570643727540833,-0.11569290613245879,-0.10216937375032917,-0.11095255482046577,0.008222867468936988,0.8055518569911839,0.8484503699622018,0.8490302621604563,0.8336017310945656,0.02624900439970846,0.4786889791531744,0.4786889791531744,0.4786889791531744,0.4786889791531744,0,0.5824086805396921,0.6117701299856307,0.6123635533268348,0.6016760857383554,0.018027071406994288,0.35771588861743026,0.35771588861743026,0.35771588861743026,0.35771588861743026,0,0.22314246428607337,0.236665996668203,0.2366795278111525,0.23192564535620996,0.00822286746893698,0.12097309053574423,0.12097309053574423,0.12097309053574423,0.12097309053574423,0,-0.25464766470940464,-0.25405424136820054,-0.2246927919222619,-0.24396019712092523,0.018027071406994288,-0.11570643727540833,-0.11569290613245879,-0.10216937375032917,-0.11095255482046577,0.008222867468936988,0,0,0,0,0,0,0,0,0,0,0.22314246428607337,0.236665996668203,0.2366795278111525,0.23192564535620996,0.00822286746893698,0.12097309053574423,0.12097309053574423,0.12097309053574423,0.12097309053574423,0
55-64,CED,MJ,-0.848622235538197,-0.7976953303071167,-0.778229050211802,-0.8087341461442276,0.03826255767660915,0,0,0,0,0,-0.848622235538197,-0.7976953303071167,-0.778229050211802,-0.8087341461442276,0.03826255767660915,-22.71149790768382,-20.789370085468182,-19.814815760958627,-21.12185201448786,1.5515219915938332,-0.6234180535291277,-0.5882191114460398,-0.5742649250482473,-0.5956734116864943,0.026663370807119294,-0.22520418200906928,-0.2094762188610768,-0.20396412516355467,-0.21306073445773308,0.011601986779547336,1.7539823549073477,1.7734486350026621,1.824375540233742,1.7844874508397728,0.03826255767660876,0.9757533046955451,0.9757533046955451,0.9757533046955451,0.975753304695545,0,1.3142426175473896,1.3281968039451824,1.3633957460282704,1.3356511041856367,0.026663370807119585,0.7399776924991424,0.7399776924991424,0.7399776924991424,0.7399776924991425,0,0.4397397373599576,0.44525183105747973,0.4609797942054723,0.448836346654136,0.011601986779547395,0.23577561219640283,0.23577561219640283,0.23577561219640283,0.23577561219640283,0,-0.6234180535291277,-0.5882191114460398,-0.5742649250482473,-0.5956734116864943,0.026663370807119294,-0.22520418200906928,-0.2094762188610768,-0.20396412516355467,-0.21306073445773308,0.011601986779547336,0,0,0,0,0,0,0,0,0,0,0.4397397373599576,0.44525183105747973,0.4609797942054723,0.448836346654136,0.011601986779547395,0.23577561219640283,0.23577561219640283,0.23577561219640283,0.23577561219640283,0
