age_gp,sex_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,Female,CED,MJ,-0.6958638605771906,-0.6819904154216812,-0.6736408682922831,-0.6839286252554045,0.011816141547867016,0,0,0,0,0,-0.6958638605771906,-0.6819904154216812,-0.6736408682922831,-0.6839286252554045,0.011816141547867016,-18.278424117186365,-17.998454421338042,-17.76206136496021,-18.013744470275057,0.2720922659977909,-0.5216655055972571,-0.5108305906082582,-0.5030434163111089,-0.5118999733071528,0.009844756897087425,-0.1741983549799334,-0.1711598248134231,-0.17059745198117418,-0.17202865194825168,0.0020391111701232884,1.4922725790228317,1.5006221261522301,1.514495571307739,1.502560335985953,0.011816141547866919,0.8186317107305485,0.8186317107305485,0.8186317107305485,0.8186317107305485,0,1.1317787678044486,1.1395659421015978,1.1504008570905966,1.1406353248004926,0.009844756897087211,0.6287353514933397,0.6287353514933397,0.6287353514933397,0.6287353514933397,0,0.3604938112183829,0.3610561840506317,0.3640947142171421,0.3619250111854604,0.002039111170123318,0.18989635923720868,0.18989635923720868,0.18989635923720868,0.18989635923720868,0,-0.5216655055972571,-0.5108305906082582,-0.5030434163111089,-0.5118999733071528,0.009844756897087425,-0.1741983549799334,-0.1711598248134231,-0.17059745198117418,-0.17202865194825168,0.0020391111701232884,0,0,0,0,0,0,0,0,0,0,0.3604938112183829,0.3610561840506317,0.3640947142171421,0.3619250111854604,0.002039111170123318,0.18989635923720868,0.18989635923720868,0.18989635923720868,0.18989635923720868,0
20-34,Female,FL,mrh-eq,-0.021854717991250074,-0.021469703454402283,-0.021402833669779426,-0.021581333192025067,2.567310666184698e-4,0,0,0,0,0,-0.021854717991250074,-0.021469703454402283,-0.021402833669779426,-0.021581333192025067,2.567310666184698e-4,-18.278424117186365,-17.998454421338042,-17.76206136496021,-18.013744470275057,0.2720922659977909,-0.016130666438497976,-0.015776028835133585,-0.015770606041806728,-0.015898560347427454,2.1719300754171716e-4,-0.005724336962927195,-0.005699382822770657,-0.005627090244820932,-0.00568277284459761,5.316545042708659e-5,0.04996314510397487,0.05003001488859774,0.05041502942544552,0.050141644626220526,2.567310666184656e-4,0.028560311434195452,0.028560311434195452,0.028560311434195452,0.028560311434195452,0,0.037701093012304246,0.037706515805631106,0.03806115340899549,0.037829047317924976,2.1719300754171217e-4,0.02193048697049751,0.02193048697049751,0.02193048697049751,0.02193048697049751,0,0.012256914708518873,0.012329207286468597,0.012354161426625135,0.01231259730829555,5.3165450427086454e-5,0.00662982446369794,0.00662982446369794,0.00662982446369794,0.00662982446369794,0,-0.016130666438497976,-0.015776028835133585,-0.015770606041806728,-0.015898560347427454,2.1719300754171716e-4,-0.005724336962927195,-0.005699382822770657,-0.005627090244820932,-0.00568277284459761,5.316545042708659e-5,0,0,0,0,0,0,0,0,0,0,0.012256914708518873,0.012329207286468597,0.012354161426625135,0.01231259730829555,5.3165450427086454e-5,0.00662982446369794,0.00662982446369794,0.00662982446369794,0.00662982446369794,0
20-34,Female,Food_price,USD,-0.3233369872282945,-0.31544283637227627,-0.3096345632260536,-0.31617472328799406,0.00723960174771647,0,0,0,0,0,-0.3233369872282945,-0.31544283637227627,-0.3096345632260536,-0.31617472328799406,0.00723960174771647,-18.278424117186365,-17.998454421338042,-17.76206136496021,-18.013744470275057,0.2720922659977909,-0.226459999412938,-0.2219480360902851,-0.21743409108419112,-0.22194734076276193,0.004750478105927168,-0.09687698781535657,-0.09349480028199114,-0.09220047214186237,-0.09422738252523206,0.0025417756747446504,0.7640270654923765,0.7698353386385992,0.7777294894946175,0.7705672255543169,0.007239601747716471,0.454392502266323,0.454392502266323,0.454392502266323,0.45439250226632294,0,0.5608114444731862,0.5653253894792802,0.569837352801933,0.565324694151757,0.004750478105927126,0.3433773533889951,0.3433773533889951,0.3433773533889951,0.34337735338899505,0,0.20321562101919013,0.2045099491593189,0.2078921366926844,0.20524253140255985,0.0025417756747446907,0.1110151488773278,0.1110151488773278,0.1110151488773278,0.11101514887732782,0,-0.226459999412938,-0.2219480360902851,-0.21743409108419112,-0.22194734076276193,0.004750478105927168,-0.09687698781535657,-0.09349480028199114,-0.09220047214186237,-0.09422738252523206,0.0025417756747446504,0,0,0,0,0,0,0,0,0,0,0.20321562101919013,0.2045099491593189,0.2078921366926844,0.20524253140255985,0.0025417756747446907,0.1110151488773278,0.1110151488773278,0.1110151488773278,0.11101514887732782,0
20-34,Male,CED,MJ,-0.5243255546492654,-0.5167679312599613,-0.5101467970033147,-0.5170965239380867,0.007467927836559489,0,0,0,0,0,-0.5243255546492654,-0.5167679312599613,-0.5101467970033147,-0.5170965239380867,0.007467927836559489,-11.887969853348636,-11.63977893643896,-11.32011342557073,-11.614700131541221,0.2996599157770496,-0.3866450399348942,-0.3832566044297793,-0.3769589375813522,-0.38223582150230134,0.005174029217127088,-0.13768051471437126,-0.133511326830182,-0.13318785942196235,-0.13486070243578538,0.0026375619829841464,1.2498645044412724,1.2564856386979186,1.2640432620872228,1.2568142313760442,0.00746792783655944,0.7397177074379574,0.7397177074379574,0.7397177074379574,0.7397177074379574,0,0.9387707613089773,0.9450684281574043,0.9484568636625194,0.9440476452299263,0.005174029217127132,0.5618118237276253,0.5618118237276253,0.5618118237276253,0.5618118237276253,0,0.3110937431322947,0.31141721054051424,0.3155863984247035,0.3127665861461177,0.002637561982984072,0.17790588371033225,0.17790588371033225,0.17790588371033225,0.17790588371033225,0,-0.3866450399348942,-0.3832566044297793,-0.3769589375813522,-0.38223582150230134,0.005174029217127088,-0.13768051471437126,-0.133511326830182,-0.13318785942196235,-0.13486070243578538,0.0026375619829841464,0,0,0,0,0,0,0,0,0,0,0.3110937431322947,0.31141721054051424,0.3155863984247035,0.3127665861461177,0.002637561982984072,0.17790588371033225,0.17790588371033225,0.17790588371033225,0.17790588371033225,0
20-34,Male,FL,mrh-eq,-0.015718854963274395,-0.015262252141567779,-0.015224073911774568,-0.015409067787853184,2.897931261181185e-4,0,0,0,0,0,-0.015718854963274395,-0.015262252141567779,-0.015224073911774568,-0.015409067787853184,2.897931261181185e-4,-11.887969853348636,-11.63977893643896,-11.32011342557073,-11.614700131541221,0.2996599157770496,-0.01144085796559241,-0.011157833624856105,-0.011140082696051658,-0.011250912015007634,1.7764418964460308e-4,-0.004278931257092749,-0.0041231037049268785,-0.004067174546329221,-0.00415815577284555,1.1551098995080916e-4,0.04053509370888584,0.04057327193867906,0.041029874760385686,0.04072008758496447,2.897931261181242e-4,0.02531101979711127,0.02531101979711127,0.02531101979711127,0.02531101979711127,0,0.030459179761710867,0.03047693069051531,0.03075995503125161,0.030570009080666843,1.7764418964460153e-4,0.019319097065659208,0.019319097065659208,0.019319097065659208,0.019319097065659208,0,0.01005909727778129,0.010115026436378948,0.010270853988544819,0.01015007850429762,1.1551098995080979e-4,0.00599192273145207,0.00599192273145207,0.00599192273145207,0.00599192273145207,0,-0.01144085796559241,-0.011157833624856105,-0.011140082696051658,-0.011250912015007634,1.7764418964460308e-4,-0.004278931257092749,-0.0041231037049268785,-0.004067174546329221,-0.00415815577284555,1.1551098995080916e-4,0,0,0,0,0,0,0,0,0,0,0.01005909727778129,0.010115026436378948,0.010270853988544819,0.01015007850429762,1.1551098995080979e-4,0.00599192273145207,0.00599192273145207,0.00599192273145207,0.00599192273145207,0
20-34,Male,Food_price,USD,-0.2009766975909451,-0.19306589273726563,-0.1790757364973647,-0.19093278698771424,0.011673912024356756,0,0,0,0,0,-0.2009766975909451,-0.19306589273726563,-0.1790757364973647,-0.19093278698771424,0.011673912024356756,-11.887969853348636,-11.63977893643896,-11.32011342557073,-11.614700131541221,0.2996599157770496,-0.1382320578130866,-0.13334644556663033,-0.12405753543888001,-0.13180142876617626,0.00757931459784084,-0.0627446397778585,-0.0597194471706353,-0.055018201058484685,-0.05913135822153796,0.00409831532179169,0.5665899109941921,0.5805800672340931,0.5884908720877725,0.5784469614845417,0.011673912024356772,0.38751417449682746,0.38751417449682746,0.38751417449682746,0.3875141744968274,0,0.4167676606213216,0.4260565707490718,0.4309421829955281,0.4245115539486178,0.007579314597840782,0.2927101251824415,0.2927101251824415,0.2927101251824415,0.2927101251824415,0,0.14982225037287067,0.15452349648502126,0.15754868909224445,0.15393540753592394,0.004098315321791674,0.094804049314386,0.094804049314386,0.094804049314386,0.094804049314386,0,-0.1382320578130866,-0.13334644556663033,-0.12405753543888001,-0.13180142876617626,0.00757931459784084,-0.0627446397778585,-0.0597194471706353,-0.055018201058484685,-0.05913135822153796,0.00409831532179169,0,0,0,0,0,0,0,0,0,0,0.14982225037287067,0.15452349648502126,0.15754868909224445,0.15393540753592394,0.004098315321791674,0.094804049314386,0.094804049314386,0.094804049314386,0.094804049314386,0
35-44,Female,CED,MJ,-0.7872068372059491,-0.7815830734994738,-0.7673795374732467,-0.7785726270714907,0.010756165691423274,0,0,0,0,0,-0.7872068372059491,-0.7815830734994738,-0.7673795374732467,-0.7785726270714907,0.010756165691423274,-21.39470875550989,-20.83536610309881,-20.470775288278034,-20.90370008120067,0.48986849139375094,-0.5853314259816527,-0.5840117639338498,-0.5722116704164524,-0.5803344195585535,0.007604145501926398,-0.2018754112242963,-0.19757130956562396,-0.19516786705679448,-0.19823820751293728,0.003577217738410748,1.6783999046472948,1.6926034406735215,1.698227204379997,1.6895929942455385,0.010756165691423243,0.9110203671740478,0.9110203671740478,0.9110203671740478,0.9110203671740478,0,1.2706052277785589,1.2824053212959565,1.2837249833437592,1.27872797692066,0.007604145501926488,0.6983935573621067,0.6983935573621067,0.6983935573621067,0.6983935573621066,0,0.4077946768687357,0.4101981193775652,0.41450222103623746,0.41086501732487846,0.0035772177384106934,0.21262680981194124,0.21262680981194124,0.21262680981194124,0.21262680981194124,0,-0.5853314259816527,-0.5840117639338498,-0.5722116704164524,-0.5803344195585535,0.007604145501926398,-0.2018754112242963,-0.19757130956562396,-0.19516786705679448,-0.19823820751293728,0.003577217738410748,0,0,0,0,0,0,0,0,0,0,0.4077946768687357,0.4101981193775652,0.41450222103623746,0.41086501732487846,0.0035772177384106934,0.21262680981194124,0.21262680981194124,0.21262680981194124,0.21262680981194124,0
35-44,Female,FL,mrh-eq,-0.026197818901036174,-0.025497089814751066,-0.02515085382618579,-0.02562147335781066,5.614643300551889e-4,0,0,0,0,0,-0.026197818901036174,-0.025497089814751066,-0.02515085382618579,-0.02562147335781066,5.614643300551889e-4,-21.39470875550989,-20.83536610309881,-20.470775288278034,-20.90370008120067,0.48986849139375094,-0.019111353817317454,-0.01870971383864825,-0.018409729858761076,-0.018745382610150716,3.705654982957501e-4,-0.0070864650837187204,-0.006787375976102817,-0.006741123967424716,-0.00687609074765994,1.9732936652405277e-4,0.05710674189290251,0.05745297788146779,0.05815370696775289,0.05757736142452738,5.614643300551868e-4,0.031955888066716724,0.031955888066716724,0.031955888066716724,0.031955888066716724,0,0.042819110355508075,0.04311909433539526,0.04352073431406447,0.04315476310689772,3.7056549829575535e-4,0.02440938049674701,0.02440938049674701,0.02440938049674701,0.02440938049674701,0,0.014287631537394437,0.014333883546072542,0.014632972653688446,0.014422598317629662,1.973293665240543e-4,0.007546507569969726,0.007546507569969726,0.007546507569969726,0.007546507569969726,0,-0.019111353817317454,-0.01870971383864825,-0.018409729858761076,-0.018745382610150716,3.705654982957501e-4,-0.0070864650837187204,-0.006787375976102817,-0.006741123967424716,-0.00687609074765994,1.9732936652405277e-4,0,0,0,0,0,0,0,0,0,0,0.014287631537394437,0.014333883546072542,0.014632972653688446,0.014422598317629662,1.973293665240543e-4,0.007546507569969726,0.007546507569969726,0.007546507569969726,0.007546507569969726,0
35-44,Female,Food_price,USD,-0.34927784255756994,-0.3261601081986629,-0.3226465639719956,-0.3330387714029575,0.015229846492874767,0,0,0,0,0,-0.34927784255756994,-0.3261601081986629,-0.3226465639719956,-0.3330387714029575,0.015229846492874767,-21.39470875550989,-20.83536610309881,-20.470775288278034,-20.90370008120067,0.48986849139375094,-0.24229441227222784,-0.22683879843761925,-0.22494723302381892,-0.23159811367299055,0.010017331671292476,-0.10698343028534213,-0.09932130976104368,-0.0976993309481767,-0.10144065772996701,0.005219704953057705,0.7150375753486059,0.7185511195752733,0.74166885393418025,0.7254297827795679,0.015229846492874788,0.39239101137661037,0.39239101137661037,0.39239101137661037,0.3923910113766104,0,0.5156915338471464,0.5175830992609468,0.5330387130955554,0.5223424144963181,0.010017331671292444,0.29074430082332753,0.29074430082332753,0.29074430082332753,0.29074430082332753,0,0.19934604150145954,0.2009680203143265,0.208630140838625,0.20308736828324983,0.005219704953057719,0.10164671055328288,0.10164671055328288,0.10164671055328288,0.10164671055328288,0,-0.24229441227222784,-0.22683879843761925,-0.22494723302381892,-0.23159811367299055,0.010017331671292476,-0.10698343028534213,-0.09932130976104368,-0.0976993309481767,-0.10144065772996701,0.005219704953057705,0,0,0,0,0,0,0,0,0,0,0.19934604150145954,0.2009680203143265,0.208630140838625,0.20308736828324983,0.005219704953057719,0.10164671055328288,0.10164671055328288,0.10164671055328288,0.10164671055328288,0
35-44,Male,CED,MJ,-0.6735742306834662,-0.6722334975421326,-0.5754820709084537,-0.638756061229029,0.059211045503119404,0,0,0,0,0,-0.6735742306834662,-0.6722334975421326,-0.5754820709084537,-0.638756061229029,0.059211045503119404,-15.874938914399445,-15.826944977548242,-13.424024954828711,-15.000655122857601,1.475143844232872,-0.4904625228551777,-0.4896142316723416,-0.418571621023967,-0.46498464589495964,0.043435295679450085,-0.18311170782828853,-0.18261926586979121,-0.1569104498844867,-0.1737714153340694,0.015775968705699462,1.4074368557737873,1.5041882824074662,1.5055290155487997,1.4707108460943623,0.059211045503119474,0.8319547848653335,0.8319547848653335,0.8319547848653335,0.8319547848653336,0,1.0468046981931258,1.1178473088415,1.1186956000243364,1.0932177230641182,0.043435295679449926,0.6282330771691587,0.6282330771691587,0.6282330771691587,0.6282330771691587,0,0.36063215758066147,0.386340973565966,0.38683341552446326,0.3774931230302441,0.01577596870569945,0.20372170769617473,0.20372170769617473,0.20372170769617473,0.20372170769617473,0,-0.4904625228551777,-0.4896142316723416,-0.418571621023967,-0.46498464589495964,0.043435295679450085,-0.18311170782828853,-0.18261926586979121,-0.1569104498844867,-0.1737714153340694,0.015775968705699462,0,0,0,0,0,0,0,0,0,0,0.36063215758066147,0.386340973565966,0.38683341552446326,0.3774931230302441,0.01577596870569945,0.20372170769617473,0.20372170769617473,0.20372170769617473,0.20372170769617473,0
