race_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
HIS,CED,MJ,-0.6226931382626076,-0.604896532911021,-0.5880817619790943,-0.6052410362161648,0.018218956834542378,0,0,0,0,0,-0.6226931382626076,-0.604896532911021,-0.5880817619790943,-0.6052410362161648,0.018218956834542378,-14.820755983264803,-14.27494858996605,-13.576605228597183,-14.221427197660747,0.6564546007890084,-0.45712626319740246,-0.4446908492403006,-0.43226360064199937,-0.4446937142784763,0.013085612106497647,-0.16556687506520495,-0.16020568367072016,-0.15581816133709483,-0.1605473219376884,0.005139425305851146,1.4722227398787102,1.4890375108106382,1.5068341161622245,1.4893820141157814,0.01821895683454276,0.8841409778996164,0.8841409778996164,0.8841409778996164,0.8841409778996164,0,1.103890384731232,1.1163176333295326,1.1287530472866345,1.1163204983677086,0.013085612106497342,0.671626784089232,0.671626784089232,0.671626784089232,0.671626784089232,0,0.368332355147479,0.3727198774811044,0.37808106887558907,0.37306151574807256,0.005139425305851127,0.21251419381038417,0.21251419381038417,0.21251419381038417,0.21251419381038417,0,-0.45712626319740246,-0.4446908492403006,-0.43226360064199937,-0.4446937142784763,0.013085612106497647,-0.16556687506520495,-0.16020568367072016,-0.15581816133709483,-0.1605473219376884,0.005139425305851146,0,0,0,0,0,0,0,0,0,0,0.368332355147479,0.3727198774811044,0.37808106887558907,0.37306151574807256,0.005139425305851127,0.21251419381038417,0.21251419381038417,0.21251419381038417,0.21251419381038417,0
HIS,FL,mrh-eq,-0.020049473389122927,-0.01932979749640844,-0.018675206665541438,-0.019352634360214577,7.235686126434458e-4,0,0,0,0,0,-0.020049473389122927,-0.01932979749640844,-0.018675206665541438,-0.019352634360214577,7.235686126434458e-4,-14.820755983264803,-14.27494858996605,-13.576605228597183,-14.221427197660747,0.6564546007890084,-0.014458900185418875,-0.013964014971932793,-0.013483842676872039,-0.013969177399450453,5.132076363556792e-4,-0.005590573203704048,-0.005365782524475644,-0.00519136398866939,-0.0053834569607641184,2.1066691466026444e-4,0.04979261307277638,0.05044720390364338,0.05116687979635787,0.050470040767449514,7.235686126434407e-4,0.031117406407234944,0.031117406407234944,0.031117406407234944,0.031117406407234944,0,0.0371408857567687,0.03762105805182948,0.03811594326531553,0.037626220479347126,5.132076363556739e-4,0.023657043079896658,0.023657043079896658,0.023657043079896658,0.023657043079896658,0,0.012651727316007668,0.012826145851813919,0.013050936531042327,0.012843820288102395,2.1066691466026583e-4,0.00746036332733828,0.00746036332733828,0.00746036332733828,0.00746036332733828,0,-0.014458900185418875,-0.013964014971932793,-0.013483842676872039,-0.013969177399450453,5.132076363556792e-4,-0.005590573203704048,-0.005365782524475644,-0.00519136398866939,-0.0053834569607641184,2.1066691466026444e-4,0,0,0,0,0,0,0,0,0,0,0.012651727316007668,0.012826145851813919,0.013050936531042327,0.012843820288102395,2.1066691466026583e-4,0.00746036332733828,0.00746036332733828,0.00746036332733828,0.00746036332733828,0
HIS,Food_price,USD,-0.2439368261070846,-0.23194014980651825,-0.22257706782444617,-0.23286421798844606,0.011270425760992254,0,0,0,0,0,-0.2439368261070846,-0.23194014980651825,-0.22257706782444617,-0.23286421798844606,0.011270425760992254,-14.820755983264803,-14.27494858996605,-13.576605228597183,-14.221427197660747,0.6564546007890084,-0.16729807111729175,-0.15919939812414943,-0.15244926964059555,-0.1596725716362857,0.007825894514183255,-0.07663875498979289,-0.07274075168236871,-0.0701277981838506,-0.07319164635216031,0.003448995579535494,0.6521446430039979,0.6615077249860701,0.6735044012866366,0.662431793167998,0.011270425760992365,0.4295675751795521,0.4295675751795521,0.4295675751795521,0.4295675751795521,0,0.47658681302728007,0.48333694151083395,0.49143561450397644,0.4838101150229703,0.00782589451418334,0.3241375433866845,0.3241375433866845,0.3241375433866845,0.3241375433866845,0,0.17555782997671818,0.1781707834752363,0.18206878678266045,0.1786216781450279,0.0034489955795354924,0.10543003179286753,0.10543003179286753,0.10543003179286753,0.10543003179286753,0,-0.16729807111729175,-0.15919939812414943,-0.15244926964059555,-0.1596725716362857,0.007825894514183255,-0.07663875498979289,-0.07274075168236871,-0.0701277981838506,-0.07319164635216031,0.003448995579535494,0,0,0,0,0,0,0,0,0,0,0.17555782997671818,0.1781707834752363,0.18206878678266045,0.1786216781450279,0.0034489955795354924,0.10543003179286753,0.10543003179286753,0.10543003179286753,0.10543003179286753,0
NHB,CED,MJ,-0.6524408793138925,-0.6482727974528004,-0.6263720452186725,-0.6420508078482264,0.014740600810796525,0,0,0,0,0,-0.6524408793138925,-0.6482727974528004,-0.6263720452186725,-0.6420508078482264,0.014740600810796525,-18.91591368663476,-18.855583092844405,-17.73531860727413,-18.4836764641497,0.6998795622004569,-0.47634354807479606,-0.47293606470108196,-0.4573221683142185,-0.4686531127666436,0.010676279065515123,-0.17609733123909632,-0.17533673275171804,-0.16904987690445403,-0.17339769508158268,0.004071604689366642,1.4090757185167957,1.4309764707509234,1.4351445526120157,1.4247544811463495,0.014740600810796605,0.7827036732981228,0.7827036732981228,0.7827036732981228,0.7827036732981228,0,1.0505264568162769,1.0661403532031408,1.0695478365768547,1.061857401268702,0.010676279065515283,0.5932042885020583,0.5932042885020583,0.5932042885020583,0.5932042885020583,0,0.3585492617005186,0.36483611754778295,0.3655967160351612,0.36289707987764747,0.004071604689366831,0.18949938479606482,0.18949938479606482,0.18949938479606482,0.1894993847960648,0,-0.47634354807479606,-0.47293606470108196,-0.4573221683142185,-0.4686531127666436,0.010676279065515123,-0.17609733123909632,-0.17533673275171804,-0.16904987690445403,-0.17339769508158268,0.004071604689366642,0,0,0,0,0,0,0,0,0,0,0.3585492617005186,0.36483611754778295,0.3655967160351612,0.36289707987764747,0.004071604689366831,0.18949938479606482,0.18949938479606482,0.18949938479606482,0.1894993847960648,0
NHB,FL,mrh-eq,-0.02141343524264828,-0.021347370987060438,-0.02046202493419784,-0.02105990368977105,5.592145418574539e-4,0,0,0,0,0,-0.02141343524264828,-0.021347370987060438,-0.02046202493419784,-0.02105990368977105,5.592145418574539e-4,-18.91591368663476,-18.855583092844405,-17.73531860727413,-18.4836764641497,0.6998795622004569,-0.015411820704545756,-0.015346617520149113,-0.014716588862001655,-0.01514843314339444,0.00040416458077457707,-0.006001614538102526,-0.0060007534669113275,-0.005745436072196189,-0.005911470546376612,1.5542817272195964e-4,0.047280108049385074,0.048165454102247686,0.0482315183578355,0.04787798680495828,5.592145418574539e-4,0.026818083115187224,0.026818083115187224,0.026818083115187224,0.026818083115187224,0,0.03505911825177732,0.03568914690992477,0.03575435009432142,0.035490962533170106,4.041645807745728e-4,0.020342529389775668,0.020342529389775668,0.020342529389775668,0.020342529389775668,0,0.012220989797607745,0.012476307192322886,0.01247716826351409,0.012387024271788172,1.5542817272196164e-4,0.006475553725411563,0.006475553725411563,0.006475553725411563,0.006475553725411563,0,-0.015411820704545756,-0.015346617520149113,-0.014716588862001655,-0.01514843314339444,0.00040416458077457707,-0.006001614538102526,-0.0060007534669113275,-0.005745436072196189,-0.005911470546376612,1.5542817272195964e-4,0,0,0,0,0,0,0,0,0,0,0.012220989797607745,0.012476307192322886,0.01247716826351409,0.012387024271788172,1.5542817272196164e-4,0.006475553725411563,0.006475553725411563,0.006475553725411563,0.006475553725411563,0
NHB,Food_price,USD,-0.31602026269969097,-0.31071570971691687,-0.2931180158758412,-0.3064023269596181,0.012619365590039545,0,0,0,0,0,-0.31602026269969097,-0.31071570971691687,-0.2931180158758412,-0.3064023269596181,0.012619365590039545,-18.91591368663476,-18.855583092844405,-17.73531860727413,-18.4836764641497,0.6998795622004569,-0.2183635628660584,-0.21472275169136595,-0.20213156173174898,-0.2115822679071819,0.008965630809600748,-0.09765669983363258,-0.09599295802555106,-0.09098645414409232,-0.09482005905243625,0.003654650725546035,0.6606802187594937,0.6782779126005691,0.683582465583343,0.6739645298432704,0.012619365590039313,0.36756220288365216,0.36756220288365216,0.36756220288365216,0.3675622028836522,0,0.47652526655092003,0.4891164565105366,0.4927572676852292,0.4859759727263528,0.008965630809600573,0.2743937048191709,0.2743937048191709,0.2743937048191709,0.2743937048191709,0,0.1841549522085736,0.18916145609003238,0.19082519789811392,0.18798855711691756,0.0036546507255460384,0.09316849806448131,0.09316849806448131,0.09316849806448131,0.09316849806448131,0,-0.2183635628660584,-0.21472275169136595,-0.20213156173174898,-0.2115822679071819,0.008965630809600748,-0.09765669983363258,-0.09599295802555106,-0.09098645414409232,-0.09482005905243625,0.003654650725546035,0,0,0,0,0,0,0,0,0,0,0.1841549522085736,0.18916145609003238,0.19082519789811392,0.18798855711691756,0.0036546507255460384,0.09316849806448131,0.09316849806448131,0.09316849806448131,0.09316849806448131,0
NHW,CED,MJ,-0.8433829814848185,-0.8359839456426746,-0.8142144218822251,-0.8309416691801111,0.01596084061500545,0,0,0,0,0,-0.8433829814848185,-0.8359839456426746,-0.8142144218822251,-0.8309416691801111,0.01596084061500545,-21.42897470357541,-20.85264162555609,-20.334212593490133,-20.872958834662533,0.5764591755918156,-0.6254243518072183,-0.620553637090445,-0.605118029212041,-0.6168466570337324,0.011159289798318334,-0.21795862967760052,-0.21543030855222972,-0.2090963926701844,-0.21409501214637902,0.0048055474040070035,1.7493788920261515,1.7711484157866004,1.7785474516287447,1.7661061393240374,0.015960840615005314,0.9351644701439261,0.9351644701439261,0.9351644701439261,0.9351644701439262,0,1.318152052214032,1.333587660092436,1.3384583748092087,1.3298806800357232,0.011159289798318239,0.7130340230019909,0.7130340230019909,0.7130340230019909,0.7130340230019909,0,0.4312268398121194,0.4375607556941648,0.4400890768195355,0.4362254592883141,0.004805547404007015,0.2221304471419351,0.2221304471419351,0.2221304471419351,0.2221304471419351,0,-0.6254243518072183,-0.620553637090445,-0.605118029212041,-0.6168466570337324,0.011159289798318334,-0.21795862967760052,-0.21543030855222972,-0.2090963926701844,-0.21409501214637902,0.0048055474040070035,0,0,0,0,0,0,0,0,0,0,0.4312268398121194,0.4375607556941648,0.4400890768195355,0.4362254592883141,0.004805547404007015,0.2221304471419351,0.2221304471419351,0.2221304471419351,0.2221304471419351,0
NHW,FL,mrh-eq,-0.02758362915643659,-0.027130724965136944,-0.026381710322753826,-0.027026826561248007,6.389560425669829e-4,0,0,0,0,0,-0.02758362915643659,-0.027130724965136944,-0.026381710322753826,-0.027026826561248007,6.389560425669829e-4,-21.42897470357541,-20.85264162555609,-20.334212593490133,-20.872958834662533,0.5764591755918156,-0.020104402051433896,-0.01979020203301821,-0.01927267126469035,-0.01971885791024201,4.420918647417264e-4,-0.0074792271050027,-0.007340522932118739,-0.007109039058063481,-0.007307968651006004,1.9686500552583877e-4,0.05936687612412833,0.060115890766511464,0.06056879495781111,0.06001199236262252,6.389560425669903e-4,0.03298516580137451,0.03298516580137451,0.03298516580137451,0.03298516580137451,0,0.04438020754366199,0.044897738311989864,0.04521193833040556,0.04482639418921366,4.420918647417407e-4,0.025107536278971655,0.025107536278971655,0.025107536278971655,0.025107536278971655,0,0.014986668580466336,0.015218152454521596,0.01535685662740556,0.01518559817340886,1.9686500552584175e-4,0.00787762952240286,0.00787762952240286,0.00787762952240286,0.00787762952240286,0,-0.020104402051433896,-0.01979020203301821,-0.01927267126469035,-0.01971885791024201,4.420918647417264e-4,-0.0074792271050027,-0.007340522932118739,-0.007109039058063481,-0.007307968651006004,1.9686500552583877e-4,0,0,0,0,0,0,0,0,0,0,0.014986668580466336,0.015218152454521596,0.01535685662740556,0.01518559817340886,1.9686500552584175e-4,0.00787762952240286,0.00787762952240286,0.00787762952240286,0.00787762952240286,0
NHW,Food_price,USD,-0.3857780674958776,-0.3729839414851765,-0.35824779986854305,-0.3723025325006388,0.014501626398142078,0,0,0,0,0,-0.3857780674958776,-0.3729839414851765,-0.35824779986854305,-0.3723025325006388,0.014501626398142078,-21.42897470357541,-20.85264162555609,-20.334212593490133,-20.872958834662533,0.5764591755918156,-0.2665208395201901,-0.25761520966338336,-0.24788732867288835,-0.2573267004936682,0.009810293256476112,-0.11925722797568741,-0.1153687318217932,-0.11036047119565466,-0.11497583200697063,0.0046948500899179945,0.8587107032507305,0.8734468448673637,0.8862409708780649,0.8727654358828261,0.014501626398141966,0.500462903382187,0.500462903382187,0.500462903382187,0.500462903382187,0,0.622771854791377,0.6324997357818721,0.6414053656386789,0.6322112266121569,0.009810293256476156,0.37488452611848877,0.37488452611848877,0.37488452611848877,0.37488452611848877,0,0.2359388484593531,0.24094710908549163,0.24483560523938594,0.2405542092706691,0.004694850089918034,0.12557837726369844,0.12557837726369844,0.12557837726369844,0.12557837726369844,0,-0.2665208395201901,-0.25761520966338336,-0.24788732867288835,-0.2573267004936682,0.009810293256476112,-0.11925722797568741,-0.1153687318217932,-0.11036047119565466,-0.11497583200697063,0.0046948500899179945,0,0,0,0,0,0,0,0,0,0,0.2359388484593531,0.24094710908549163,0.24483560523938594,0.2405542092706691,0.004694850089918034,0.12557837726369844,0.12557837726369844,0.12557837726369844,0.12557837726369844,0
OTH,CED,MJ,-0.5757376458452045,-0.5742080392631955,-0.554778185725035,-0.5679272508575284,0.01229941836893308,0,0,0,0,0,-0.5757376458452045,-0.5742080392631955,-0.554778185725035,-0.5679272508575284,0.01229941836893308,-14.974363996032611,-14.811162006719453,-13.984576570206501,-14.578395884894965,0.5585824165380405,-0.4306148067246223,-0.42761386746710295,-0.41564568494640525,-0.4244674663221281,0.008336390605432474,-0.14651673323422365,-0.14504540055871312,-0.1390550622167608,-0.14345978453540023,0.00416034810288745,1.4852645607682742,1.5046944143064354,1.5062240208884436,1.4984136259007677,0.012299418368933277,0.93048637504324,0.93048637504324,0.93048637504324,0.93048637504324,0,1.1268094181808708,1.1387776007015682,1.1417785399590878,1.1356311995565935,0.008336390605432495,0.711163733234465,0.711163733234465,0.711163733234465,0.711163733234465,0,0.3583777040255352,0.3643680423674875,0.36583937504299807,0.36278242634417457,0.00416034810288745,0.21932264180877445,0.21932264180877445,0.21932264180877445,0.21932264180877445,0,-0.4306148067246223,-0.42761386746710295,-0.41564568494640525,-0.4244674663221281,0.008336390605432474,-0.14651673323422365,-0.14504540055871312,-0.1390550622167608,-0.14345978453540023,0.00416034810288745,0,0,0,0,0,0,0,0,0,0,0.3583777040255352,0.3643680423674875,0.36583937504299807,0.36278242634417457,0.00416034810288745,0.21932264180877445,0.21932264180877445,0.21932264180877445,0.21932264180877445,0
