age_gp,sex_gp,race_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,Female,HIS,CED,MJ,-0.6863096858426337,-0.6833515103244578,-0.6466992859821461,-0.6715290370528312,0.02322605650124293,0,0,0,0,0,-0.6863096858426337,-0.6833515103244578,-0.6466992859821461,-0.6715290370528312,0.02322605650124293,-17.333652335339348,-17.29811000490007,-15.95757235469168,-16.84021691024424,0.8257066211406386,-0.5054985199065687,-0.5037654447934968,-0.4768236936058265,-0.49492029529363774,0.016924727001586475,-0.1808111659360651,-0.1795860655309611,-0.1698755923763196,-0.17660874175919358,0.0063067322333076395,1.4818999110977158,1.5185521354400275,1.5215103109582038,1.506729662168401,0.023226056501243073,0.8352006251155697,0.8352006251155697,0.8352006251155697,0.8352006251155698,0,1.1110226254376483,1.1379643766253187,1.1396974517383904,1.1291192271254598,0.01692472700158641,0.6341989318318217,0.6341989318318217,0.6341989318318217,0.6341989318318217,0,0.3708772856600675,0.3805877588147091,0.38181285921981306,0.37761043504294145,0.006306732233307685,0.2010016932837479,0.2010016932837479,0.2010016932837479,0.20100169328374787,0,-0.5054985199065687,-0.5037654447934968,-0.4768236936058265,-0.49492029529363774,0.016924727001586475,-0.1808111659360651,-0.1795860655309611,-0.1698755923763196,-0.17660874175919358,0.0063067322333076395,0,0,0,0,0,0,0,0,0,0,0.3708772856600675,0.3805877588147091,0.38181285921981306,0.37761043504294145,0.006306732233307685,0.2010016932837479,0.2010016932837479,0.2010016932837479,0.20100169328374787,0
20-34,Female,HIS,FL,mrh-eq,-0.0220062964317321,-0.021910841660652106,-0.020573899256193504,-0.021475231964729783,8.430135753409483e-4,0,0,0,0,0,-0.0220062964317321,-0.021910841660652106,-0.020573899256193504,-0.021475231964729783,8.430135753409483e-4,-17.333652335339348,-17.29811000490007,-15.95757235469168,-16.84021691024424,0.8257066211406386,-0.01598265346350746,-0.01593373041659078,-0.014956195039782702,-0.015607901528909588,6.094948596549336e-4,-0.006023642968224641,-0.005977111244061329,-0.005617704216410799,-0.0058673304358202,2.338504557631702e-4,0.04974965546143066,0.05108659786588926,0.051182052636969254,0.05065098816996694,8.430135753409493e-4,0.029175756205237158,0.029175756205237158,0.029175756205237158,0.029175756205237158,0,0.037152432101883605,0.038129967478691684,0.03817889052560836,0.03780413859101049,6.094948596549326e-4,0.0221962370621009,0.0221962370621009,0.0221962370621009,0.0221962370621009,0,0.012597223359547053,0.012956630387197587,0.0130031621113609,0.012846849578956454,2.3385045576317218e-4,0.006979519143136257,0.006979519143136257,0.006979519143136257,0.006979519143136257,0,-0.01598265346350746,-0.01593373041659078,-0.014956195039782702,-0.015607901528909588,6.094948596549336e-4,-0.006023642968224641,-0.005977111244061329,-0.005617704216410799,-0.0058673304358202,2.338504557631702e-4,0,0,0,0,0,0,0,0,0,0,0.012597223359547053,0.012956630387197587,0.0130031621113609,0.012846849578956454,2.3385045576317218e-4,0.006979519143136257,0.006979519143136257,0.006979519143136257,0.006979519143136257,0
20-34,Female,HIS,Food_price,USD,-0.29568305213496604,-0.2939757295168485,-0.2718699591646061,-0.28681837943469946,0.013982203635507054,0,0,0,0,0,-0.29568305213496604,-0.2939757295168485,-0.2718699591646061,-0.28681837943469946,0.013982203635507054,-17.333652335339348,-17.29811000490007,-15.95757235469168,-16.84021691024424,0.8257066211406386,-0.20762386301047325,-0.20683638585359734,-0.19091330691637876,-0.20152564838681045,0.009924993382614636,-0.08805918912449279,-0.08713934366325116,-0.08095665224822732,-0.08529273104788898,0.0040658889758945094,0.7070164743724158,0.7291222447246584,0.7308295673427758,0.7219648946425092,0.013982203635507118,0.43514651520780984,0.43514651520780984,0.43514651520780984,0.43514651520780984,0,0.5207870058210238,0.5367100847582423,0.5374975619151183,0.5313993472914555,0.009924993382614598,0.329873698904645,0.329873698904645,0.329873698904645,0.329873698904645,0,0.18622946855139216,0.19241215996641595,0.1933320054276576,0.1905655473510538,0.004065888975894488,0.10527281630316483,0.10527281630316483,0.10527281630316483,0.10527281630316483,0,-0.20762386301047325,-0.20683638585359734,-0.19091330691637876,-0.20152564838681045,0.009924993382614636,-0.08805918912449279,-0.08713934366325116,-0.08095665224822732,-0.08529273104788898,0.0040658889758945094,0,0,0,0,0,0,0,0,0,0,0.18622946855139216,0.19241215996641595,0.1933320054276576,0.1905655473510538,0.004065888975894488,0.10527281630316483,0.10527281630316483,0.10527281630316483,0.10527281630316483,0
20-34,Female,NHB,CED,MJ,-0.6254517628292482,-0.6174638943927728,-0.5887664945376863,-0.6101973921406285,0.0203076781836006,0,0,0,0,0,-0.6254517628292482,-0.6174638943927728,-0.5887664945376863,-0.6101973921406285,0.0203076781836006,-19.099467578258363,-18.240102342091017,-17.42407258478743,-18.255307773271284,0.8818851584547414,-0.46033061065891256,-0.45406695992051904,-0.4340607981127841,-0.4492450262119782,0.014443080129612004,-0.1651211521703357,-0.1633969344722538,-0.1547056964249021,-0.16095236592865036,0.005876416767561288,1.2543886345614654,1.283086034416552,1.2910739028530274,1.2758195321644077,0.02030767818360066,0.6656221400237792,0.6656221400237792,0.6656221400237792,0.6656221400237792,0,0.9408823092498684,0.9608884710576032,0.9671521217959969,0.9560665373490624,0.014443080129611985,0.5068215111370843,0.5068215111370843,0.5068215111370843,0.5068215111370843,0,0.3135063253115969,0.32219756335894856,0.3239217810570305,0.31975299481534514,0.005876416767561302,0.15880062888669477,0.15880062888669477,0.15880062888669477,0.15880062888669477,0,-0.46033061065891256,-0.45406695992051904,-0.4340607981127841,-0.4492450262119782,0.014443080129612004,-0.1651211521703357,-0.1633969344722538,-0.1547056964249021,-0.16095236592865036,0.005876416767561288,0,0,0,0,0,0,0,0,0,0,0.3135063253115969,0.32219756335894856,0.3239217810570305,0.31975299481534514,0.005876416767561302,0.15880062888669477,0.15880062888669477,0.15880062888669477,0.15880062888669477,0
20-34,Female,NHB,FL,mrh-eq,-0.019923738385565992,-0.01948758177235423,-0.018523381634136075,-0.019302303342527426,7.542937759742083e-4,0,0,0,0,0,-0.019923738385565992,-0.01948758177235423,-0.018523381634136075,-0.019302303342527426,7.542937759742083e-4,-19.099467578258363,-18.240102342091017,-17.42407258478743,-18.255307773271284,0.8818851584547414,-0.014503533501198767,-0.01415730058449959,-0.013498754318320027,-0.014047716953102965,5.372790831886604e-4,-0.005420204884367223,-0.005330281187854639,-0.0050246273158160455,-0.005254586389424461,2.182750192130829e-4,0.040760107225501406,0.04172430736371957,0.04216046397693133,0.04153902893389277,7.542937759742102e-4,0.02223672559136534,0.02223672559136534,0.02223672559136534,0.02223672559136534,0,0.030468181053434937,0.031126727319614498,0.031472960236313685,0.031017143688217872,5.372790831886615e-4,0.016969426735114916,0.016969426735114916,0.016969426735114916,0.016969426735114916,0,0.010291926172066472,0.010597580044105066,0.01068750374061765,0.010521885245674887,2.1827501921308306e-4,0.005267298856250426,0.005267298856250426,0.005267298856250426,0.005267298856250426,0,-0.014503533501198767,-0.01415730058449959,-0.013498754318320027,-0.014047716953102965,5.372790831886604e-4,-0.005420204884367223,-0.005330281187854639,-0.0050246273158160455,-0.005254586389424461,2.182750192130829e-4,0,0,0,0,0,0,0,0,0,0,0.010291926172066472,0.010597580044105066,0.01068750374061765,0.010521885245674887,2.1827501921308306e-4,0.005267298856250426,0.005267298856250426,0.005267298856250426,0.005267298856250426,0
20-34,Female,NHB,Food_price,USD,-0.31645734825262273,-0.30379466984274667,-0.2854372464102514,-0.3017965136944592,0.016417819845430146,0,0,0,0,0,-0.31645734825262273,-0.30379466984274667,-0.2854372464102514,-0.3017965136944592,0.016417819845430146,-19.099467578258363,-18.240102342091017,-17.42407258478743,-18.255307773271284,0.8818851584547414,-0.2224595901776628,-0.2124004309913698,-0.20036210609989769,-0.21170598688428943,0.01164579390420687,-0.09399775807495991,-0.0913942388513769,-0.08507514031035378,-0.09009052681016987,0.004829931808292885,0.6535877371636546,0.67194516059615,0.684607839006026,0.6699470044478625,0.01641781984543015,0.36815049075340317,0.36815049075340317,0.36815049075340317,0.36815049075340317,0,0.48005116454212565,0.4920894894335977,0.5021486486198906,0.4913950453265173,0.011645793904206803,0.2796890584422279,0.2796890584422279,0.2796890584422279,0.2796890584422279,0,0.17353657262152902,0.17985567116255216,0.18245919038613517,0.1785519591213451,0.004829931808292879,0.08846143231117524,0.08846143231117524,0.08846143231117524,0.08846143231117524,0,-0.2224595901776628,-0.2124004309913698,-0.20036210609989769,-0.21170598688428943,0.01164579390420687,-0.09399775807495991,-0.0913942388513769,-0.08507514031035378,-0.09009052681016987,0.004829931808292885,0,0,0,0,0,0,0,0,0,0,0.17353657262152902,0.17985567116255216,0.18245919038613517,0.1785519591213451,0.004829931808292879,0.08846143231117524,0.08846143231117524,0.08846143231117524,0.08846143231117524,0
20-34,Female,NHW,CED,MJ,-0.7681902233294206,-0.7390810730936278,-0.7192178197119699,-0.742325247428412,0.02592762060675221,0,0,0,0,0,-0.7681902233294206,-0.7390810730936278,-0.7192178197119699,-0.742325247428412,0.02592762060675221,-19.8144350125756,-18.80092373079398,-18.75516686743253,-19.140486684625618,0.630312738357965,-0.5811685036012918,-0.5588586401590011,-0.5405919658485705,-0.5602773030122853,0.021391383449999125,-0.1870217197281288,-0.1802224329346267,-0.17862585386339916,-0.18204794441612657,0.004693169615868024,1.5708928430446236,1.5907560964262817,1.6198652466620742,1.5940002707610657,0.025927620606752196,0.8516750233326537,0.8516750233326537,0.8516750233326537,0.8516750233326537,0,1.198320035468376,1.2165867097788066,1.2388965732210973,1.218005372632091,0.021391383449999014,0.6577280696198055,0.6577280696198055,0.6577280696198055,0.6577280696198055,0,0.37257280757624733,0.3741693866474749,0.380968673440977,0.37599489812897474,0.004693169615868007,0.19394695371284817,0.19394695371284817,0.19394695371284817,0.19394695371284817,0,-0.5811685036012918,-0.5588586401590011,-0.5405919658485705,-0.5602773030122853,0.021391383449999125,-0.1870217197281288,-0.1802224329346267,-0.17862585386339916,-0.18204794441612657,0.004693169615868024,0,0,0,0,0,0,0,0,0,0,0.37257280757624733,0.3741693866474749,0.380968673440977,0.37599489812897474,0.004693169615868007,0.19394695371284817,0.19394695371284817,0.19394695371284817,0.19394695371284817,0
20-34,Female,NHW,FL,mrh-eq,-0.02387825562771659,-0.02288837448821122,-0.022809192798627424,-0.023207918154850373,6.270347845420205e-4,0,0,0,0,0,-0.02387825562771659,-0.02288837448821122,-0.022809192798627424,-0.023207918154850373,6.270347845420205e-4,-19.8144350125756,-18.80092373079398,-18.75516686743253,-19.140486684625618,0.630312738357965,-0.017772553521284106,-0.017017909522646105,-0.016830493117814184,-0.017216936748542976,5.249262846311419e-4,-0.006111398670392918,-0.00598439624477367,-0.005876161529525544,-0.005990981406307397,1.239402963985914e-4,0.05268915518978092,0.05276833687936469,0.05375821801887007,0.05308788054600385,6.270347845420178e-4,0.02987996239115348,0.02987996239115348,0.02987996239115348,0.02987996239115348,0,0.03987601474254474,0.040063431147376656,0.04081807514601466,0.04026245837327353,5.249262846311438e-4,0.02304552162473055,0.02304552162473055,0.02304552162473055,0.023045521624730548,0,0.012710602295948469,0.012818837011196597,0.012945839436815843,0.012825422172730324,1.2394029639859047e-4,0.006834440766422926,0.006834440766422926,0.006834440766422926,0.006834440766422926,0,-0.017772553521284106,-0.017017909522646105,-0.016830493117814184,-0.017216936748542976,5.249262846311419e-4,-0.006111398670392918,-0.00598439624477367,-0.005876161529525544,-0.005990981406307397,1.239402963985914e-4,0,0,0,0,0,0,0,0,0,0,0.012710602295948469,0.012818837011196597,0.012945839436815843,0.012825422172730324,1.2394029639859047e-4,0.006834440766422926,0.006834440766422926,0.006834440766422926,0.006834440766422926,0
20-34,Female,NHW,Food_price,USD,-0.35588059540614453,-0.3484585061914214,-0.33272876870492757,-0.3455435418855369,0.012443921330552495,0,0,0,0,0,-0.35588059540614453,-0.3484585061914214,-0.33272876870492757,-0.3455435418855369,0.012443921330552495,-19.8144350125756,-18.80092373079398,-18.75516686743253,-19.140486684625618,0.630312738357965,-0.24818337349168537,-0.2453753509385945,-0.23375597522818853,-0.24228364807637867,0.008051596117485767,-0.10769722191445921,-0.10308315525282684,-0.098972793476739,-0.10325989380915825,0.004594354732874779,0.8146054881264958,0.8303352256129896,0.8377573148277128,0.8274202613071052,0.012443921330552488,0.4818767194215683,0.4818767194215683,0.4818767194215683,0.4818767194215683,0,0.5968160761313295,0.6084354518417354,0.6112434743948263,0.6053437489795196,0.008051596117485757,0.36306010090314095,0.36306010090314095,0.36306010090314095,0.36306010090314095,0,0.2177894119951662,0.22189977377125403,0.22651384043288644,0.2220765123275855,0.004594354732874808,0.11881661851842723,0.11881661851842723,0.11881661851842723,0.11881661851842723,0,-0.24818337349168537,-0.2453753509385945,-0.23375597522818853,-0.24228364807637867,0.008051596117485767,-0.10769722191445921,-0.10308315525282684,-0.098972793476739,-0.10325989380915825,0.004594354732874779,0,0,0,0,0,0,0,0,0,0,0.2177894119951662,0.22189977377125403,0.22651384043288644,0.2220765123275855,0.004594354732874808,0.11881661851842723,0.11881661851842723,0.11881661851842723,0.11881661851842723,0
20-34,Female,OTH,CED,MJ,-0.5434718330518925,-0.5417146604125485,-0.4733212811596593,-0.5183335352849888,0.0421093022450819,0,0,0,0,0,-0.5434718330518925,-0.5417146604125485,-0.4733212811596593,-0.5183335352849888,0.0421093022450819,-16.06812649806494,-14.536605113814327,-12.684928877682939,-14.424270078066685,1.783285936103293,-0.40652727657296017,-0.40483234789105,-0.35490623858667647,-0.38790912662001026,0.03086987773081532,-0.1385502783881104,-0.13509817706685606,-0.11832583580025074,-0.13042440866497854,0.011388031438059049,1.2903062745710252,1.3586996538239144,1.3604568264632586,1.335318528696355,0.042109302245082,0.816984993411366,0.816984993411366,0.816984993411366,0.8169849934113659,0,0.9828983011586427,1.0328244104630164,1.0345193391449266,1.0159011891919765,0.030869877730815395,0.6279920625719663,0.6279920625719663,0.6279920625719663,0.6279920625719663,0,0.30731876663965046,0.32409110790625584,0.3275432092275101,0.31941733950437823,0.011388031438059052,0.18899293083939972,0.18899293083939972,0.18899293083939972,0.18899293083939972,0,-0.40652727657296017,-0.40483234789105,-0.35490623858667647,-0.38790912662001026,0.03086987773081532,-0.1385502783881104,-0.13509817706685606,-0.11832583580025074,-0.13042440866497854,0.011388031438059049,0,0,0,0,0,0,0,0,0,0,0.30731876663965046,0.32409110790625584,0.3275432092275101,0.31941733950437823,0.011388031438059052,0.18899293083939972,0.18899293083939972,0.18899293083939972,0.18899293083939972,0
