age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,-21533230.4688531,-21689562.4486213,-22607532.4562063
20-34,Female,Food_price,USD,-10227250.7669849,-10207736.265298,-10787848.3197093
20-34,Female,FL,mrh-eq,-686358.911578208,-687468.046634914,-720119.940975506
20-34,Male,CED,MJ,-17172436.8087843,-16523093.6961665,-16772763.4738838
20-34,Male,Food_price,USD,-6330896.65309657,-6252461.67687193,-6046425.51683671
20-34,Male,FL,mrh-eq,-509160.338600792,-492584.805546653,-495720.040974401
35-44,Female,CED,MJ,-14957144.1068409,-16978937.0543637,-15710001.6465302
35-44,Female,Food_price,USD,-6340787.08629276,-7277717.11828052,-6488996.35208517
35-44,Female,FL,mrh-eq,-491867.403894744,-559777.892216815,-514614.505411501
35-44,Male,CED,MJ,-11619032.5475264,-12374691.9712769,-11554927.5612355
35-44,Male,Food_price,USD,-4596672.89462744,-4658592.96338988,-4682645.12531498
35-44,Male,FL,mrh-eq,-368408.306605376,-389475.447720594,-368697.47494617
45-54,Female,CED,MJ,-15767073.8999352,-15918456.9511547,-15952957.3182199
45-54,Female,Food_price,USD,-8387221.29759433,-8922359.3105837,-8313074.81431916
45-54,Female,FL,mrh-eq,-522252.229469335,-532161.826654343,-523046.329458861
45-54,Male,CED,MJ,-12016594.8253398,-11978391.9712836,-11515162.6211246
45-54,Male,Food_price,USD,-5068716.34757488,-5041960.15893318,-4543372.61698413
45-54,Male,FL,mrh-eq,-392918.420660605,-392228.343563029,-370930.943468784
55-64,Female,CED,MJ,-20599648.9939032,-21390695.5325647,-21438378.5564906
55-64,Female,Food_price,USD,-9901362.4535468,-10145223.9957936,-10332662.2694278
55-64,Female,FL,mrh-eq,-682026.902486503,-703937.177060277,-706813.536958265
55-64,Male,CED,MJ,-15177039.0070259,-16261632.293563,-15774256.7124922
55-64,Male,Food_price,USD,-6017501.33928537,-7039959.4293366,-6403758.44722925
55-64,Male,FL,mrh-eq,-498617.157948519,-547567.306396308,-523388.640449965
65-74,Female,CED,MJ,-14532859.0910022,-14001747.796339,-13977946.6678816
65-74,Female,Food_price,USD,-6982805.18745603,-6344890.05203409,-6205317.81678683
65-74,Female,FL,mrh-eq,-490182.639166475,-466101.606441163,-463039.174520511
65-74,Male,CED,MJ,-10423338.1048996,-10542728.5738977,-10824123.4491655
65-74,Male,Food_price,USD,-4255614.18911228,-4339424.25919579,-4578915.97163856
65-74,Male,FL,mrh-eq,-343512.70964786,-347699.859704803,-360159.155937489
75+,Female,CED,MJ,-10727966.6882805,-11160231.2721714,-10927699.6615402
75+,Female,Food_price,USD,-5546010.6818743,-5314543.59630523,-5536906.81687438
75+,Female,FL,mrh-eq,-375746.583695724,-380404.003556353,-379825.285065276
75+,Male,CED,MJ,-8026137.50300136,-7924941.90718282,-8184328.1543645
75+,Male,Food_price,USD,-3155446.37549117,-3197977.76270077,-3443713.10755666
75+,Male,FL,mrh-eq,-259965.043784046,-258838.238640354,-271410.485661963
