age_gp,sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,added_sugar,CED,MJ,-5810939.34744656,-5994043.72614928,-6234354.70839694
20-34,Female,added_sugar,Food_price,USD,-6852169.58341567,-7060057.69641726,-7392475.27996809
20-34,Female,added_sugar,FL,mrh-eq,-257087.304421588,-265117.645936989,-276546.157117606
20-34,Female,oil,CED,MJ,-565922.423080041,-330106.893969548,-459736.090940993
20-34,Female,oil,Food_price,USD,-654715.287981643,-391408.653705229,-538251.006958453
20-34,Female,oil,FL,mrh-eq,-29710.9527498699,-17313.9930765056,-24024.2415364652
20-34,Female,sat_fat,CED,MJ,-15156368.6983265,-15365411.8285025,-15913441.6568684
20-34,Female,sat_fat,Food_price,USD,-2720365.89558757,-2756269.91517551,-2857122.03278273
20-34,Female,sat_fat,FL,mrh-eq,-399560.654406749,-405036.407621419,-419549.542321434
20-34,Male,added_sugar,CED,MJ,-4174073.24702896,-4135957.56782157,-3909480.61279756
20-34,Male,added_sugar,Food_price,USD,-4516673.76437363,-4477849.81022425,-4190201.16444226
20-34,Male,added_sugar,FL,mrh-eq,-165916.498150381,-164633.879096401,-154984.868376771
20-34,Male,oil,CED,MJ,445551.770650873,397407.847549733,401290.170989773
20-34,Male,oil,Food_price,USD,514800.305449674,448696.921125201,450999.530100457
20-34,Male,oil,FL,mrh-eq,23064.301295099,20495.9316521439,20753.9458176916
20-34,Male,sat_fat,CED,MJ,-13443915.3324062,-12784543.9758947,-13264573.032076
20-34,Male,sat_fat,Food_price,USD,-2329023.19417262,-2223308.78777288,-2307223.88249491
20-34,Male,sat_fat,FL,mrh-eq,-366308.14174551,-348446.858102395,-361489.118415322
35-44,Female,added_sugar,CED,MJ,-4177013.32648527,-4770814.58919097,-4068117.38987334
35-44,Female,added_sugar,Food_price,USD,-4523758.31100801,-5168004.32274952,-4399663.11399744
35-44,Female,added_sugar,FL,mrh-eq,-196429.591564025,-224468.57841233,-191375.898899719
35-44,Female,oil,CED,MJ,-393564.439200788,-466222.846947315,-615385.734400279
35-44,Female,oil,Food_price,USD,-217874.80693297,-303400.220035313,-391871.353668794
35-44,Female,oil,FL,mrh-eq,-19079.3763304598,-22888.9639192327,-29927.0917789153
35-44,Female,sat_fat,CED,MJ,-10386566.3411548,-11741899.6182254,-11026498.5222566
35-44,Female,sat_fat,Food_price,USD,-1599153.96835178,-1806312.57549568,-1697461.88441894
35-44,Female,sat_fat,FL,mrh-eq,-276358.436000259,-312420.349885252,-293311.514732866
35-44,Male,added_sugar,CED,MJ,-3558713.028994,-3421471.94689959,-3610041.765653
35-44,Male,added_sugar,Food_price,USD,-3722689.47442426,-3540516.84646099,-3748066.61510875
