age_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,NHW,CED,MJ,-22717841.0773787,-22566247.0125539,-23237405.5533986
20-34,NHW,Food_price,USD,-9316607.49767431,-9449204.30122108,-9606101.12479264
20-34,NHW,FL,mrh-eq,-693210.634970223,-690111.991396674,-709778.216197461
20-34,NHB,CED,MJ,-5034961.74752493,-4698141.76572558,-4916801.28752304
20-34,NHB,Food_price,USD,-2294496.44528254,-2192713.40686794,-2324454.55767492
20-34,NHB,FL,mrh-eq,-158017.137466372,-147793.850893338,-155218.341457263
20-34,HIS,CED,MJ,-7346378.93499413,-7456401.00011326,-7530827.11017712
20-34,HIS,Food_price,USD,-3177521.24081224,-3288855.07220325,-3217820.59614879
20-34,HIS,FL,mrh-eq,-228078.685260723,-233716.763352154,-233845.315555244
20-34,OTH,CED,MJ,-3606485.51773971,-3491866.36639507,-3695261.97899128
20-34,OTH,Food_price,USD,-1769522.23631236,-1529425.16187766,-1685897.55792963
20-34,OTH,FL,mrh-eq,-116212.792481681,-108430.246539401,-116998.108739938
35-44,NHW,CED,MJ,-15055926.7850026,-17280285.1943868,-15831590.9432954
35-44,NHW,Food_price,USD,-5930403.16633632,-6819072.52671881,-6214248.65958357
35-44,NHW,FL,mrh-eq,-482443.471538631,-554139.970152684,-507602.400275221
35-44,NHB,CED,MJ,-3075539.410127,-3074016.64047762,-3111023.22964645
35-44,NHB,Food_price,USD,-1466389.38630861,-1538365.8223181,-1506756.64184764
35-44,NHB,FL,mrh-eq,-99866.9322614589,-100119.232724152,-100810.954920856
35-44,HIS,CED,MJ,-5210478.45359652,-5883987.64865264,-5382673.49361288
35-44,HIS,Food_price,USD,-2227122.59944377,-2276267.04086095,-2189232.11116038
35-44,HIS,FL,mrh-eq,-169554.618440583,-189435.827597509,-174677.589135175
35-44,OTH,CED,MJ,-3234232.00564115,-3115339.54212366,-2939641.54121093
35-44,OTH,Food_price,USD,-1313544.8288315,-1302604.69177255,-1261404.06480856
35-44,OTH,FL,mrh-eq,-108410.688259447,-105558.309463063,-100221.036026419
45-54,NHW,CED,MJ,-18776743.3714637,-18331781.2193748,-19009539.5021851
45-54,NHW,Food_price,USD,-9383175.71993363,-9662456.33652753,-9306832.63958345
45-54,NHW,FL,mrh-eq,-619194.623783475,-610818.96066491,-622973.69886697
45-54,NHB,CED,MJ,-2676256.06614576,-2982908.05790685,-2640438.46766058
45-54,NHB,Food_price,USD,-1222788.72620928,-1414762.53969789,-1231099.0710986
45-54,NHB,FL,mrh-eq,-88089.1478891654,-99751.3266190886,-87291.7657105982
45-54,HIS,CED,MJ,-3679308.61415471,-3759043.43542022,-3495014.78049825
45-54,HIS,Food_price,USD,-1519056.14511693,-1440892.74198316,-1466296.67006405
45-54,HIS,FL,mrh-eq,-120816.35388315,-120588.919508061,-114530.30708264
45-54,OTH,CED,MJ,-2651360.67351077,-2823116.20973641,-2323127.18900056
45-54,OTH,Food_price,USD,-1330917.05390938,-1446207.85130829,-852219.050557191
45-54,OTH,FL,mrh-eq,-87070.5245741496,-93230.9634253121,-69181.5012674369
55-64,NHW,CED,MJ,-25827035.5112996,-27720592.4477968,-27055749.8155663
55-64,NHW,Food_price,USD,-11739679.4676959,-12841498.8190352,-11992079.6528812
55-64,NHW,FL,mrh-eq,-854497.533306474,-920131.439143835,-886322.857705803
55-64,NHB,CED,MJ,-3407258.43246947,-3457051.71476147,-3422374.39826815
55-64,NHB,Food_price,USD,-1799800.22514263,-1886511.21643147,-1742812.21722399
55-64,NHB,FL,mrh-eq,-114780.015879732,-117606.875589592,-114444.82658878
55-64,HIS,CED,MJ,-3495372.43304629,-3629034.64146588,-3746611.71919733
55-64,HIS,Food_price,USD,-1137959.26287884,-1287658.07037456,-1333029.11629338
55-64,HIS,FL,mrh-eq,-112351.334732483,-119519.019002148,-123229.846243456
55-64,OTH,CED,MJ,-3047021.62411373,-2845649.02210355,-2987899.33595098
55-64,OTH,Food_price,USD,-1241424.83711484,-1169515.31928897,-1668499.73025845
55-64,OTH,FL,mrh-eq,-99015.1765163334,-94247.1497210099,-106204.646870191
65-74,NHW,CED,MJ,-20124292.0037314,-19538525.7200681,-19748148.7332338
65-74,NHW,Food_price,USD,-9283420.22402696,-8713650.81124638,-8616083.0707127
65-74,NHW,FL,mrh-eq,-670027.397177029,-645543.925729506,-648870.437668118
65-74,NHB,CED,MJ,-1965980.57469812,-2004957.47378807,-2121507.63586872
65-74,NHB,Food_price,USD,-863195.20346006,-791595.205480938,-940689.832874982
65-74,NHB,FL,mrh-eq,-68143.1416260204,-68091.337373665,-73658.2828072385
65-74,HIS,CED,MJ,-1666385.35401319,-1645724.07978744,-1658346.59689614
65-74,HIS,Food_price,USD,-564235.754792522,-589553.61109674,-668569.49642051
65-74,HIS,FL,mrh-eq,-55408.4367301038,-55464.9233231612,-58313.9632189358
65-74,OTH,CED,MJ,-1199539.26345897,-1355269.0965931,-1274067.15104841
65-74,OTH,Food_price,USD,-527568.194288766,-589514.683405822,-558891.388417194
65-74,OTH,FL,mrh-eq,-40116.373281182,-44701.2797196337,-42355.6467637085
75+,NHW,CED,MJ,-15455583.2768313,-15906739.45413,-15867673.2055564
75+,NHW,Food_price,USD,-7068089.52563768,-6972778.85969629,-7530371.49790818
75+,NHW,FL,mrh-eq,-520377.755474232,-528876.867251516,-540686.255691284
75+,NHB,CED,MJ,-1566994.88591715,-1567485.0534582,-1286723.46615848
75+,NHB,Food_price,USD,-952247.794916297,-909372.118302688,-670259.340868703
75+,NHB,FL,mrh-eq,-56258.674822932,-55737.2412616285,-43620.3072284471
75+,HIS,CED,MJ,-913149.357128315,-885893.839971843,-1075002.61321207
75+,HIS,Food_price,USD,-344917.959271903,-292578.546281112,-368356.409784685
75+,HIS,FL,mrh-eq,-31520.3370539048,-29529.0996232849,-35747.1974384033
75+,OTH,CED,MJ,-818376.671405047,-725054.831794226,-882628.53097778
75+,OTH,Food_price,USD,-336201.777539594,-337791.834725907,-411632.675869469
75+,OTH,FL,mrh-eq,-27554.8601287006,-25099.0340602775,-31182.0103691047
