age_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,added_sugar,CED,MJ,-9985012.59447552,-10130001.2939709,-10143835.3211945
20-34,added_sugar,Food_price,USD,-11368843.3477893,-11537907.5066415,-11582676.4444104
20-34,added_sugar,FL,mrh-eq,-423003.802571969,-429751.525033391,-431531.025494377
20-34,oil,CED,MJ,-120370.652429168,67300.9535801846,-58445.9199512206
20-34,oil,Food_price,USD,-139914.982531969,57288.2674199716,-87251.4768579957
20-34,oil,FL,mrh-eq,-6646.65145477094,3181.93857563823,-3270.29571877359
20-34,sat_fat,CED,MJ,-28600284.0307327,-28149955.8043972,-29178014.6889443
20-34,sat_fat,Food_price,USD,-5049389.08976018,-4979578.70294839,-5164345.91527763
20-34,sat_fat,FL,mrh-eq,-765868.796152259,-753483.265723814,-781038.660736756
35-44,added_sugar,CED,MJ,-7735726.35547927,-8192286.53609056,-7678159.15552634
35-44,added_sugar,Food_price,USD,-8246447.78543226,-8708521.16921051,-8147729.72910619
35-44,added_sugar,FL,mrh-eq,-349312.382298434,-371005.212458692,-346152.752366589
35-44,oil,CED,MJ,-41036.1556297997,-242210.798758546,-342268.113725644
35-44,oil,Food_price,USD,169696.257090163,-63565.6079598848,-101755.784194573
35-44,oil,FL,mrh-eq,-1424.11812676014,-11185.2741976444,-15976.6315173818
35-44,sat_fat,CED,MJ,-18799414.1432582,-20919131.6907916,-19244501.9385137
35-44,sat_fat,Food_price,USD,-2860708.4525781,-3164223.3045,-2922155.96409939
35-44,sat_fat,FL,mrh-eq,-509539.210074926,-567062.853281072,-521182.596473699
45-54,added_sugar,CED,MJ,-8641407.30146459,-9093842.71803426,-8135367.41420792
45-54,added_sugar,Food_price,USD,-10325613.9757575,-10912710.8845719,-9728254.47160941
45-54,added_sugar,FL,mrh-eq,-390077.817909246,-410116.782063012,-365588.779511468
45-54,oil,CED,MJ,-200585.453310339,-159811.758464551,-136774.3112437
45-54,oil,Food_price,USD,-244185.534303851,-193662.755968762,-204775.531627127
45-54,oil,FL,mrh-eq,-11685.4835354978,-9059.66192032688,-8310.44989542835
45-54,sat_fat,CED,MJ,-18941675.9705,-18643194.4459395,-19195978.2138929
45-54,sat_fat,Food_price,USD,-2886138.1351079,-2857945.82897624,-2923417.42806675
45-54,sat_fat,FL,mrh-eq,-513407.348685197,-505213.726234033,-520078.043520749
55-64,added_sugar,CED,MJ,-9612432.516085,-10847321.2337558,-10607694.6478046
55-64,added_sugar,Food_price,USD,-11642894.3562398,-13054312.8147355,-12864250.1369514
55-64,added_sugar,FL,mrh-eq,-450584.568967356,-509519.220613444,-499673.699923973
55-64,oil,CED,MJ,-635479.310003007,-407574.877398962,-176450.519848279
55-64,oil,Food_price,USD,-734557.232774589,-480602.378005831,-206814.680625411
55-64,oil,FL,mrh-eq,-33006.3626376783,-21374.922742644,-9059.9666627513
55-64,sat_fat,CED,MJ,-25528776.1748411,-26397431.7149729,-26428490.1013299
55-64,sat_fat,Food_price,USD,-3541412.20381782,-3650268.23238887,-3665355.89908031
55-64,sat_fat,FL,mrh-eq,-697053.128829988,-720610.340100497,-721468.510821506
65-74,added_sugar,CED,MJ,-6537117.83061421,-6395397.66025788,-6476704.18137185
65-74,added_sugar,Food_price,USD,-7880595.81393186,-7691307.46972519,-7707214.57112962
65-74,added_sugar,FL,mrh-eq,-320895.189889957,-314423.804704014,-318063.493907645
65-74,oil,CED,MJ,-600586.902949808,-311404.402953228,-352106.015960974
65-74,oil,Food_price,USD,-779367.79505947,-408282.585671194,-475115.518127513
65-74,oil,FL,mrh-eq,-28892.2217140892,-15114.332967095,-17080.6803925707
65-74,sat_fat,CED,MJ,-17818492.4623377,-17837674.3070256,-17973259.9197142
65-74,sat_fat,Food_price,USD,-2578455.76757698,-2584724.25583349,-2601903.69916825
65-74,sat_fat,FL,mrh-eq,-483907.937210289,-484263.328474857,-488054.156157785
75+,added_sugar,CED,MJ,-5233935.97729422,-5021793.57218364,-5509603.82495982
75+,added_sugar,Food_price,USD,-6786209.43431272,-6491153.39328247,-7142617.53947266
75+,added_sugar,FL,mrh-eq,-275635.067194743,-263987.966545946,-290920.696001534
75+,oil,CED,MJ,-27983.0225818575,-70163.6180264695,66834.5042443891
75+,oil,Food_price,USD,-17971.0299986672,-53110.9128835784,80040.2488202328
75+,oil,FL,mrh-eq,-1381.66911554615,-3430.65410005986,3069.08778353898
75+,sat_fat,CED,MJ,-13492185.1914058,-13993215.9891441,-13669258.4951893
75+,sat_fat,Food_price,USD,-1897276.59305409,-1968257.05283996,-1918042.63377862
75+,sat_fat,FL,mrh-eq,-358694.89116948,-371823.621550701,-363384.162509244
