sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,-98117923.2488151,-101139631.055215,-100614516.306869
Female,Food_price,USD,-47385437.4737491,-48212470.3382951,-47664806.3892026
Female,FL,mrh-eq,-3248434.67029099,-3329850.55256386,-3307458.77238992
Male,CED,MJ,-74434578.7965774,-75605480.4133706,-74625561.9722661
Male,Food_price,USD,-29424847.7991877,-30530376.2504281,-29698830.7855603
Male,FL,mrh-eq,-2372581.9772472,-2428394.00157174,-2390306.74143877
