sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,NHW,CED,MJ,-67234963.9939569,-68923194.8298218,-68698977.0623186
Female,NHW,Food_price,USD,-32772537.2782084,-32882946.2024553,-32533361.5196958
Female,NHW,FL,mrh-eq,-2220562.13695712,-2255944.37927431,-2246077.35661651
Female,NHB,CED,MJ,-10539541.4710032,-10743337.1705719,-10436930.6430381
Female,NHB,Food_price,USD,-5758384.63455948,-5981324.96480421,-5567109.89715312
Female,NHB,FL,mrh-eq,-356487.594301988,-364434.675367208,-349397.997533881
Female,HIS,CED,MJ,-12200586.7567827,-13079449.9436675,-12854300.0459393
Female,HIS,Food_price,USD,-5014150.68897912,-5467891.38596889,-5377322.25058469
Female,HIS,FL,mrh-eq,-402408.253412401,-433961.145398166,-425692.799321312
Female,OTH,CED,MJ,-8142831.02707218,-8393649.11115379,-8624308.55557276
Female,OTH,Food_price,USD,-3840364.87200208,-3880307.78506674,-4187012.72176899
Female,OTH,FL,mrh-eq,-268976.685619479,-275510.352524183,-286290.618918217
Male,NHW,CED,MJ,-50722458.0317505,-52420976.2184887,-52051130.6909171
Male,NHW,Food_price,USD,-19948838.3230963,-21575715.45199,-20732355.125766
Male,NHW,FL,mrh-eq,-1619189.27929294,-1693678.77506482,-1670156.50978835
Male,NHB,CED,MJ,-7187449.64587921,-7041223.53554591,-7061937.84208731
Male,NHB,Food_price,USD,-2840533.14675993,-2751995.34429482,-2848961.76443572
Male,NHB,FL,mrh-eq,-228667.455643693,-224665.189094257,-225646.481179301
Male,HIS,CED,MJ,-10110486.3901504,-10180634.7017438,-10034176.2676545
Male,HIS,Food_price,USD,-3956662.27333709,-3707913.69683087,-3865982.14928711
Male,HIS,FL,mrh-eq,-315321.512688546,-314293.407008151,-314651.419352542
Male,OTH,CED,MJ,-6414184.72879721,-5962645.95759222,-5478317.17160717
Male,OTH,Food_price,USD,-2678814.05599437,-2494751.75731246,-2251531.74607151
Male,OTH,FL,mrh-eq,-209403.729622015,-195756.630404513,-179852.331118582
