sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,-27678727.8159252,-28796240.7531568,-28114170.0977309
Female,added_sugar,Food_price,USD,-34303926.619168,-35563513.5171628,-34922765.1494502
Female,added_sugar,FL,mrh-eq,-1311110.24735349,-1359999.8517504,-1330637.41632195
Female,oil,CED,MJ,-2570735.61293009,-1876265.00817726,-1996031.57960229
Female,oil,Food_price,USD,-2786615.69253187,-1963385.93069721,-2035709.70965365
Female,oil,FL,mrh-eq,-130968.889005256,-94870.0538864908,-100603.108898057
Female,sat_fat,CED,MJ,-67868459.8199597,-70467125.2938809,-70504314.6295356
Female,sat_fat,Food_price,USD,-10294895.1620492,-10685570.8904351,-10706331.5300988
Female,sat_fat,FL,mrh-eq,-1806355.53393224,-1874980.64692698,-1876218.24716992
Male,added_sugar,CED,MJ,-20066904.7594876,-20884402.2611362,-20437194.4473342
Male,added_sugar,Food_price,USD,-21946678.0942953,-22832399.7210042,-22249977.7432294
Male,added_sugar,FL,mrh-eq,-898398.581478215,-938804.6596681,-921293.03088364
Male,oil,CED,MJ,944694.116026112,752400.50615569,996821.203116859
Male,oil,Food_price,USD,1040315.37495349,821449.957627934,1040036.96704126
Male,oil,FL,mrh-eq,47932.3824209134,37887.1465343589,49974.1724946897
Male,sat_fat,CED,MJ,-55312368.1531158,-55473478.65839,-55185188.7280487
Male,sat_fat,Food_price,USD,-8518485.07984588,-8519426.48705187,-8488890.00937214
Male,sat_fat,FL,mrh-eq,-1522115.7781899,-1527476.488438,-1518987.88304982
