age_gp,sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,NHW,CED,MJ,-12614359.8199167,-12681127.3379977,-13285958.48619
20-34,Female,NHW,Food_price,USD,-6015037.57297656,-6033915.27474541,-6413148.49542652
20-34,Female,NHW,FL,mrh-eq,-398256.003198281,-398330.825751334,-419128.045410622
20-34,Female,NHB,CED,MJ,-2820065.45282914,-2849672.19792711,-2802233.58470354
20-34,Female,NHB,Food_price,USD,-1395044.2521359,-1418428.84225823,-1370393.27915026
20-34,Female,NHB,FL,mrh-eq,-89175.84692097,-90297.3024182141,-88411.6406525142
20-34,Female,HIS,CED,MJ,-4068044.04507097,-4203036.13146456,-4363788.76621856
20-34,Female,HIS,Food_price,USD,-1782520.97178204,-1926225.28250116,-1956644.09671538
20-34,Female,HIS,FL,mrh-eq,-131095.946101062,-137399.758543311,-141754.969383564
20-34,Female,OTH,CED,MJ,-2030761.15103625,-1955726.78123196,-2155551.61909421
20-34,Female,OTH,Food_price,USD,-1034647.97009039,-829166.865793198,-1047662.4484171
20-34,Female,OTH,FL,mrh-eq,-67831.1153578936,-61440.1599220543,-70825.2855288052
20-34,Male,NHW,CED,MJ,-10103481.2574619,-9885119.67455621,-9951447.06720862
20-34,Male,NHW,Food_price,USD,-3301569.92469775,-3415289.02647567,-3192952.62936611
20-34,Male,NHW,FL,mrh-eq,-294954.631771941,-291781.16564534,-290650.170786839
20-34,Male,NHB,CED,MJ,-2214896.29469579,-1848469.56779847,-2114567.7028195
20-34,Male,NHB,Food_price,USD,-899452.193146643,-774284.564609714,-954061.27852466
20-34,Male,NHB,FL,mrh-eq,-68841.2905454019,-57496.5484751242,-66806.7008047487
20-34,Male,HIS,CED,MJ,-3278334.88992316,-3253364.8686487,-3167038.34395856
20-34,Male,HIS,Food_price,USD,-1395000.26903021,-1362629.78970209,-1261176.49943341
20-34,Male,HIS,FL,mrh-eq,-96982.7391596606,-96317.0048088425,-92090.3461716802
20-34,Male,OTH,CED,MJ,-1575724.36670346,-1536139.58516312,-1539710.35989707
20-34,Male,OTH,Food_price,USD,-734874.266221969,-700258.296084463,-638235.109512528
20-34,Male,OTH,FL,mrh-eq,-48381.6771237877,-46990.0866173464,-46172.8232111328
35-44,Female,NHW,CED,MJ,-8483300.03494246,-9833051.76268438,-9090037.87275225
35-44,Female,NHW,Food_price,USD,-3458116.51554905,-4029982.32326613,-3451969.7379446
35-44,Female,NHW,FL,mrh-eq,-274475.37094039,-318173.405640153,-290214.690553404
35-44,Female,NHB,CED,MJ,-1901162.11347219,-1906928.42049656,-1928717.6488765
35-44,Female,NHB,Food_price,USD,-1030758.4537219,-1095309.3791521,-1070852.02536226
35-44,Female,NHB,FL,mrh-eq,-63616.6924654482,-64064.1784438246,-64420.383603077
35-44,Female,HIS,CED,MJ,-2595688.19582068,-3052788.73845318,-2768697.39420726
35-44,Female,HIS,Food_price,USD,-1051961.01334373,-1255011.08498476,-1116278.15430555
35-44,Female,HIS,FL,mrh-eq,-86602.2446031321,-102824.263996059,-92552.49335557
35-44,Female,OTH,CED,MJ,-1976993.76260557,-2186168.13272961,-1922548.73069418
35-44,Female,OTH,Food_price,USD,-799951.103678077,-897414.330877525,-849896.434472769
35-44,Female,OTH,FL,mrh-eq,-67173.0958857744,-74716.0441367778,-67426.93789945
35-44,Male,NHW,CED,MJ,-6572626.75006017,-7447233.43170238,-6741553.07054318
35-44,Male,NHW,Food_price,USD,-2472286.65078727,-2789090.20345267,-2762278.92163897
35-44,Male,NHW,FL,mrh-eq,-207968.100598242,-235966.564512531,-217387.709721817
35-44,Male,NHB,CED,MJ,-1174377.29665481,-1167088.21998105,-1182305.58076995
35-44,Male,NHB,Food_price,USD,-435630.932586702,-443056.443165995,-435904.616485387
35-44,Male,NHB,FL,mrh-eq,-36250.2397960107,-36055.0542803278,-36390.5713177786
35-44,Male,HIS,CED,MJ,-2614790.25777583,-2831198.91019946,-2613976.09940562
35-44,Male,HIS,Food_price,USD,-1175161.58610004,-1021255.95587619,-1072953.95685483
35-44,Male,HIS,FL,mrh-eq,-82952.373837451,-86611.5636014503,-82125.0957796052
35-44,Male,OTH,CED,MJ,-1257238.24303558,-929171.409394048,-1017092.81051675
35-44,Male,OTH,Food_price,USD,-513593.725153424,-405190.360895023,-411507.630335793
35-44,Male,OTH,FL,mrh-eq,-41237.5923736726,-30842.265326285,-32794.098126969
45-54,Female,NHW,CED,MJ,-11199233.2745146,-10971658.6112826,-11484557.4395163
45-54,Female,NHW,Food_price,USD,-6052150.36392806,-6358265.10910067,-6163611.53843361
45-54,Female,NHW,FL,mrh-eq,-371626.631355382,-368628.600402187,-379133.61530463
45-54,Female,NHB,CED,MJ,-1405109.20263442,-1491030.04916647,-1432713.66995486
45-54,Female,NHB,Food_price,USD,-816493.055540524,-890252.089828965,-835171.151696083
45-54,Female,NHB,FL,mrh-eq,-46936.3571128654,-50218.7062488429,-47884.9793367041
45-54,Female,HIS,CED,MJ,-1807379.66672629,-1922727.3087255,-1836978.9398481
45-54,Female,HIS,Food_price,USD,-808463.559740421,-822240.120765785,-879988.530929553
45-54,Female,HIS,FL,mrh-eq,-59152.3242212932,-61892.6824336816,-61103.0220531584
45-54,Female,OTH,CED,MJ,-1355351.75605982,-1533040.98198016,-1198707.26890061
45-54,Female,OTH,Food_price,USD,-710114.318385326,-851601.990888272,-434303.593259913
45-54,Female,OTH,FL,mrh-eq,-44536.916779794,-51421.8375696309,-34924.712764369
45-54,Male,NHW,CED,MJ,-7577510.09694909,-7360122.60809227,-7524982.0626688
45-54,Male,NHW,Food_price,USD,-3331025.35600557,-3304191.22742685,-3143221.10114984
45-54,Male,NHW,FL,mrh-eq,-247567.992428093,-242190.360262723,-243840.083562341
45-54,Male,NHB,CED,MJ,-1271146.86351135,-1491878.00874038,-1207724.79770572
45-54,Male,NHB,Food_price,USD,-406295.670668753,-524510.449868928,-395927.919402516
45-54,Male,NHB,FL,mrh-eq,-41152.7907763,-49532.6203702456,-39406.7863738941
45-54,Male,HIS,CED,MJ,-1871928.94742841,-1836316.12669472,-1658035.84065014
45-54,Male,HIS,Food_price,USD,-710592.585376507,-618652.621217375,-586308.139134501
45-54,Male,HIS,FL,mrh-eq,-61664.0296618571,-58696.237074379,-53427.2850294812
45-54,Male,OTH,CED,MJ,-1296008.91745096,-1290075.22775625,-1124419.92009995
45-54,Male,OTH,Food_price,USD,-620802.735524054,-594605.86042002,-417915.457297278
45-54,Male,OTH,FL,mrh-eq,-42533.6077943556,-41809.1258556812,-34256.7885030679
55-64,Female,NHW,CED,MJ,-14658411.8340863,-15547221.4376201,-15033482.744984
55-64,Female,NHW,Food_price,USD,-7018949.63737529,-7251570.00393482,-7050504.94575969
55-64,Female,NHW,FL,mrh-eq,-484946.772029905,-508776.91026496,-491306.676280882
55-64,Female,NHB,CED,MJ,-2118924.22178771,-2129526.29473504,-2117343.23232984
55-64,Female,NHB,Food_price,USD,-1313873.88298836,-1377117.49410124,-1261644.98153677
55-64,Female,NHB,FL,mrh-eq,-73269.5952341676,-74851.9025486683,-72454.3635053058
55-64,Female,HIS,CED,MJ,-2138234.92298071,-2158312.21431356,-2208369.55780808
55-64,Female,HIS,Food_price,USD,-757751.315316482,-813043.18478148,-813264.427349011
55-64,Female,HIS,FL,mrh-eq,-69954.9492351958,-71884.5775488575,-73034.9011874512
55-64,Female,OTH,CED,MJ,-1684078.01504849,-1555635.58589596,-2079183.0213686
