"age","outcome","riskfactor","V1","V2","V3"
55,"AFF","leg_tot",7.14813291727542,5.68193249782371,5.60484537956687
65,"AFF","leg_tot",16.9354073561041,15.5473081109076,17.275459983893
75,"AFF","leg_tot",102.12583369958,89.25477897853,87.3858668508768
25,"APCA","leg_tot",0.00726775692318856,0.00922583006325565,0.00989045136116846
35,"APCA","leg_tot",0.161003738259815,0.0507581443890836,0.127723823372244
45,"APCA","leg_tot",1.47295937496134,2.68170326597896,1.65768975537675
55,"APCA","leg_tot",4.23491691109411,11.1528694319103,14.7174943865621
65,"APCA","leg_tot",17.446646395489,2.81149222647567,8.8132057168674
75,"APCA","leg_tot",3.23385924373582,12.8025770186804,8.29781424413875
25,"BC","leg_tot",0,0,0
35,"BC","leg_tot",0,0,0
45,"BC","leg_tot",39.5724518793229,39.6423216905831,45.6603592074639
55,"BC","leg_tot",156.998259562512,131.323641379633,150.378397987676
65,"BC","leg_tot",202.764588671583,89.6972646147852,158.34129974887
75,"BC","leg_tot",101.087441248783,149.445188582488,94.6599092452047
25,"CC","leg_tot",2.75297742894938,1.60504076657905,2.13445402044523
35,"CC","leg_tot",8.79189357030611,6.75837265011864,4.3820038788025
45,"CC","leg_tot",8.52167433951823,27.7153967146146,12.7077243913139
55,"CC","leg_tot",12.89973612356,23.2216266864113,30.7261603202408
65,"CC","leg_tot",50.0705794245423,23.107208383596,18.836721391605
75,"CC","leg_tot",35.5201636601543,30.2692807965152,14.5741091487723
25,"CM","leg_tot",8.01774646292372,6.26949308145501,5.45746687264412
35,"CM","leg_tot",8.16990330688541,8.68810810869896,7.94331903464056
45,"CM","leg_tot",15.8016914322087,13.9097396590523,11.0335486363741
55,"CM","leg_tot",23.0298170129346,17.6712978594709,13.3245686844265
65,"CM","leg_tot",22.6847589404117,16.6929801544722,18.9618914659219
75,"CM","leg_tot",22.6185385214257,41.3796164454045,29.7606559463328
25,"DIAB","leg_tot",13.984181025892,19.6309598622174,16.1669645246445
35,"DIAB","leg_tot",51.594374343593,51.1045891191108,38.0711118788064
45,"DIAB","leg_tot",116.740252573069,132.861437665571,110.117749679286
55,"DIAB","leg_tot",153.372488572819,140.724248119214,169.076255675067
65,"DIAB","leg_tot",251.402562750085,324.055869439442,208.988412768682
75,"DIAB","leg_tot",268.976607473584,260.171227061021,309.508130633681
25,"ECA","leg_tot",0.491284860253789,0.484263003159261,0.197822853480252
35,"ECA","leg_tot",1.55278809018178,0.891857498261128,0.792278411530255
45,"ECA","leg_tot",7.13695071961479,6.69266727937037,6.02513251549464
55,"ECA","leg_tot",20.9663414053052,18.9367244167872,17.6961844058099
65,"ECA","leg_tot",23.2109555233382,30.7363987570589,25.5320278415382
75,"ECA","leg_tot",17.9391008958586,25.6285025555412,12.239862406849
25,"ENDO","leg_tot",1.79465754247548,1.68772782167414,1.6487854605243
35,"ENDO","leg_tot",2.12476220939826,2.01341178397861,1.26893701973491
45,"ENDO","leg_tot",1.50184544055981,1.86713616863889,1.39586796375692
55,"ENDO","leg_tot",2.09501248962706,1.5992766523514,1.46603234148626
65,"ENDO","leg_tot",1.47767408824245,2.00044183417484,1.47109325388374
75,"ENDO","leg_tot",2.26230658684917,1.61457869915895,2.32083882951795
25,"GC","leg_tot",0.0501097773694641,0.0751190459650755,0.0502786687149108
35,"GC","leg_tot",0.511957271597851,0.158257135563031,0.435864685545926
45,"GC","leg_tot",0.838140334835781,0.876354514660505,1.66737060763717
55,"GC","leg_tot",3.52426110332858,2.21418578246458,2.06574914640275
65,"GC","leg_tot",3.82328209363257,2.86362765947249,4.3858851910702
75,"GC","leg_tot",4.7404983424643,6.57752549063281,5.28708674805847
25,"HHD","leg_tot",9.69103311368421,7.26203669051318,5.52615068044049
35,"HHD","leg_tot",30.5571643946066,24.9188372988013,7.92797657452201
45,"HHD","leg_tot",68.1222411573743,29.9756032392846,37.0967290513765
55,"HHD","leg_tot",74.1455942194809,57.9057801991965,90.3707528775983
65,"HHD","leg_tot",121.227771646977,79.8395875554435,90.9152963664645
75,"HHD","leg_tot",270.775448438159,280.434556660763,182.381017767469
25,"HSTK","leg_tot",11.2042599049371,11.6009123871659,13.797151843273
35,"HSTK","leg_tot",38.9984293466538,45.4117017353123,36.3538304854514
45,"HSTK","leg_tot",98.0380508697065,93.6124065631755,99.8690646230853
55,"HSTK","leg_tot",129.527708460826,89.5517941157961,149.556029320504
65,"HSTK","leg_tot",185.467905275709,208.224953688416,124.052621749434
75,"HSTK","leg_tot",356.364703063484,367.22346102055,387.227057850611
25,"IHD","leg_tot",23.8210264864839,20.1861646368669,19.1013556610632
35,"IHD","leg_tot",76.7602426462527,100.053964835897,77.1243907706198
45,"IHD","leg_tot",302.743664171676,326.302848238257,273.689163229986
55,"IHD","leg_tot",657.280534892423,518.97938958705,674.89149627322
65,"IHD","leg_tot",1026.63662906757,1200.51349740428,1032.52580730331
75,"IHD","leg_tot",1703.20766038776,1373.31934525962,1570.85956068563
25,"ISTK","leg_tot",7.60742007413684,5.44737085279996,7.89427670281404
35,"ISTK","leg_tot",18.2830416946098,13.2830999912309,13.7639717555447
45,"ISTK","leg_tot",43.31444002295,47.6269954338176,39.1963958005294
55,"ISTK","leg_tot",93.8739550396441,72.5313247612488,73.1599507775623
65,"ISTK","leg_tot",170.831774563233,157.239437765958,119.223047754433
75,"ISTK","leg_tot",476.134319398838,588.637791315352,541.530643755127
25,"KC","leg_tot",3.92565806107525,4.82407448653347,3.71528245418623
35,"KC","leg_tot",10.0788138895795,16.0286552484503,12.9891736345301
45,"KC","leg_tot",41.7295158940783,53.4908371561541,30.9064353966181
55,"KC","leg_tot",76.5687934803419,65.8840568162011,85.2138278364915
65,"KC","leg_tot",96.2771378255949,96.7633155140121,89.22714137409
75,"KC","leg_tot",64.9219816371912,61.9308352797901,68.0051404833404
25,"LC","leg_tot",0,0,0
35,"LC","leg_tot",0,0,0
45,"LC","leg_tot",0,0,0
55,"LC","leg_tot",0,0,0
65,"LC","leg_tot",0,0,0
75,"LC","leg_tot",0,0,0
25,"LVC","leg_tot",0.946104050197924,1.04221955556382,0.875467180834683
35,"LVC","leg_tot",1.51844973526658,2.04369628147959,1.26848275665514
45,"LVC","leg_tot",9.14428239738177,8.85687874654784,10.1424439914918
55,"LVC","leg_tot",49.1569153036184,43.4785247382549,63.3420964939814
65,"LVC","leg_tot",54.7372085448758,42.6971088926822,37.9350229247117
75,"LVC","leg_tot",35.7938616356962,31.1413868817693,26.1898437637827
25,"MLPC","leg_tot",11.8797896932617,8.35603441652206,12.3948879291833
35,"MLPC","leg_tot",19.2610703586915,31.3722178093415,20.5755114492199
45,"MLPC","leg_tot",101.469913909585,111.190587333056,77.2725635956367
55,"MLPC","leg_tot",188.760044803939,199.285956477556,200.346830180762
65,"MLPC","leg_tot",282.826221033573,290.003183662131,302.831933819621
75,"MLPC","leg_tot",189.363772255566,199.352539754514,166.524815573052
25,"MMC","leg_tot",0.143872497199671,0.153380822636028,0.19666227776914
35,"MMC","leg_tot",0.943644164080945,1.17417699495491,0.853164022573583
45,"MMC","leg_tot",5.02928865351536,3.99451354004026,2.12191816536321
55,"MMC","leg_tot",8.74505936827716,6.11146230526792,9.11819862948324
65,"MMC","leg_tot",12.4214427753108,14.0373830657274,9.2725771178778
75,"MMC","leg_tot",11.1646824882061,9.7624514319375,11.3481780513183
25,"OC","leg_tot",0.735180721983846,0.975624771880823,0.74275149914919
35,"OC","leg_tot",0.944578726963429,0.840590241215363,0.544142572911034
45,"OC","leg_tot",3.50350791913978,2.01190512177674,2.86154142981599
55,"OC","leg_tot",4.72419923376158,3.28839915739966,4.85547190910291
65,"OC","leg_tot",6.9209174023062,3.82398686691424,5.28493589230898
75,"OC","leg_tot",2.23518257350127,8.07953603971506,3.49759774494074
25,"OSTK","leg_tot",4.93805445459307,3.77335841358594,3.62926502667694
35,"OSTK","leg_tot",14.5134418891334,17.1307078415656,16.8511230361417
45,"OSTK","leg_tot",57.2263946085247,74.7207280371965,52.8140525582104
55,"OSTK","leg_tot",147.144457332622,162.938672484285,150.681529950225
65,"OSTK","leg_tot",356.562512695175,320.634371681126,367.488782719218
75,"OSTK","leg_tot",870.882688288042,1046.73580158297,827.960052029751
25,"OTH","leg_tot",6.48550610012519,5.71647179867075,4.64084679813854
35,"OTH","leg_tot",7.68387921699439,8.31880283228518,5.8661790446684
45,"OTH","leg_tot",12.7424371256341,15.364473493689,10.1847226277162
55,"OTH","leg_tot",27.0040199803939,22.8155665105442,16.7780022582916
65,"OTH","leg_tot",36.4074086635027,33.5861128063111,23.3998863811643
75,"OTH","leg_tot",73.1970261428445,145.774787481012,108.470269930876
25,"PC","leg_tot",0.494014882866852,0.362801789514568,0.46105428269222
35,"PC","leg_tot",1.46595442590241,1.25849940432384,0.964069812666073
45,"PC","leg_tot",6.03480734658483,5.12373088901255,4.7514151431698
55,"PC","leg_tot",18.6370841461319,19.5006180833573,23.4365106444832
65,"PC","leg_tot",26.5127881368325,28.9208611229375,25.9396311688258
75,"PC","leg_tot",32.5804442288231,44.6436623916641,27.3104627165245
25,"PVD","leg_tot",0.16051506280354,0.0827517224126555,0.0682666500721568
35,"PVD","leg_tot",0.29524651108233,0.392898173128839,0.224174397862514
45,"PVD","leg_tot",1.23470780409767,2.16893558280657,1.14819359917445
55,"PVD","leg_tot",5.21398703917973,3.61262729387198,4.13344510958966
65,"PVD","leg_tot",11.2829478063728,7.42348818242367,8.62121532262987
75,"PVD","leg_tot",16.0208071493495,20.2323143555352,20.2655089655199
25,"RHD","leg_tot",1.04336357856305,1.00249119626278,0.779402495039713
35,"RHD","leg_tot",0.846890519009842,0.723873224702745,0.732920309081357
45,"RHD","leg_tot",1.51745819183317,1.24270715051882,1.20508747135942
55,"RHD","leg_tot",1.93267919190928,1.75627365441465,1.94392737339906
65,"RHD","leg_tot",3.54953112936418,3.48766436744681,3.41777155059051
75,"RHD","leg_tot",7.61042338308916,8.5115116421499,7.25006362979982
25,"SCC","leg_tot",0.231181934571429,0.459018989552361,0.216948589033706
35,"SCC","leg_tot",1.02772008359388,0.688867093911943,0.387042027364787
45,"SCC","leg_tot",2.39969343200497,2.46673126859358,2.60241297511688
55,"SCC","leg_tot",4.44358860634307,7.53239350868867,9.23065095718079
65,"SCC","leg_tot",16.1767883094395,6.43129354929009,11.5727980741382
75,"SCC","leg_tot",10.940743059242,9.68232813010797,11.4380265723805
25,"SCNC","leg_tot",0,0,0
35,"SCNC","leg_tot",0,0,0
45,"SCNC","leg_tot",0,0,0
55,"SCNC","leg_tot",0,0,0
65,"SCNC","leg_tot",0,0,0
75,"SCNC","leg_tot",0,0,0
25,"TC","leg_tot",6.68102382125359,8.17684820832683,4.54562318056478
35,"TC","leg_tot",5.41732386565274,5.93888574141401,16.5657552540701
45,"TC","leg_tot",12.2535542741471,12.9410524008819,12.1035243419017
55,"TC","leg_tot",14.9362778232987,8.00273883118115,12.2128034210337
65,"TC","leg_tot",7.39120170552535,7.90638454565616,11.9038237070097
75,"TC","leg_tot",2.82166392153648,3.35017962718414,1.83112894859005
25,"UC","leg_tot",6.42226659108887,6.37836173895254,5.77434965912489
35,"UC","leg_tot",16.5050320888314,23.0524067823602,23.4926894232401
45,"UC","leg_tot",87.9081141755733,68.5816347048418,69.2066758993331
55,"UC","leg_tot",166.813316705954,117.197396224552,159.072966338515
65,"UC","leg_tot",141.372819862278,125.183454114414,165.587105474675
75,"UC","leg_tot",82.6025228251225,82.9841892856585,74.1682666250824
