"race","pathway","disease_type","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
1,"direct","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"direct","CMD","leg_tot",3603.48512599101,265.312001849118,3736.64232386652,3319.9003065255,3773.88632726234,0.00631848179105806,0.000464442653605618,0.00654570134312817,0.00582225193091639,0.00662157503194015,0.654570134312817,0.582225193091639,0.662157503194015,2.3615800527962,0.173874876523042,2.44884595549715,2.17572990231407,2.47325418598253
1,"direct","Cancer","dairy_tot",7131.55121937514,419.38516758054,7036.7303640346,6781.14628558813,7562.55388020162,0.00963792746513848,0.000545005633067868,0.00952375944178466,0.00917728486741527,0.0101956128827124,0.952375944178466,0.917728486741527,1.01956128827124,4.67373348753287,0.274848268153852,4.61159169070785,4.44409210617564,4.95619539619135
1,"direct","Cancer","leg_tot",695.540133725032,28.6174409484543,696.621264975958,667.908638538878,722.252667347898,0.000940065496446505,3.8691025716557e-05,0.000938985365278456,0.000903778821641051,0.000977270282744799,0.0938985365278456,0.0903778821641051,0.0977270282744799,0.455829189879757,0.0187547264226204,0.456537720068554,0.437720612883034,0.473335516216004
1,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medBMI","CMD","leg_tot",3547.14502689942,205.022713680129,3611.39847238962,3332.37668843658,3707.29793669559,0.00621973852745337,0.000359725406685584,0.00632630414752435,0.00584414693063288,0.00650474934721352,0.632630414752435,0.584414693063288,0.650474934721352,2.32465700482034,0.134363687948894,2.36676614358121,2.18390642410398,2.42961481758997
1,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medBMI","Cancer","leg_tot",1455.57629967855,101.460503559333,1413.09160699671,1383.80567742076,1563.45891071591,0.00196709622516324,0.000132414853752661,0.00191252809728598,0.00187277750618113,0.00210779785284102,0.191252809728598,0.187277750618113,0.210779785284102,0.953926500167924,0.0664931567565397,0.926083731492969,0.906890904355893,1.02462844935367
1,"medSBP","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","CMD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"direct","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"direct","CMD","leg_tot",548.859357285144,141.035675895518,477.87316278484,458.44290510731,699.614074788238,0.00572986714436198,0.00144400786316024,0.00498107297235861,0.00482240615016758,0.00727380318475923,0.498107297235861,0.482240615016758,0.727380318475923,1.95445486429347,0.50221948325044,1.7016773334064,1.6324873649231,2.49128326491785
2,"direct","Cancer","dairy_tot",1695.83214503127,87.7448829269325,1660.1947681685,1632.94695064867,1789.00910974721,0.0153533539237173,0.000707649158192907,0.0150710216507138,0.0148424824079486,0.0161042078715389,1.50710216507138,1.48424824079486,1.61042078715389,6.0387553585238,0.312454203389503,5.91185282213523,5.81482499745454,6.37055287552335
2,"direct","Cancer","leg_tot",62.5586581367958,8.15881416073992,61.683792843022,55.2130950868321,70.6478566864672,0.000566479775545472,7.40777861516024e-05,0.000555033459733417,0.000501603492969435,0.000641085426561757,0.0555033459733417,0.0501603492969435,0.0641085426561757,0.222767585313503,0.0290530421166534,0.219652243092728,0.196610481050968,0.251572730463697
2,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
