"age","disease_type2","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,"Cancer","dairy_tot",193.07279488199,15.7142390355253,200.504246856993,176.295341983177,203.53351360205,0.0125713404156197,0.000799744856831133,0.0129077027371341,0.0117208199956336,0.0131359528623187,1.29077027371341,1.17208199956336,1.31359528623187,0.286581459206469,0.0233249306608561,0.297612098465205,0.26167838088076,0.302108494162251
25,"Cancer","leg_tot",32.9927395162613,1.72442044305502,32.9020134252491,31.3948000654752,34.6677961444077,0.00215010817313018,0.000111986450568203,0.00208595784792492,0.00208499943801183,0.00226974468467301,0.208595784792492,0.208499943801183,0.226974468467301,0.0489717230206785,0.00255958861090828,0.0488370566345299,0.0465998724458227,0.0514580400237605
25,"DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"DIAB","leg_tot",16.5940351375846,2.84751115676846,16.1669645246445,14.0933202008297,19.4577600953388,0.0205071648153813,0.00398947987940377,0.021117736412421,0.0164911033480287,0.0240042404252502,2.1117736412421,1.64911033480287,2.40042404252502,0.0246308280084675,0.00422661257331561,0.0239969193342009,0.0209189713687338,0.0288815070213278
25,"HHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"HHD","leg_tot",7.49307349487929,2.092031291452,7.26203669051318,5.61294498094412,9.56958329252566,0.0129747030008264,0.00400218599754611,0.0118706516238327,0.00975194374885488,0.0171359059232426,1.18706516238327,0.975194374885488,1.71359059232426,0.0111221052008717,0.00310524007577741,0.0107791730722613,0.00833139626982548,0.0142043064412368
25,"HSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"HSTK","leg_tot",12.200774711792,1.39665609845487,11.6009123871659,11.2240925290486,13.6873398704676,0.0451493051663126,0.00574073862621786,0.044412869376635,0.0400423487383947,0.0508822320154565,4.4412869376635,4.00423487383947,5.08822320154565,0.0181098316958217,0.00207308203597226,0.017219445142815,0.0166601245774125,0.0203163673842865
25,"IHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"IHD","leg_tot",21.0361822614713,2.47198718578506,20.1861646368669,19.1555961098534,23.6392833940031,0.020872601362153,0.00173847479049431,0.0199598947754901,0.0197895287011645,0.022731474621805,1.99598947754901,1.97895287011645,2.2731474621805,0.0312243877357785,0.0036692155167432,0.0299626911235797,0.0284329995248006,0.0350882180671254
25,"ISTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"ISTK","leg_tot",6.98302254325028,1.33762523418976,7.60742007413684,5.5553733138668,7.87993387138018,0.0511920400880747,0.0127008664270996,0.0530965044440373,0.0384189864354294,0.0623462990381519,5.30965044440373,3.84189864354294,6.23462990381519,0.0103650273014358,0.00198546145105425,0.0112918319071067,0.00824594159781924,0.011696329090232
25,"OSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
