"disease_type1","riskfactor","V1","V2","V3"
"CMD","dairy_tot",0,0,0
"Cancer","dairy_tot",0.0112070103757301,0.0103800247559707,0.0108927629184079
"CMD","leg_tot",0.0118294385356332,0.0118417548093431,0.0112856927612261
"Cancer","leg_tot",0.00266530891480335,0.00253834911494368,0.00254944370436921
