"age","female","race","disease_type2","X1","X2","X3"
75,0,3,"Cancer",6186.74992097882,5885.05564213575,6080.77377435776
75,0,4,"Cancer",6539.38150952918,6487.7370174382,6407.72563384233
25,1,1,"DIAB",182.655867873458,163.599050302219,175.688230085578
25,1,2,"DIAB",122.644859016571,123.193993747439,107.32467274096
25,1,3,"DIAB",41.7879594319627,45.2416285423114,43.5733541991814
25,1,4,"DIAB",17.695358468448,8.80805582974682,10.6989216632367
25,0,1,"DIAB",265.073876014051,257.076092542416,224.910051270243
25,0,2,"DIAB",145.002017014509,137.74251648493,149.548951071869
25,0,3,"DIAB",63.0076781498608,56.723084633783,49.4250035611369
25,0,4,"DIAB",22.8246814801493,20.2844164060544,4.39414136802465
35,1,1,"DIAB",398.645455698091,383.519264297966,394.619511485606
35,1,2,"DIAB",208.478345075445,239.720826067483,216.42190725021
35,1,3,"DIAB",92.6178708771,82.3223895940044,80.3181361417193
35,1,4,"DIAB",46.0079470953646,35.4126842038856,44.3362850146887
35,0,1,"DIAB",654.851607174384,631.751356623216,650.348153642477
35,0,2,"DIAB",383.630547010528,387.858184553404,384.470282640976
35,0,3,"DIAB",187.165513479576,205.783431104116,195.549820176977
35,0,4,"DIAB",77.7917961916405,76.3922647132262,76.2902653137608
45,1,1,"DIAB",1084.1952601147,1098.57571638857,1107.53519307515
45,1,2,"DIAB",609.872079139063,561.451405159288,604.556413958576
45,1,3,"DIAB",264.670623207087,269.193585531029,277.615966814608
45,1,4,"DIAB",81.6290203694072,107.710419303762,108.195703270907
45,0,1,"DIAB",2063.16953760064,2115.88668832626,2044.90170179663
45,0,2,"DIAB",814.726285533241,826.078788161691,784.182751467263
45,0,3,"DIAB",533.21821901257,516.330702956971,560.456952672276
45,0,4,"DIAB",166.805182661148,181.270213181656,186.210607937297
55,1,1,"DIAB",2939.52180427568,2743.65316163134,2882.79220823286
55,1,2,"DIAB",1225.11994723497,1208.84098737827,1108.17011669362
55,1,3,"DIAB",500.97284987351,554.184650828349,498.442650612765
55,1,4,"DIAB",184.901559163715,206.134824675969,190.695811296766
55,0,1,"DIAB",5265.24472140944,5455.21565405495,5328.46259418832
55,0,2,"DIAB",1815.43954421974,1676.12524777894,1762.04902664546
55,0,3,"DIAB",952.510659742398,919.873932714032,902.962661994914
55,0,4,"DIAB",385.465693845391,354.85363547356,316.570160973189
65,1,1,"DIAB",4661.11499867028,4843.1308035786,4820.40989132167
65,1,2,"DIAB",1633.52857392839,1600.45827977107,1571.16220125217
65,1,3,"DIAB",760.01016689531,764.215818775611,737.808354510784
65,1,4,"DIAB",340.004847532354,332.396484323491,318.256136648177
65,0,1,"DIAB",7826.090892562,7755.40114355779,7857.35291048925
65,0,2,"DIAB",1903.97296886011,1995.74068803006,1882.74258498913
65,0,3,"DIAB",980.681211783514,967.497268858552,1008.99287794375
65,0,4,"DIAB",456.180451206632,445.571302846991,444.46289457827
75,1,1,"DIAB",11036.2692315832,10901.1357189993,11127.2709947412
75,1,2,"DIAB",2849.15498714868,2785.37349216806,2739.88927716847
75,1,3,"DIAB",1724.9477163485,1608.7054237513,1555.58049477184
75,1,4,"DIAB",877.904102940899,864.55642568945,885.27634726885
75,0,1,"DIAB",12032.4765433488,12163.4542378818,11899.0843700969
75,0,2,"DIAB",1785.87984928831,1797.61944117068,1806.26825407515
75,0,3,"DIAB",1463.58741369721,1388.48678207454,1450.40538328027
75,0,4,"DIAB",692.226296832784,668.904444702187,660.543184443956
25,1,1,"HHD",54.0612755183912,70.1970221755184,51.1024388990524
25,1,2,"HHD",67.0945419521896,80.41718155228,62.6652599853337
25,1,3,"HHD",20.6966062359289,16.3948184944751,12.5675584160758
25,1,4,"HHD",9.07421107916026,11.0506344476385,10.8975008867531
25,0,1,"HHD",178.850855031065,175.856622500593,177.654746243275
25,0,2,"HHD",146.281681749328,174.132711796608,166.661414920415
25,0,3,"HHD",59.4162787815645,62.9803444081307,67.608583421677
25,0,4,"HHD",21.0638845854652,20.7346115957175,24.0689062965753
35,1,1,"HHD",239.064315614054,230.974850255854,238.258529516436
35,1,2,"HHD",199.178503551532,215.470890708578,214.220035695942
35,1,3,"HHD",41.3024681161892,34.0906421075935,32.2627144861152
35,1,4,"HHD",16.0300918448283,23.7118105870013,23.9457536568422
35,0,1,"HHD",537.136420279017,601.262106051216,587.133227848811
35,0,2,"HHD",441.268158696792,414.331878696593,443.0690492372
35,0,3,"HHD",169.375688322056,161.826699905348,159.988713557451
35,0,4,"HHD",57.8462205055076,47.7636157750817,58.6080201114356
45,1,1,"HHD",736.752198831749,657.067936740139,690.999237733444
45,1,2,"HHD",486.000348610854,494.764625561043,509.804171238016
45,1,3,"HHD",84.5679942800197,110.493446364522,99.5876498934387
45,1,4,"HHD",38.3684092867327,23.0105143525545,31.1975114312887
45,0,1,"HHD",1739.72780363651,1635.94059145547,1754.34887925274
45,0,2,"HHD",877.533546659399,850.471084839423,871.751694317657
45,0,3,"HHD",282.226010112088,310.505781076517,308.822921051297
45,0,4,"HHD",114.317533585171,91.0614473015652,97.9989136654773
55,1,1,"HHD",1508.04261467549,1571.71843194744,1590.95468065236
55,1,2,"HHD",966.313403584585,913.293967445551,949.923439911558
55,1,3,"HHD",152.944599484936,151.106240828929,144.855964969842
55,1,4,"HHD",46.1752595050818,58.9192700407865,61.827839997316
55,0,1,"HHD",3461.33756741823,3427.38313462258,3468.77246661115
55,0,2,"HHD",1461.13103353117,1540.17325453384,1487.79564877175
55,0,3,"HHD",389.855269725562,386.953719379224,397.831304059532
55,0,4,"HHD",134.68028586848,152.251125257531,170.037146016368
65,1,1,"HHD",2121.34234851795,2077.83075696697,1992.84340364333
65,1,2,"HHD",792.662368004094,821.571782870488,821.927291322488
65,1,3,"HHD",184.538000239482,188.154200070297,193.81497935895
65,1,4,"HHD",86.5460081950751,96.1615969667197,109.106314301635
65,0,1,"HHD",3607.68189157138,3641.46067017505,3582.95012741312
65,0,2,"HHD",1250.78246545471,1175.59484238953,1211.021148537
65,0,3,"HHD",341.562319371903,332.966680132979,327.810152139231
65,0,4,"HHD",131.723278600502,124.154309645013,135.31629515145
75,1,1,"HHD",13815.4790565131,14070.9005844773,13724.9057716553
75,1,2,"HHD",1843.14800311899,1929.88698556424,1968.53756323951
75,1,3,"HHD",1070.72283067693,1077.22449838704,1033.81373460427
75,1,4,"HHD",557.318248413807,576.329179261185,529.588254115407
75,0,1,"HHD",7983.90837674313,8165.7453533193,7964.06464942117
75,0,2,"HHD",1236.32420822531,1242.36366021666,1237.11789166314
75,0,3,"HHD",726.241968967551,708.834345455305,798.350364156437
75,0,4,"HHD",348.319785368695,357.577542503752,340.441303971496
25,1,1,"HSTK",35.5598275767308,34.6701988102752,28.2403434163435
25,1,2,"HSTK",45.359608606447,38.7531395196173,38.5316276786997
25,1,3,"HSTK",28.4924587002598,31.0188345274831,33.243502463399
25,1,4,"HSTK",8.2890608150558,9.39346255230472,10.2618958210153
25,0,1,"HSTK",70.884990677184,74.7547895702139,65.0369359220139
25,0,2,"HSTK",29.4242342712072,34.0702326581032,43.0152070094517
25,0,3,"HSTK",55.8368016620918,30.415696989154,42.3330451984841
25,0,4,"HSTK",7.57996113072324,8.12974509107461,8.69351249539154
35,1,1,"HSTK",253.735385937847,211.52585660611,212.393073985785
35,1,2,"HSTK",116.040434019779,142.490392563262,141.538884379653
35,1,3,"HSTK",71.3348477791655,70.9479828491807,73.5133713545717
35,1,4,"HSTK",32.1693764391982,41.5930789107856,32.2139745441975
35,0,1,"HSTK",234.130624900664,241.11644288848,245.533293428478
35,0,2,"HSTK",164.039334788511,167.591930067198,152.107912128177
35,0,3,"HSTK",141.461901098663,141.325922037503,134.582410671208
35,0,4,"HSTK",54.7804880135454,40.1695328112531,57.1485193616532
45,1,1,"HSTK",652.048172101467,695.172240053648,653.502069876066
45,1,2,"HSTK",284.301377780024,312.603347707112,313.358338025517
45,1,3,"HSTK",179.046840732535,184.156174894573,188.967940749168
45,1,4,"HSTK",84.9627479922854,88.2096881977225,97.288570161217
45,0,1,"HSTK",687.14898271441,723.658956129713,697.580886422881
45,0,2,"HSTK",374.546850356148,382.452338329249,369.575530645459
45,0,3,"HSTK",298.633516103194,321.08683827821,317.062705417234
45,0,4,"HSTK",126.881314264196,128.762183186463,133.301442498602
55,1,1,"HSTK",1400.00904932052,1417.02286203756,1458.81071938833
55,1,2,"HSTK",481.351644128934,516.602868436603,501.700906431238
55,1,3,"HSTK",209.34942729543,198.901407866528,252.509607930834
55,1,4,"HSTK",154.772336988368,147.906551815401,168.782348069018
55,0,1,"HSTK",1526.05540321296,1531.33800367996,1613.60535258576
55,0,2,"HSTK",564.96867077642,614.736850029325,603.059948074115
55,0,3,"HSTK",399.251942355052,349.987311550215,406.512505825066
55,0,4,"HSTK",155.662838953046,180.8882476567,188.315497697299
65,1,1,"HSTK",2259.9534564101,2291.81465229757,2294.49245902357
65,1,2,"HSTK",507.119816601938,533.202482111856,537.64897007799
65,1,3,"HSTK",282.847747214369,285.204430516741,271.746172523392
65,1,4,"HSTK",264.336503149859,251.5731799909,258.753339668711
65,0,1,"HSTK",2500.05919491167,2511.94040218027,2561.06860179137
65,0,2,"HSTK",501.848165663043,514.994404290731,504.447324625585
65,0,3,"HSTK",219.8535130055,234.742923127362,272.644897801078
65,0,4,"HSTK",207.378444274074,173.540418317387,176.643988303187
75,1,1,"HSTK",8633.03631348033,8616.15930008856,8707.24459880044
75,1,2,"HSTK",936.742377633019,1022.15108389553,1047.89455845093
75,1,3,"HSTK",746.739386609067,743.428738611284,686.844819499461
75,1,4,"HSTK",567.887694316404,589.581586468962,591.515545003031
75,0,1,"HSTK",6126.9311548468,6147.28071061804,6008.46879531258
75,0,2,"HSTK",555.430175357484,512.951591665009,526.833378432978
75,0,3,"HSTK",484.675567152012,482.303619709171,487.119047364589
75,0,4,"HSTK",406.615912798591,407.59272534462,422.163662460198
25,1,1,"IHD",122.438957483709,168.085178425119,129.717540127698
25,1,2,"IHD",88.0923031788469,76.10633505206,70.6740706935395
25,1,3,"IHD",21.8049688212884,7.20610337082462,22.6368824894889
25,1,4,"IHD",8.98665767638136,11.5259014934308,10.0992399875449
25,0,1,"IHD",414.970761317453,391.679008390922,398.282856678674
25,0,2,"IHD",208.429460589982,187.791634521794,165.132547930172
25,0,3,"IHD",129.238296584921,123.528183448896,107.559692278278
25,0,4,"IHD",47.2880989805564,54.582763789146,52.8839613741892
35,1,1,"IHD",651.23775734729,661.055512589608,711.8494907252
35,1,2,"IHD",321.619947608027,335.274602380192,276.2179615837
35,1,3,"IHD",95.038888971261,91.6951420897458,100.122715021431
35,1,4,"IHD",49.0258667070029,27.7342850436398,38.289833795928
35,0,1,"IHD",1992.54423811254,2013.82387749008,1963.81998050953
35,0,2,"IHD",701.747599625354,758.570174979098,743.976772024546
35,0,3,"IHD",351.943392641669,403.685125824948,393.374822006734
35,0,4,"IHD",213.889137649357,191.953628231838,210.836827979752
45,1,1,"IHD",3156.50297997277,3093.65476768976,3011.01684302285
45,1,2,"IHD",1138.69369895088,1105.94972071741,1134.50916766324
45,1,3,"IHD",387.058310210372,327.546233445713,375.518596444392
45,1,4,"IHD",116.592961013858,143.852062761771,133.972634371502
45,0,1,"IHD",9086.06884581319,9247.34285105631,9218.75302022053
45,0,2,"IHD",2311.55885869124,2364.56691715707,2349.29626231273
45,0,3,"IHD",1433.24426304761,1324.63489228003,1353.02031526614
45,0,4,"IHD",599.209544661994,607.892870587224,662.584110941912
55,1,1,"IHD",9181.16427312618,9140.74825870491,9044.40051916607
55,1,2,"IHD",2862.0239377531,2837.6264293336,2834.38953849302
55,1,3,"IHD",978.917026693631,974.318060481995,975.67285562287
55,1,4,"IHD",339.553201421422,348.493865501874,364.759463233765
55,0,1,"IHD",26628.3771258211,26481.520842278,26582.9492794798
55,0,2,"IHD",5729.07015296196,5774.81292793756,5615.21161028548
55,0,3,"IHD",2884.92591718443,2957.43626656888,2883.13153729169
55,0,4,"IHD",1297.64004967899,1264.88033719368,1251.95688940558
65,1,1,"IHD",17312.470846448,17420.9787889944,17310.7051820969
65,1,2,"IHD",3857.2115842521,3837.7638120446,3940.36528893056
65,1,3,"IHD",1720.89215702241,1730.64538564576,1705.01363766806
65,1,4,"IHD",733.86925554056,772.148049041189,753.886930601526
65,0,1,"IHD",38851.8992279113,38704.0658281467,38676.669591116
65,0,2,"IHD",6179.96221177618,6151.4378887206,6257.05349791824
65,0,3,"IHD",3439.8200284436,3352.55720937603,3342.48604458243
65,0,4,"IHD",1639.46538966981,1709.36823995522,1689.94502163062
75,1,1,"IHD",87169.527399974,85969.3521271152,86454.190476922
75,1,2,"IHD",9776.2693956929,9851.87127283396,9943.842116126
75,1,3,"IHD",7048.79093886626,6881.09628818529,6718.74293308007
75,1,4,"IHD",3509.80981358177,3484.06553217202,3473.2594110188
75,0,1,"IHD",91686.066397418,93399.3113788947,92113.5966894317
75,0,2,"IHD",7231.05212512105,7491.21067770033,7699.78812698482
75,0,3,"IHD",6648.11021809436,6667.98660397782,6576.68296897442
75,0,4,"IHD",3405.58462609984,3602.98641983388,3571.19269808724
25,1,1,"ISTK",42.3917376525402,37.280896284947,35.3026617210239
25,1,2,"ISTK",13.773178746331,17.2479262236505,12.0360901949869
25,1,3,"ISTK",11.8492285431387,7.54332946575832,7.8810409303549
25,1,4,"ISTK",3.5200536299964,6.83098383758955,5.68318269102798
25,0,1,"ISTK",32.3618854885457,32.3750864051807,29.3422627381221
25,0,2,"ISTK",22.8053723113367,27.5672125605739,18.109392474364
25,0,3,"ISTK",10.4383641534936,12.6404093909918,12.4938679085685
25,0,4,"ISTK",6.1355260118819,3.21214774858998,4.79026326586208
35,1,1,"ISTK",63.0948559366491,52.515306448967,72.7444603255654
35,1,2,"ISTK",29.979843153815,39.9605152914214,34.9561517953695
35,1,3,"ISTK",19.7212232696661,14.093736545446,15.4470653338097
35,1,4,"ISTK",8.41659003164032,7.98609775303499,10.4391218264925
35,0,1,"ISTK",77.8401235999915,79.929984336423,108.567570854903
35,0,2,"ISTK",55.4721212475923,65.1436602928121,63.9859514710692
35,0,3,"ISTK",41.4859619732462,39.3700937059068,28.7273956942667
35,0,4,"ISTK",12.0925614741165,11.0602351190227,8.16442336306766
45,1,1,"ISTK",240.859487244451,206.926462981383,253.652507162446
45,1,2,"ISTK",105.646587761887,90.2528964533114,98.5832265582918
45,1,3,"ISTK",32.0232234473206,39.8350444579619,41.2005892379536
45,1,4,"ISTK",29.5495162916107,16.5985541782221,22.4772063533749
45,0,1,"ISTK",289.227990902975,296.955951346473,289.653581956821
45,0,2,"ISTK",137.082766435094,123.706057008402,104.387718412303
45,0,3,"ISTK",81.7611915549209,81.7172669174355,81.554721551187
45,0,4,"ISTK",35.2073194624683,32.4490773135889,32.8410085162499
55,1,1,"ISTK",709.253236946935,676.655384547802,684.935692662255
55,1,2,"ISTK",281.929481066026,297.09285962354,289.457618087503
55,1,3,"ISTK",110.807698664779,126.03353333692,105.190639798128
55,1,4,"ISTK",46.3839047104028,45.7964411418689,48.4216659621992
55,0,1,"ISTK",1025.5657775191,1061.6579145104,994.816778814833
55,0,2,"ISTK",427.284761244656,416.232498312388,399.854330390462
55,0,3,"ISTK",172.172519243712,166.754464807013,195.881260579791
55,0,4,"ISTK",69.1880834736591,59.4559941438189,51.5406532888756
65,1,1,"ISTK",1875.66407621761,1821.76292926539,1841.25077816852
65,1,2,"ISTK",516.493757677737,517.963636407515,457.572630276911
65,1,3,"ISTK",210.073580935241,223.647126348851,228.048623094361
65,1,4,"ISTK",84.2443768052679,77.5769757422522,100.100334416978
65,0,1,"ISTK",2174.45709514646,2139.8333124943,2073.61539813316
65,0,2,"ISTK",563.020503005606,542.812747067227,579.222197747538
65,0,3,"ISTK",275.449664617191,275.473532229261,289.945580577408
65,0,4,"ISTK",112.723720577728,117.638196761774,108.938806874855
75,1,1,"ISTK",16634.8577022734,16474.8039291868,16759.8899513143
75,1,2,"ISTK",2145.8369027812,2264.30172946745,2227.84897291418
75,1,3,"ISTK",1768.42743799926,1832.26039870732,1713.96337803848
75,1,4,"ISTK",691.004560018694,593.089845523914,634.224309599802
75,0,1,"ISTK",9094.53049195214,8947.07031678025,9124.1360809133
75,0,2,"ISTK",1110.53062166117,1180.62071302702,1222.56026072612
75,0,3,"ISTK",833.038133236823,981.779261854207,965.015387755587
75,0,4,"ISTK",432.850400146926,371.846777054947,413.601243864361
25,1,1,"OSTK",22.3025176255734,20.0352408846053,24.4174939473519
25,1,2,"OSTK",13.3071468333968,20.2392302947149,17.5701920032274
25,1,3,"OSTK",7.12592400816793,5.97599184297763,9.44123398941829
25,1,4,"OSTK",3.88240097392315,4.62961059465908,3.63783187343432
25,0,1,"OSTK",25.4415403428113,22.6289662579339,24.4582900338296
25,0,2,"OSTK",6.59403912789884,5.96042742805972,6.56833153428798
25,0,3,"OSTK",10.1437137562743,7.3500315456372,5.62051475272492
25,0,4,"OSTK",1.77762829600122,4.76574122269075,3.30477908773525
35,1,1,"OSTK",101.819206718795,88.4556900499517,82.9046159741709
35,1,2,"OSTK",37.1315228507501,49.3467161549618,54.5379891281833
35,1,3,"OSTK",22.6124099366356,17.4900970458229,19.6812686297704
35,1,4,"OSTK",8.48373456174951,10.0248999139807,3.9632736229144
35,0,1,"OSTK",57.0140706937031,96.051379118857,84.1100712207273
35,0,2,"OSTK",51.084735012511,51.9504711695182,54.8296433196107
35,0,3,"OSTK",31.5729618708071,25.215516973368,25.3206981255763
35,0,4,"OSTK",13.4331183056746,14.0773910360294,14.7208495906065
45,1,1,"OSTK",345.047500838723,312.619766206001,284.260523956588
45,1,2,"OSTK",173.328382227851,181.346412742116,170.44862874113
45,1,3,"OSTK",48.208955631517,61.8310301240161,71.8464378950643
45,1,4,"OSTK",30.2641006043743,22.4104192770467,31.4098082040062
45,0,1,"OSTK",511.735271620761,480.914202327706,475.756703074434
45,0,2,"OSTK",262.618686912583,277.871580439166,243.283836078745
45,0,3,"OSTK",85.7592085626627,108.402229459477,110.917398535576
45,0,4,"OSTK",27.1055837039502,25.6843889390415,38.9878010425918
55,1,1,"OSTK",1278.69393939069,1216.83122634053,1244.40058591559
55,1,2,"OSTK",520.095354278419,611.089956224411,533.443871292434
55,1,3,"OSTK",154.059466049616,153.963414724474,145.576991165903
55,1,4,"OSTK",79.8112388152518,92.8995341469336,79.3241643868489
55,0,1,"OSTK",1738.66337866386,1816.05303196925,1823.21278873538
55,0,2,"OSTK",800.963257304555,824.510580236455,807.246203454731
55,0,3,"OSTK",227.624518875337,250.323288694032,241.442508817753
55,0,4,"OSTK",121.340358242653,121.930047358996,116.519991281943
65,1,1,"OSTK",3335.30234493449,3380.09510859727,3344.11698778714
65,1,2,"OSTK",979.03157808852,1015.35354909127,996.124804683585
65,1,3,"OSTK",317.42463608589,306.89326258508,336.73719039998
65,1,4,"OSTK",204.301338485798,185.336780570511,201.833488974608
65,0,1,"OSTK",3949.26854865892,4106.19079991026,4041.38736992124
65,0,2,"OSTK",1314.45044707512,1262.44096296726,1281.30240307756
65,0,3,"OSTK",437.674661933019,424.871181565815,463.287484090747
65,0,4,"OSTK",253.489705551944,229.917069998887,236.157239143111
75,1,1,"OSTK",27174.5636123366,27314.3393404541,27555.6946208108
75,1,2,"OSTK",3215.91213129337,3187.5247685078,3400.61950709026
75,1,3,"OSTK",1723.42059517368,1770.24061176947,1751.7890817862
75,1,4,"OSTK",1129.71489610962,1202.01848553981,1138.80374947347
75,0,1,"OSTK",15313.7604406865,15350.5588723238,15496.4019509783
75,0,2,"OSTK",1782.54644319149,1774.62261343413,1864.50456733117
75,0,3,"OSTK",1188.35986861989,1221.57044465193,1314.24016929592
75,0,4,"OSTK",696.936949171766,829.014477024922,798.388475672638
