"female","race","pathway","disease_type","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,3,"direct","Cancer","leg_tot",7.12093915253195,2.56897958623726,7.52312586252275,4.53201428729415,9.36800531427757,0.000211206622581683,7.64403662019816e-05,0.000223303254839284,0.000134132401994901,0.000277998705749504,0.0223303254839284,0.0134132401994901,0.0277998705749504,0.0372439140122778,0.0134362691155839,0.0393474297035265,0.023703327159927,0.0489965125270673
0,3,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,"medBMI","CMD","leg_tot",32.5491726638708,14.5205792753938,39.9011813151719,17.0268615507929,41.8222764233429,0.00111749691560535,0.000499017752443002,0.00136294956958424,0.000584274302702121,0.00144208477262654,0.136294956958424,0.0584274302702121,0.144208477262654,0.17023858256575,0.0759454889807532,0.208691035558445,0.0890538388143944,0.218738741273314
0,3,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,"medBMI","Cancer","leg_tot",11.9579648022397,6.58230480329749,12.4418940656021,5.5117929602721,17.9927967703492,0.000354749219004899,0.000195622879470339,0.000369213792117694,0.000163141450181914,0.000534062100682007,0.0369213792117694,0.0163141450181914,0.0534062100682007,0.0625425106600026,0.0344267502987226,0.0650735560020045,0.0288277625561317,0.094105870223172
0,3,"medSBP","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,"medSBP","CMD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,"direct","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,"direct","CMD","leg_tot",46.400166356472,11.5618103450147,45.2429494074874,35.9496043223335,57.8343627972473,0.00325306502465486,0.000798287448498195,0.00317119896339042,0.00253248185598092,0.00404323434540357,0.317119896339042,0.253248185598092,0.404323434540357,0.365812704854159,0.0911517661990171,0.356689361223042,0.283421871692391,0.455958380102378
0,4,"direct","Cancer","dairy_tot",635.880404302461,52.9577243907088,624.739050481926,591.147717626989,690.083241725387,0.0208964075232427,0.00175189540319054,0.0207788123775,0.0192848992727313,0.0226078716476355,2.07788123775,1.92848992727313,2.26078716476355,5.01319604922482,0.417511615226874,4.9253591060226,4.66052953112589,5.44052396904563
0,4,"direct","Cancer","leg_tot",19.2295829318189,2.30195111392919,19.4973481998046,16.9400534497037,21.2915119361463,0.000631478396314501,7.06658751742684e-05,0.000635365189037042,0.000562770131409727,0.000696882887405115,0.0635365189037042,0.0562770131409727,0.0696882887405115,0.151603459596754,0.0181482746626193,0.153714485152036,0.133553115417781,0.167859432053737
0,4,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,"medBMI","CMD","leg_tot",39.2514450653762,9.61270249060418,36.2448159277532,31.7385954066129,49.3199294911191,0.00275262667279593,0.000666404704731166,0.00255413648330895,0.0022253248168221,0.00344864518983368,0.255413648330895,0.22253248168221,0.344864518983368,0.309453142441093,0.075785260596501,0.285749280500654,0.250222840684825,0.388831726846733
0,4,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,"medBMI","Cancer","leg_tot",17.9433318347461,4.81255090344094,19.3906796547453,12.9140777480434,21.7423402744495,0.000588637982242584,0.000153468930840726,0.000631889153239691,0.000428869821900343,0.000711642647237284,0.0631889153239691,0.0428869821900343,0.0711642647237284,0.141462828002311,0.0379415075737223,0.152873524611264,0.10181286151897,0.171413702368041
0,4,"medSBP","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,"medSBP","CMD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,"direct","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,"direct","CMD","leg_tot",1726.46675264123,242.757012660621,1717.26570687166,1499.88230741236,1960.87208677424,0.00643389827687506,0.00089767084880311,0.0064184965076676,0.00558775086865813,0.00729313718891835,0.64184965076676,0.558775086865813,0.729313718891834,2.1790732274731,0.306397621767601,2.16746005712357,1.89308793548602,2.47492971425728
1,1,"direct","Cancer","dairy_tot",3455.00374189987,276.898301554669,3568.34765800901,3160.86230076081,3652.80285434617,0.00795178176007219,0.000621638361116653,0.00820560785467915,0.00729150416527357,0.00839630717445488,0.820560785467915,0.729150416527357,0.839630717445488,4.36075941993995,0.349489310887377,4.50381731127352,3.98950654843465,4.61041308381171
1,1,"direct","Cancer","leg_tot",218.823819581424,47.5446808994331,245.791282387151,168.019987342375,246.705308435605,0.000503744010716474,0.000109799542499951,0.000567100101435855,0.000386465510684437,0.000567169833637036,0.0567100101435855,0.0386465510684437,0.0567169833637036,0.276190158920699,0.0600088829386426,0.310227348529439,0.212067713170855,0.311380993503113
1,1,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,"medBMI","CMD","leg_tot",1563.67990186707,49.5229392150058,1574.18535862486,1512.96902769045,1605.46113779956,0.00582749901424884,0.000173060758763836,0.00585360165324315,0.00565340627795363,0.0059794045073989,0.585360165324315,0.565340627795363,0.59794045073989,1.97361055768003,0.0625057568146647,1.98687010034325,1.90960543966025,2.02634506443606
1,1,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,"medBMI","Cancer","leg_tot",990.247723829276,109.928181537245,974.919455555598,893.094695256337,1100.42978043484,0.00227925384032878,0.000251710208989847,0.00224937563597768,0.00205409419873601,0.00252980995561998,0.224937563597768,0.205409419873601,0.252980995561998,1.24984874470441,0.138746695797153,1.23050205356912,1.12722630601143,1.38891587086239
1,1,"medSBP","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,"medSBP","CMD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,"direct","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,"direct","CMD","leg_tot",252.198069769689,122.49266125234,225.565039049296,149.230633808629,377.803581843084,0.00549001082001039,0.00264053982348649,0.00491250066818244,0.00327234755146989,0.00819855771760465,0.491250066818244,0.327234755146989,0.819855771760466,1.64001643260719,0.796556363460984,1.46682475008771,0.970430471248405,2.45681532410754
1,2,"direct","Cancer","dairy_tot",881.011772156068,53.3036635725625,902.227867287836,824.459903598158,919.529959851975,0.013298959767594,0.000704682992905066,0.0135852283627939,0.0125506441606864,0.0138039470685818,1.35852283627939,1.25506441606864,1.38039470685818,5.72912308558037,0.346627887584548,5.86708902910893,5.36137247664703,5.97960264251443
1,2,"direct","Cancer","leg_tot",18.4522232791495,3.39259451572945,19.2675618512152,14.9533193977833,21.2580893742598,0.000278626576691575,5.11025607829606e-05,0.000293492061956798,0.000225327093787199,0.000319290397120512,0.0293492061956798,0.0225327093787199,0.0319290397120512,0.119992787508555,0.022061670654539,0.125294844965012,0.0972397986899098,0.138239027489213
1,2,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,"medBMI","CMD","leg_tot",246.138231475268,105.672708203351,231.061896146684,152.925821386118,352.165526593715,0.00535896141270106,0.0022749849148248,0.00503221476163254,0.00335337679110852,0.00764228068770182,0.503221476163254,0.335337679110852,0.764228068770182,1.60060996771685,0.687178050529349,1.5025702098989,0.994459871450329,2.29009385812862
1,2,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,"medBMI","Cancer","leg_tot",125.997049150835,16.4731477928799,126.442715545967,110.162446464327,141.452835401481,0.00190230085397804,0.000245436698751937,0.00192603161684737,0.00165986926157407,0.00212456129794308,0.192603161684737,0.165986926157407,0.212456129794308,0.819345014242533,0.107123076325531,0.822243134010638,0.716374326824527,0.919852299857649
1,2,"medSBP","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,"medSBP","CMD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,"direct","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,"direct","CMD","leg_tot",84.6826438254147,33.3331371514629,66.6879381040601,64.3377614483667,120.323026065614,0.00355662582855235,0.00139971929844982,0.00284292224844479,0.0026668827840373,0.00505301691615882,0.284292224844479,0.26668827840373,0.505301691615882,0.434214700597671,0.170917410160732,0.341945902598757,0.329895248452821,0.616962631041599
1,3,"direct","Cancer","dairy_tot",493.812799894736,40.8287166790054,481.327158941706,461.716867438634,536.521527160914,0.00915680610488165,0.000801053987028892,0.00892961979633933,0.00851566997725862,0.00999105059476566,0.892961979633933,0.851566997725862,0.999105059476566,2.53205104814216,0.20935138757726,2.46803026887401,2.36747746998886,2.75104228867338
1,3,"direct","Cancer","leg_tot",7.36078640203102,1.7375816913097,7.6076031254658,5.61772419616653,8.89405439297594,0.000136532741107928,3.26143250938736e-05,0.000141692975151814,0.000103648271862354,0.000165031011416199,0.0141692975151814,0.0103648271862354,0.0165031011416199,0.0377428185911466,0.00890954131535513,0.0390083842941929,0.028805175649779,0.0456047306849248
1,3,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,"medBMI","CMD","leg_tot",82.9461049000132,38.7792140297259,65.3527737787539,56.5456330481924,124.300908204905,0.00348119824708175,0.0016243498124046,0.00270474498884789,0.00240649048987238,0.00521589127378991,0.270474498884789,0.240649048987238,0.521589127378991,0.425310506119238,0.198842455179428,0.335099777447578,0.289940701128156,0.637359430481231
1,3,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,"medBMI","Cancer","leg_tot",65.678885327523,9.22953442064811,69.9717769102753,55.8291486608976,71.879664148809,0.00121808135004075,0.000176065697145,0.00130323691753687,0.00103000746540903,0.00133377300230076,0.130323691753687,0.103000746540903,0.133377300230076,0.336771931529141,0.0473249221337475,0.358783958422704,0.28626688982919,0.368566750369563
1,3,"medSBP","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,"medSBP","CMD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,"direct","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,"direct","CMD","leg_tot",69.9483284115601,29.0132572904938,64.3493112802458,45.1529725698249,99.5028488149126,0.00578435626524489,0.00238005920429705,0.00534193390455365,0.00374082006527805,0.00820395147179928,0.534193390455365,0.374082006527805,0.820395147179928,0.542178910693986,0.224885663326939,0.498780175110888,0.349986769354408,0.771259977279197
1,4,"direct","Cancer","dairy_tot",416.071742099987,27.050367495917,402.621798845995,398.594604643607,444.98133132226,0.00964551900122002,0.000766288569562043,0.00923787044435506,0.00917265427738974,0.0104648849983855,0.923787044435506,0.917265427738974,1.04648849983855,3.22502808894913,0.209671040264408,3.12077576801533,3.08956044356959,3.44911020712241
1,4,"direct","Cancer","leg_tot",12.5458576701947,0.753539223580639,12.2254364537275,12.0164811390503,13.3475922353361,0.000290711470069368,1.88982885943352e-05,0.000287844809130514,0.000274132012965664,0.000309727588971097,0.0287844809130514,0.0274132012965664,0.0309727588971097,0.0972446318563315,0.00584078397130963,0.0947610038690373,0.093141363093223,0.10345898440864
1,4,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,"medBMI","CMD","leg_tot",52.3344606410469,16.7790211649505,53.7110784598994,35.8496148927834,67.6491812432856,0.00432912009279286,0.00137713699022375,0.00445880500298623,0.00297008179825463,0.00557792621366673,0.445880500298623,0.297008179825463,0.557792621366673,0.405651450241528,0.130056452016954,0.416321800290151,0.277875191484289,0.524357911457437
1,4,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,"medBMI","Cancer","leg_tot",76.52343970277,8.35992658662924,75.0034023772985,69.3266035716856,85.0123075605051,0.00177382621613394,0.000205859924843512,0.00176593613840674,0.00158172033248054,0.00197263866585547,0.176593613840674,0.158172033248054,0.197263866585547,0.593143483522444,0.0647989164737673,0.581361469569383,0.537359837757014,0.658941841147976
1,4,"medSBP","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,"medSBP","CMD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
