"race","disease_type3","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
1,"All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"All_HD","leg_tot",3504.92195400672,271.402714915485,3423.09837028764,3290.80765661449,3788.58629756016,0.0108767116323523,0.000836195871987522,0.0105972386414211,0.0102351049759401,0.011755870331056,1.05972386414211,1.02351049759401,1.1755870331056,2.29698569129335,0.177866486306885,2.24336178654471,2.15666374294039,2.48288795868264
1,"All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"All_STK","leg_tot",2548.01403034475,221.793625583813,2608.4097427779,2317.58463940637,2727.10706571494,0.0230076567288199,0.00208729706759033,0.0236069559457364,0.0208322999740474,0.0246736091492133,2.36069559457364,2.08322999740474,2.46736091492133,1.66986650365378,0.145354672963173,1.70944743843489,1.51885229541048,1.78723691733314
1,"Cancer","dairy_tot",7131.55121937514,419.38516758054,7036.7303640346,6781.14628558813,7562.55388020162,0.00963792746513848,0.000545005633067868,0.00952375944178466,0.00917728486741527,0.0101956128827124,0.952375944178466,0.917728486741527,1.01956128827124,4.67373348753287,0.274848268153852,4.61159169070785,4.44409210617564,4.95619539619135
1,"Cancer","leg_tot",2151.11643340358,102.074741434624,2105.8660012316,2080.80790199854,2259.88783215481,0.00290716172160974,0.000131025220763136,0.00284997064820811,0.00281622977820922,0.00304670607740166,0.284997064820811,0.281622977820922,0.304670607740166,1.40975569004768,0.0668957036974153,1.38010036630929,1.36367829011339,1.48104011515961
1,"DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"DIAB","leg_tot",667.859029865326,42.3372444069336,647.635748345023,639.836305108832,713.071543914077,0.0137761577058299,0.000866140109151426,0.0133783305539752,0.013190298673219,0.0147001698175173,1.33783305539752,1.3190298673219,1.47001698175173,0.437688101342176,0.0277461369718504,0.424434571337027,0.419323128129824,0.467318575058904
1,"Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Other_CVD","leg_tot",429.83513867364,42.7490868038155,424.323819507961,391.819738065516,472.535160572592,0.00483945277670706,0.000484214898121112,0.00478106097271834,0.00440678055463585,0.00532175803216869,0.478106097271834,0.440678055463585,0.532175803216869,0.281696761327243,0.0280160420097141,0.278084863136687,0.256782987956105,0.309680648160352
2,"All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"All_HD","leg_tot",470.556501106287,116.539558242008,406.363343812139,400.534764453457,595.142421459144,0.00929164856459002,0.00223510611761575,0.00809917092691649,0.00791534231106471,0.0116815608101378,0.809917092691649,0.791534231106471,1.16815608101378,1.67562314517361,0.414990294809483,1.44703520754877,1.42627999015421,2.11926604717413
2,"All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"All_STK","leg_tot",411.628837181608,96.7956568705925,378.093819128998,338.161946722393,513.600492985539,0.021076768970118,0.00469313994091617,0.0192534083205007,0.0176531615831871,0.0260502329092237,1.92534083205007,1.76531615831871,2.60502329092237,1.46578530990608,0.344683460165419,1.34636914566086,1.20417417124797,1.82890018817264
2,"Cancer","dairy_tot",1695.83214503127,87.7448829269325,1660.1947681685,1632.94695064867,1789.00910974721,0.0153533539237173,0.000707649158192907,0.0150710216507138,0.0148424824079486,0.0161042078715389,1.50710216507138,1.48424824079486,1.61042078715389,6.0387553585238,0.312454203389503,5.91185282213523,5.81482499745454,6.37055287552335
2,"Cancer","leg_tot",244.883676365801,15.5138089903264,250.938492113753,228.43964200836,256.181117337483,0.00221711660330804,0.000131919281341164,0.00227798540277053,0.00207636435912534,0.00230613036794762,0.227798540277053,0.207636435912534,0.230613036794762,0.87201591100971,0.0552437323740674,0.893576742457533,0.813459702553172,0.912245412735598
2,"DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"DIAB","leg_tot",153.209753210416,6.37036155034711,153.720252195913,146.95553931995,159.03004296321,0.0115078680703854,0.000587202954586628,0.0113888365696038,0.0110092768018591,0.012107636114576,1.13888365696038,1.10092768018591,1.2107636114576,0.54557063379669,0.0226844709015605,0.547388489704907,0.523299757663658,0.566296332407739
2,"Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"Other_CVD","leg_tot",60.6854774824362,1.99663479940894,60.2269308253356,59.0214518797308,62.7392677436773,0.00492905891456391,0.000149067929985127,0.00492909183420729,0.00478743039281949,0.00507065945461145,0.492909183420729,0.478743039281949,0.507065945461145,0.216097302675484,0.00710989535684473,0.214464445856009,0.210171808484033,0.223410725163489
3,"All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"All_HD","leg_tot",90.3305644056595,14.8956651180228,91.1605455899802,75.8434253713383,104.112219433308,0.00317993961459152,0.000512313536712186,0.00318039981768124,0.00269304631567312,0.00366644174088364,0.318039981768124,0.269304631567312,0.366644174088364,0.233882366334291,0.0385676036549601,0.236031339549272,0.196372511491088,0.269565593944761
3,"All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"All_STK","leg_tot",94.2144801166722,22.5982280996724,89.3115648877327,75.2122638249996,117.384174352943,0.00842112422179983,0.00194812564531834,0.00787001792524367,0.00686102476691041,0.010449664028762,0.787001792524367,0.686102476691041,1.0449664028762,0.243938535064237,0.0585109491752749,0.231243990053634,0.194738318712949,0.303929114674537
3,"Cancer","dairy_tot",1072.90734861918,18.97666411129,1078.06962461081,1053.19297658823,1088.23378605725,0.0122382742096971,0.000252353847168696,0.0122928694411731,0.01197958046432,0.0124505620083196,1.22928694411731,1.197958046432,1.24505620083196,2.77795352219434,0.0491340570789287,2.79131959969575,2.72690940427333,2.81763647423914
3,"Cancer","leg_tot",92.1185756843256,6.69547894852466,90.4634797801662,86.6087494807511,99.0352334064357,0.0010508834880218,7.96515959821773e-05,0.00103152497829928,0.000985136941558132,0.00113308476774962,0.103152497829928,0.0985136941558132,0.113308476774962,0.238511854831771,0.01733582061095,0.234226508569163,0.224245906212258,0.256420347774499
3,"DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"DIAB","leg_tot",33.5638632232187,4.19346498198072,33.1658569482446,29.7627043805736,37.7033273995919,0.00451504102411766,0.000573009645661123,0.00438401548031951,0.00403714791094248,0.00510430584952126,0.438401548031951,0.403714791094248,0.510430584952126,0.0869029857791418,0.0108576484557445,0.0858724746778406,0.0770610897301156,0.097620816264274
3,"Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Other_CVD","leg_tot",11.6869669425117,2.90332981780975,10.7784318446176,9.41814653869803,14.7280421795354,0.0019652501810417,0.000482181465225613,0.00180158497362141,0.00159697306302466,0.002472642725366,0.180158497362141,0.159697306302466,0.2472642725366,0.0302596967235823,0.00751725235534681,0.027907333046998,0.024385305388569,0.0381335971836923
4,"All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"All_HD","leg_tot",83.2144203047052,20.7185029352391,91.5713577218446,61.2200539996229,98.1053898052191,0.00605808955257423,0.0014493714778416,0.00663454332944947,0.00452044951024301,0.0071057438845615,0.663454332944947,0.452044951024301,0.71057438845615,0.325240941663822,0.0809776163776363,0.357903768431388,0.239276653477108,0.383441827098104
4,"All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"All_STK","leg_tot",90.2384171546269,25.8651468805024,96.0150971903338,63.6754370076286,111.891219271274,0.0145562828887111,0.00409533827842435,0.0156031013214891,0.0103173362408917,0.0179054338686693,1.56031013214891,1.03173362408917,1.79054338686693,0.352694012193511,0.101093112189979,0.375271984227976,0.248873440653477,0.437323307504249
4,"Cancer","dairy_tot",1051.95214640245,52.8687821299383,1071.94983088188,995.998965550683,1090.90729544669,0.0142990610834262,0.000867092207134606,0.0147776722696685,0.0133721233243099,0.0148191793342365,1.47776722696685,1.33721233243099,1.48191793342365,4.11152184234906,0.206635970323383,4.18968216248795,3.89283059673709,4.26377681584298
