"female","race","disease_type2","riskfactor","V1","V2","V3"
1,2,"Cancer","leg_tot",124.03184420237,145.710277397182,163.605695690401
1,3,"Cancer","leg_tot",60.5977935318706,80.9418416210504,77.5793800357411
1,4,"Cancer","leg_tot",87.2288388310261,81.0333081780891,98.9457451097788
0,1,"DIAB","leg_tot",376.532401455957,487.547968011373,332.751034968073
0,2,"DIAB","leg_tot",101.481608663075,77.1488928708355,68.2249192543879
0,3,"DIAB","leg_tot",14.7296113824772,3.49491017679452,11.820946131912
0,4,"DIAB","leg_tot",10.1417863033365,11.2514417563787,7.68885569836683
1,1,"DIAB","leg_tot",271.103346889066,228.967565143181,306.674773128328
1,2,"DIAB","leg_tot",52.2386435328379,69.450608929327,91.0845863807852
1,3,"DIAB","leg_tot",18.4362455657674,34.4472314570788,17.7626449556262
1,4,"DIAB","leg_tot",11.406822946524,16.2397129216075,15.9208646426871
0,1,"HHD","leg_tot",225.379313784732,195.357891106341,190.906592703643
0,2,"HHD","leg_tot",69.1138585966796,45.3345898481385,39.4591195508863
0,3,"HHD","leg_tot",3.46481492548028,2.64542909916065,3.46453381272106
0,4,"HHD","leg_tot",2.33731556240299,4.6961882527193,3.51091876965249
1,1,"HHD","leg_tot",241.281330374836,182.874920269812,109.124913717755
1,2,"HHD","leg_tot",20.8292917136815,28.3291257147043,55.6870677186771
1,3,"HHD","leg_tot",9.4060092870015,17.1046222114039,7.45436864438775
1,4,"HHD","leg_tot",2.70731872546859,3.99363514172235,4.61040840014737
0,1,"HSTK","leg_tot",255.835919994476,247.969827389775,195.812459694558
0,2,"HSTK","leg_tot",68.9483199446053,51.3482241759368,70.0450298734185
0,3,"HSTK","leg_tot",11.0161899610515,3.26927524838316,14.7030662238339
0,4,"HSTK","leg_tot",9.84259895801766,11.2005975696784,14.5162691326092
1,1,"HSTK","leg_tot",390.476636933428,377.957644849343,387.006414723822
1,2,"HSTK","leg_tot",52.3920684487152,71.4974534838159,78.1816158644868
1,3,"HSTK","leg_tot",14.8931165962881,26.1742118625764,24.0432190738797
1,4,"HSTK","leg_tot",16.1962060847341,26.2079949309063,26.5476812857512
0,1,"IHD","leg_tot",2066.3291781481,2085.88381142514,1792.65123221902
0,2,"IHD","leg_tot",239.419009801462,187.375178553054,253.527614151543
0,3,"IHD","leg_tot",34.4655366922345,11.3523387962238,31.5732377785227
0,4,"IHD","leg_tot",32.4508420245496,52.7726129667092,33.1003328088564
1,1,"IHD","leg_tot",1274.83268195104,958.981747486345,1191.16224883338
1,2,"IHD","leg_tot",77.0011837003155,139.189103002893,256.404360966828
1,3,"IHD","leg_tot",43.8241846852639,73.6914963709055,32.545120913673
1,4,"IHD","leg_tot",22.12714064919,30.1089213606938,57.2276262520035
0,1,"ISTK","leg_tot",315.041017824836,240.668794304528,260.934755058626
0,2,"ISTK","leg_tot",53.4258331006209,42.9366297686994,48.2117741479684
0,3,"ISTK","leg_tot",6.06567286002876,1.48563415343009,6.66686528062923
0,4,"ISTK","leg_tot",5.50050509083359,9.95217621198977,5.07494849033087
1,1,"ISTK","leg_tot",376.749805392399,479.540656448192,342.549640157685
1,2,"ISTK","leg_tot",27.9829864584244,46.7239286981661,93.9592079404931
1,3,"ISTK","leg_tot",16.9249848567235,50.4917607114655,15.1782209644943
1,4,"ISTK","leg_tot",8.35414520954642,12.9664398239368,22.1928745057841
0,1,"OSTK","leg_tot",487.142677040196,647.101259087634,550.991216144154
0,2,"OSTK","leg_tot",92.2888271311215,89.6893191031999,94.9331917719315
0,3,"OSTK","leg_tot",5.97681006773062,1.97154872708781,9.20640208700546
0,4,"OSTK","leg_tot",7.94275812125922,13.5614409478591,9.48387547856309
1,1,"OSTK","leg_tot",783.163685592569,740.116111158475,564.983569239545
1,2,"OSTK","leg_tot",41.0222341438216,75.8982638991803,135.401603590217
1,3,"OSTK","leg_tot",19.5934210061911,35.4692494113273,19.5137912578902
1,4,"OSTK","leg_tot",14.1371361652005,22.1264477059633,34.9111557509168
