"race","outcome","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
1,"AA","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"AA","leg_tot",39.2489734169437,1.79898322327397,40.2381058743744,37.3257433543915,40.3314408906797,0.00502646359879765,0.000310238372704768,0.00516802147882637,0.00469556171189497,0.00523704128767591,0.516802147882637,0.469556171189497,0.523704128767591,0.0257222076610325,0.00117898166548708,0.026370445519486,0.0244617995855552,0.0264316135568242
1,"AFF","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"AFF","leg_tot",109.81827168579,10.7544366650816,105.074364900071,102.392587657276,121.276276482166,0.00480367122381856,0.000464259563134076,0.00460089718074787,0.00448157233429575,0.00529812804995146,0.460089718074787,0.448157233429575,0.529812804995146,0.0719705037701226,0.00704802773407649,0.0688615369655492,0.0671040074014761,0.0794796219226564
1,"APCA","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"APCA","leg_tot",20.0089378069942,4.59133002813375,18.8668798022884,16.2349538947208,24.7536710232676,0.000557187025778265,0.000132993722718602,0.000519087591384308,0.000450985305830545,0.000695773264960848,0.0519087591384308,0.0450985305830545,0.0695773264960848,0.0131130577067783,0.00300897409900171,0.0123645985599384,0.0106397395674818,0.0162225661208887
1,"BC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"BC","leg_tot",364.843560220345,51.8905290108855,351.884450280844,322.221955110532,418.480408778734,0.00224828181792098,0.000316428186881481,0.0021864833576453,0.00197827025253482,0.00257082207454147,0.21864833576453,0.197827025253482,0.257082207454147,0.239103879739357,0.0340069776776028,0.230610997303301,0.211171384134062,0.2742553254153
1,"CC","dairy_tot",7131.55121937514,419.38516758054,7036.7303640346,6781.14628558813,7562.55388020162,0.0711073836874417,0.00366532581195824,0.069747161507236,0.0683881486763013,0.0749828075517569,6.9747161507236,6.83881486763013,7.49828075517569,4.67373348753287,0.274848268153852,4.61159169070785,4.44409210617564,4.95619539619135
1,"CC","leg_tot",79.9978724894942,21.5813337856897,91.5078811059182,56.9217751729693,93.2904624820587,0.000798602358669813,0.000218625555654143,0.000923728058666106,0.000565036964096536,0.000925810908246241,0.0923728058666106,0.0565036964096536,0.0925810908246242,0.0524274066166341,0.0141435431531038,0.0599706059932609,0.0373042552191097,0.0611388385440256
1,"CM","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"CM","leg_tot",70.3141530351612,7.28972765406601,71.7091245727115,62.891809569832,76.5507706935727,0.00462511647992227,0.000437029489893605,0.00470990896521853,0.00417980444609787,0.00499835490124484,0.470990896521853,0.417980444609787,0.499835490124484,0.0460810841258654,0.0047773959975552,0.0469952926884416,0.0412167770287456,0.0501683139447954
1,"DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"DIAB","leg_tot",667.859029865326,42.3372444069336,647.635748345023,639.836305108832,713.071543914077,0.0137761577058299,0.000866140109151426,0.0133783305539752,0.013190298673219,0.0147001698175173,1.33783305539752,1.3190298673219,1.47001698175173,0.437688101342176,0.0277461369718504,0.424434571337027,0.419323128129824,0.467318575058904
1,"ECA","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"ECA","leg_tot",68.9076396126289,10.9124695011953,67.7467909371862,59.0782409629351,79.7237596364489,0.00721520526003245,0.00107714304743821,0.00700398245893772,0.00629655281846017,0.00831339708253525,0.700398245893772,0.629655281846017,0.831339708253525,0.0451593114734171,0.00715159613533368,0.0443985376723913,0.0387175166635343,0.0522477640141719
1,"ENDO","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"ENDO","leg_tot",8.48219763150966,0.801423214534112,8.75625713636403,7.6385237391198,9.09292094477332,0.00651336959179232,0.000462218768897452,0.00654196524721301,0.00606273930281735,0.0069396935736597,0.654196524721301,0.606273930281735,0.69396935736597,0.00555889313541692,0.000525220726912553,0.00573850077560811,0.00500598300378848,0.00595913677288286
1,"GC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"GC","leg_tot",9.68941254761815,0.156273456123151,9.7464471824393,9.52432373473409,9.80602192090424,0.00385255300459232,0.00027845996395557,0.00374548599881775,0.00364861599722475,0.00414749696686829,0.374548599881775,0.364861599722475,0.414749696686829,0.00635005351644827,0.00010241537396674,0.00638743173536768,0.00624186091017531,0.00642647463663973
1,"HHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"HHD","leg_tot",381.641653985707,83.3668551751472,378.232811376153,303.941571669136,462.239252520397,0.0105853399063773,0.00230170823543916,0.0104120820200558,0.00847700275310525,0.0128409462630226,1.04120820200558,0.847700275310525,1.28409462630226,0.250112678658811,0.0546353031474866,0.247878659527782,0.19919115183581,0.302933121743187
1,"HSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"HSTK","leg_tot",618.352967861801,32.4174608363545,625.927472239118,584.974304309417,645.293302693465,0.0252687201939144,0.00140478454709722,0.0255517578844738,0.0238343566782133,0.0264625016726399,2.55517578844738,2.38343566782133,2.64625016726399,0.4052438079894,0.0212451074991971,0.410207835263516,0.383368766667389,0.422899426128413
1,"IHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
