"female","race","outcome","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,1,"ENDO","leg_tot",5.15173292604046,0.727534242280796,5.04679304612706,4.5105884520417,5.88207629796562,0.00655886647047086,0.000726448704994279,0.00640502547351425,0.00594582820453434,0.0073026695838205,0.640502547351425,0.594582820453434,0.73026695838205,0.00702268192492539,0.000991752027206991,0.0068796311479438,0.00614869374008416,0.00801826327020097
0,1,"GC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"GC","leg_tot",3.02645259683301,0.613265616322593,3.37655167750532,2.37124036400195,3.38408061109262,0.00385759076696668,0.000974066078232634,0.00381589921296489,0.00295058283684763,0.00480003651798726,0.381589921296489,0.295058283684763,0.480003651798726,0.0041255659510203,0.000835984594068818,0.00460281011741385,0.00323240103534032,0.00461307332526577
0,1,"HHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"HHD","leg_tot",203.881265864905,18.7504149991363,195.357891106341,191.129157623778,223.878242650812,0.0116098640039076,0.0010972494039725,0.0110699106086856,0.0108963554177867,0.0127823329759672,1.10699106086856,1.08963554177867,1.27823329759672,0.277924593758169,0.0255599819302919,0.266305794663639,0.260541316842359,0.305183849904328
0,1,"HSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"HSTK","leg_tot",233.20606902627,32.6217775014782,247.969827389775,198.420328079319,255.442615364241,0.0208441614446855,0.00293160089157518,0.0220808419820756,0.0177260555093586,0.0229110889232308,2.20808419820756,1.77260555093586,2.29110889232308,0.317899252396304,0.0444689914068673,0.338024748125959,0.270480413395842,0.348211420026558
0,1,"IHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"IHD","leg_tot",1981.62140726409,163.944780987603,2066.3291781481,1806.33512951547,2084.90607976129,0.011704836570915,0.00094790773366243,0.0122514530857876,0.0106923455554135,0.0122527035487747,1.22514530857876,1.06923455554135,1.22527035487747,2.70128460435051,0.223484421000912,2.8167556002325,2.46233980808392,2.84207905411743
0,1,"ISTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"ISTK","leg_tot",272.21485572933,38.4478531415551,260.934755058626,241.682092342233,312.335704686525,0.0215530199858228,0.00292689073801167,0.0206760723113832,0.0192404117588183,0.024611033736101,2.06760723113832,1.92404117588183,2.4611033736101,0.371074815886432,0.0524109163238218,0.355698133859483,0.329453503478572,0.4257663080172
0,1,"KC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"KC","leg_tot",169.89696135712,8.13365952932397,174.095320657539,161.200682205264,175.024635103619,0.00560152778199384,0.000300892014047455,0.00575080102524474,0.00527996599239011,0.00579620731483432,0.575080102524474,0.527996599239011,0.579620731483432,0.231598247958753,0.0110875514278614,0.237321320640639,0.21974375097869,0.238588133159213
0,1,"LC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"LC","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"LVC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"LVC","leg_tot",80.2441288902084,7.29777682232697,80.2820499146876,73.2951946718978,87.1608302377118,0.00505320394805202,0.000433080637872103,0.00508502064450775,0.00462908880526699,0.00545027489884967,0.508502064450775,0.462908880526699,0.545027489884967,0.109386298092081,0.00994810214699637,0.109437990851975,0.0999137273216212,0.11881493001663
0,1,"MLPC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"MLPC","leg_tot",476.716314143608,73.3188936195909,449.867849906224,422.069249517598,554.184573371394,0.0138504924776701,0.00206096408649323,0.0130564145824062,0.0123422712454654,0.016033679920849,1.30564145824062,1.23422712454654,1.6033679920849,0.649844836818133,0.0999460329892466,0.613245846300044,0.57535165976319,0.755447155813451
0,1,"MMC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"MMC","leg_tot",14.7336999502844,1.66006510746042,15.0577744356148,13.0416080458233,16.1503285422146,0.00153933579793208,0.000181360401816321,0.00158608049477755,0.00135152393032873,0.00168741467321679,0.158608049477755,0.135152393032873,0.168741467321679,0.0200845210366255,0.00226294906815401,0.020526289284928,0.0177779140359586,0.0220156250262353
0,1,"OC","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,1,"OC","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,1,"OSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"OSTK","leg_tot",561.745050757328,80.5196914538449,550.991216144154,490.335103995394,642.29575694046,0.025749981133445,0.00355782943288825,0.0251074505190268,0.0226847133783984,0.029361399910747,2.51074505190268,2.26847133783984,2.9361399910747,0.765753363189541,0.109761936399155,0.751094070666856,0.668409547121351,0.875557577902013
0,1,"OTH","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"OTH","leg_tot",64.3337219393004,2.0853609131678,64.4894518657971,62.2905912215945,66.2444822194843,0.00459038583992427,0.000193075284705277,0.0046495759683882,0.00438839100674399,0.0047420690639102,0.46495759683882,0.438839100674399,0.47420690639102,0.0876977267091257,0.00284269906885588,0.0879100128962551,0.084912594527881,0.0903024156313105
0,1,"PC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"PC","leg_tot",43.9503929474959,6.57361168572053,45.1434632515435,37.2760299643508,49.6106461722005,0.00207847329568659,0.00031755272464414,0.00214013178201402,0.00175488899011156,0.0023496478878833,0.214013178201402,0.175488899011156,0.23496478878833,0.059911807265011,0.00896094277974713,0.0615381635570946,0.0508135234535191,0.0676276882282319
0,1,"PVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"PVD","leg_tot",13.7743419533792,1.76262775122961,14.5501567774204,11.8965461401216,14.9926951662016,0.00511824208199216,0.000616816246072126,0.00546833930832869,0.0044591528595413,0.00547974866205698,0.546833930832869,0.44591528595413,0.547974866205698,0.0187767540849763,0.00240275927083935,0.0198343206980172,0.0162170012977526,0.0204375752511153
0,1,"RHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"RHD","leg_tot",5.80827859626685,0.797510291580242,5.66134190664352,5.1227985781203,6.61865480059323,0.00586980127762315,0.000734588586838372,0.00608541212142943,0.00510322903162215,0.00645310430638881,0.608541212142943,0.510322903162215,0.645310430638881,0.00791766454094593,0.0010871411988989,0.00771736502054374,0.00698323952271518,0.00902234415151855
0,1,"SCC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"SCC","leg_tot",24.0170548050852,4.67064393572138,26.6535268854234,19.0257645110215,26.7673438308615,0.00468777380970507,0.000944971853791654,0.00513513801300722,0.00367883949358358,0.00531644855301972,0.513513801300722,0.367883949358358,0.531644855301972,0.0327393013362684,0.00636687639208867,0.0363332579892954,0.0259353298118521,0.0364884097056116
0,1,"SCNC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"SCNC","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"TC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"TC","leg_tot",10.6571556511076,0.85521158698392,10.3619368862713,10.0073274276471,11.5579198246788,0.00115131859147027,9.60382643883771e-05,0.00110962844993639,0.00108449332076556,0.00125358048247878,0.110962844993639,0.108449332076556,0.125358048247878,0.0145275027717075,0.00116579780825609,0.0141250697431561,0.0136416771699698,0.0157553964477139
0,1,"UC","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,1,"UC","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,2,"AA","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"AA","leg_tot",4.34331617989678,0.027152838974166,4.34649863453257,4.31630166505062,4.36762560830252,0.00673149091066068,0.00025543652400221,0.00660372656716039,0.00656707397053419,0.00700450754276242,0.660372656716039,0.656707397053419,0.700450754276242,0.0341866855418068,0.000213722770604091,0.0342117349674941,0.0339740515345511,0.0343780275372283
0,2,"AFF","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"AFF","leg_tot",2.38800153186399,0.199096524672608,2.40256308324978,2.19305096339078,2.57057478165928,0.00376308216979301,0.000334963955208706,0.00373034664769724,0.00345992077013604,0.0040940687632314,0.373034664769724,0.345992077013604,0.40940687632314,0.0187962041126666,0.00156710909349703,0.0189108195718245,0.0172617282641345,0.0202332568209144
0,2,"APCA","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"APCA","leg_tot",7.48869479393893,1.56394447770771,7.80200841774963,5.89232114751291,8.81875186012585,0.00116665298364337,0.000234489290279991,0.00120402332198876,0.00093013767501968,0.00137140350467349,0.120402332198876,0.093013767501968,0.137140350467349,0.0589442820727456,0.0123099668202165,0.061410405626623,0.0463790619512644,0.0694132971734309
0,2,"BC","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,2,"BC","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,2,"CC","dairy_tot",814.820372875199,76.175124034393,839.827915290856,734.812134081345,873.572200615745,0.0994885242945467,0.00733348772061706,0.100780127260831,0.0920542971584537,0.105824888909298,10.0780127260831,9.20542971584537,10.5824888909298,6.41353443009166,0.599582186423694,6.61037135223297,5.78378140564933,6.87597607071387
0,2,"CC","leg_tot",8.38893083737613,4.1515919572629,7.52515026029316,4.87657813261895,12.6354970326538,0.00103374780319776,0.000536594438557802,0.000912032728331847,0.000585644276701048,0.00158530914333049,0.0912032728331847,0.0585644276701048,0.158530914333049,0.0660301319753698,0.0326776045911108,0.059231226774193,0.0383840448714138,0.0994552885003262
0,2,"CM","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"CM","leg_tot",14.1008969215685,3.00002341890527,13.9313284806068,11.3263577550622,17.0195692628922,0.00587866423694482,0.00128113122965933,0.00571459039217856,0.00473882994702805,0.00715796129491291,0.571459039217856,0.473882994702805,0.715796129491291,0.110989600790829,0.0236134909346176,0.109654910262011,0.0891509194514868,0.133962769079667
0,2,"DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"DIAB","leg_tot",82.2851402627661,17.2130074524996,77.1488928708355,68.6711179352102,100.264972873463,0.0120688695332982,0.00245895591359402,0.0113102225769898,0.0101402143563733,0.0146423746230853,1.13102225769898,1.01402143563733,1.46423746230853,0.647674748604994,0.13548534083958,0.607246820455165,0.540517387502549,0.789195848634793
0,2,"ECA","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"ECA","leg_tot",1.27317978713994,0.284953902991004,1.39656539484851,0.969788517103768,1.47169329062383,0.00571434205961016,0.000923054804367708,0.00623591030586378,0.00472793730008655,0.0062574138098182,0.623591030586378,0.472793730008655,0.62574138098182,0.0100213282244103,0.00224290129292302,0.0109925089527767,0.00763330453116345,0.0115838482985458
0,2,"ENDO","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"ENDO","leg_tot",0.743770011769126,0.27291049789415,0.659951571418162,0.529467019986085,1.02931867785049,0.00715103860894989,0.00225224815612256,0.00665045694796855,0.00526416002804444,0.00946341160168949,0.665045694796855,0.526416002804444,0.946341160168949,0.005854289776431,0.00214810642056157,0.00519454626612749,0.00416748902619656,0.0081018725104234
0,2,"GC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"GC","leg_tot",0.497450312745673,0.0799600200437073,0.500752808582181,0.420133340722682,0.571960163307633,0.00326683557847316,0.000572231855625909,0.00296989383671787,0.00290740226908399,0.00387866936835433,0.296989383671787,0.290740226908399,0.387866936835433,0.00391548225137824,0.00062937348973193,0.00394147653362469,0.00330691246273865,0.00450195690010834
0,2,"HHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"HHD","leg_tot",51.3025226652348,15.7023263738389,45.3345898481385,39.7528930657489,67.9248951592525,0.00948365838542476,0.00289801316169387,0.00839985610988903,0.00733955698690067,0.0125489917181542,0.839985610988903,0.733955698690066,1.25489917181542,0.403807399050437,0.123594615676818,0.356833189920318,0.312899084092958,0.534643791768516
0,2,"HSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"HSTK","leg_tot",63.4471913313202,10.4923518734969,68.9483199446053,52.2282289643703,69.9901943769778,0.0287971121688967,0.00497265358399048,0.0314795507423191,0.023480242618665,0.0318339089317193,3.14795507423191,2.3480242618665,3.18339089317193,0.499399327314513,0.082586373921723,0.54269927284873,0.411093727938739,0.550899972986203
0,2,"IHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"IHD","leg_tot",226.773934168686,34.8419235580073,239.419009801462,189.977370115474,252.822183934039,0.0100184990405985,0.00154951704428216,0.0107065974694802,0.00836722724475385,0.0110848871718938,1.07065974694802,0.836722724475385,1.10848871718938,1.78496081229055,0.274244341193132,1.88449149493138,1.49533129599409,1.98998924834232
0,2,"ISTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"ISTK","leg_tot",48.1914123390962,5.24463131087815,48.2117741479684,43.2003869876629,53.1651301529883,0.0204927007476666,0.00243555120920261,0.0201881719308608,0.0183219566751221,0.0229222943144962,2.01881719308608,1.83219566751221,2.29222943144962,0.379319531715829,0.0412810290527746,0.379479801594452,0.340034661088544,0.418468172946284
0,2,"KC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"KC","leg_tot",18.7208051895354,0.852324891462103,19.1939162770828,17.8097186213997,19.2297473332558,0.0045891617336763,0.000140537344176178,0.00460542188971522,0.00444941259363751,0.00471508974108202,0.460542188971522,0.444941259363751,0.471508974108202,0.147353370925734,0.00670873632887625,0.151077276648091,0.140182115434277,0.151359306553187
0,2,"LC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"LC","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"LVC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"LVC","leg_tot",10.8664398239666,2.18130618715215,10.0413190550898,9.25922204765542,13.175010253823,0.0035649657033591,0.000632211448258002,0.00333142219908302,0.00309518486514483,0.00423325852020803,0.333142219908302,0.309518486514483,0.423325852020803,0.0855308584119105,0.0171692839300362,0.0790362485121833,0.0728802830358261,0.103701852202763
0,2,"MLPC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"MLPC","leg_tot",44.1064348576463,6.70850055582205,40.3209388622861,40.1550110825728,51.2755302287759,0.0126321068166847,0.00171899076625419,0.0118050007814415,0.0114991166961869,0.0144681370671391,1.18050007814415,1.14991166961869,1.44681370671391,0.347166256471886,0.052803293488151,0.317370230612166,0.316064196100112,0.403594938824423
0,2,"MMC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"MMC","leg_tot",3.72798009550929,1.13910876164473,4.12438581842208,2.52766786354055,4.59134746300216,0.00141999770605649,0.000444154320961661,0.00155292566410881,0.00095597582410944,0.00177103082365907,0.155292566410881,0.095597582410944,0.177103082365907,0.0293433123338305,0.00896604148058837,0.032463462291809,0.0198955320832859,0.0361389651200934
0,2,"OC","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,2,"OC","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,2,"OSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"OSTK","leg_tot",92.3037793354176,2.62196830983471,92.2888271311215,89.819294504596,94.800973539891,0.0218477045691633,0.000465058315803327,0.0218784236748458,0.0213935670188992,0.0222757308795972,2.18784236748458,2.13935670188992,2.22757308795972,0.726532480657496,0.0206377805336364,0.726414790329355,0.706976846638075,0.746188151455835
0,2,"OTH","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"OTH","leg_tot",9.29989736327221,1.12717953953024,9.68185708067882,8.11389207482382,10.161236891925,0.00525931564637748,0.000655944331779675,0.00559722809185459,0.00455800806902866,0.00567339764507077,0.559722809185459,0.455800806902866,0.567339764507077,0.0732004426020905,0.00887214535415072,0.0762068865743383,0.0638652737661738,0.0799801340615965
0,2,"PC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"PC","leg_tot",3.67721724430211,0.762601672523504,3.35864072511578,3.13721433524546,4.48801019466715,0.00126108081201851,0.000248806110152076,0.00116909616565876,0.00107625100596482,0.00152409756747799,0.116909616565876,0.107625100596482,0.152409756747799,0.0289437527439813,0.00600251570283711,0.0264362044027308,0.0246933346581353,0.0353255869198901
0,2,"PVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"PVD","leg_tot",1.90827161235289,0.375354207465041,2.0379506840802,1.51290640575886,2.19340960797872,0.003509490908963,0.000874644732627976,0.00362606115699905,0.00263458937295126,0.00428530773414411,0.362606115699905,0.263458937295126,0.428530773414411,0.0150202008874738,0.00295445132841018,0.0160409181143279,0.0119082409397817,0.0172645511923399
0,2,"RHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"RHD","leg_tot",0.656134012544764,0.166908618084451,0.628011550590932,0.511219994165961,0.824952123584324,0.00613232640774828,0.000759520809920029,0.00650815615035471,0.00532066348095172,0.00662453405332938,0.650815615035471,0.532066348095172,0.662453405332938,0.00516449787007789,0.00131375479111591,0.00494314309790472,0.00402386482110804,0.00649328247539492
0,2,"SCC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"SCC","leg_tot",0.991919014140861,0.376607381386166,0.835085231915213,0.72487379459508,1.39227294857844,0.00292440327771973,0.00120928395215614,0.00247123638822747,0.00203036052480219,0.00420363788670571,0.247123638822747,0.203036052480219,0.420363788670571,0.00780749593509411,0.00296431518841857,0.00657304120667785,0.00570555571984795,0.0109587226694941
0,2,"SCNC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"SCNC","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"TC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"TC","leg_tot",0.695351979515769,0.235200626895117,0.586027918052548,0.537276546171311,0.946352865103965,0.00104096769519135,0.000297307870792172,0.000891140044206264,0.000850520376822591,0.00135876851689744,0.0891140044206264,0.0850520376822591,0.135876851689744,0.00547318649620931,0.00185128817195396,0.00461268563543958,0.00422895860493931,0.00744884011913358
0,2,"UC","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,2,"UC","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,3,"AA","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,"AA","leg_tot",0.417955678017251,0.151361406956177,0.384294645390906,0.291160305048374,0.57336292871852,0.00110835502241245,0.000483876693021356,0.00103552472095112,0.000683546982772823,0.00159506881829421,0.103552472095112,0.0683546982772823,0.159506881829421,0.00218599049922831,0.000791649964239452,0.00200993667011305,0.00152282573024859,0.00299880102295602
0,3,"AFF","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,"AFF","leg_tot",0.205067977183403,0.134525371913071,0.228816705102117,0.0686780857461147,0.321271449889785,0.000499417072751223,0.000344918622360164,0.000533341999194366,0.000158517162185178,0.000811480795840596,0.0533341999194366,0.0158517162185178,0.0811480795840596,0.00107254590234419,0.00070359418563753,0.00119675642592254,0.000359199912436643,0.00168031294721013
0,3,"APCA","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,"APCA","leg_tot",1.08524698449782,0.513130381511764,1.02960660358081,0.623574394323337,1.59421389845176,0.000287545251916374,0.000139253646815584,0.000271247929972643,0.000162861889738517,0.000426081337746402,0.0271247929972643,0.0162861889738517,0.0426081337746402,0.0056760554341135,0.00268377294016286,0.00538504528529814,0.00326141687563484,0.00833805261908522
0,3,"BC","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,3,"BC","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,3,"CC","dairy_tot",579.094548724445,25.9149037856297,591.198932490674,551.435082237412,596.465289010182,0.0783737780808604,0.00421715289820619,0.0803723518470866,0.0738710622066768,0.0811777062537516,8.03723518470866,7.38710622066768,8.11777062537516,3.02877852424892,0.135540049922385,3.09208683492319,2.88411406786155,3.11963091656315
0,3,"CC","leg_tot",1.03803971907606,1.10135844262811,0.561037192252076,0.270861916432917,2.21066966951958,0.000140740369926654,0.000149969663613116,7.50942452016603e-05,3.6802562229598e-05,0.000300477383639955,0.00750942452016603,0.0036802562229598,0.0300477383639955,0.00542915213997459,0.00576032153277882,0.00293433499407119,0.00141666116066185,0.0115622376933052
0,3,"CM","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,"CM","leg_tot",1.10985148905065,0.567963063299499,0.857058700244198,0.719417817724153,1.71515903086263,0.00124810424101549,0.000658224366133503,0.000987518828644876,0.000771440494287734,0.00194626558825826,0.0987518828644876,0.0771440494287734,0.194626558825826,0.00580474183800653,0.00297055866348123,0.00448258577297629,0.00376269685336266,0.00897061947792611
0,3,"DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,"DIAB","leg_tot",10.0151558970612,5.83097646835019,11.820946131912,3.91121197455039,14.5841781199489,0.00240729622854663,0.00138174870749819,0.00283626057816247,0.000960657480159864,0.00348931527975994,0.283626057816247,0.0960657480159864,0.348931527975994,0.0523812375109369,0.0304971551565123,0.0618258760326802,0.0204564088168274,0.0762781234615647
0,3,"ECA","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,"ECA","leg_tot",0.839649970242228,0.531621810314125,1.0511796697711,0.275640701410469,1.22385899447444,0.00170334848059297,0.0010717238473442,0.00224984926864545,0.000557605108936329,0.00238456618240499,0.224984926864545,0.0557605108936329,0.238456618240499,0.00439153468696528,0.00278048675410331,0.00549787666960883,0.00144165514712554,0.00640102354155799
