"age","female","outcome","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,"AA","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"AA","leg_tot",0.97740150379703,0.0235162887113079,0.985544328569695,0.952628454945173,0.995253151592122,0.00870678517564612,0.000638045624285803,0.00839134169505267,0.00829307353373392,0.00938862377606274,0.839134169505267,0.829307353373392,0.938862377606274,0.00286179351608016,6.88547769722537e-05,0.00288563538970779,0.00278925899438936,0.00291406244518746
25,0,"AFF","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"AFF","leg_tot",0.101192640966581,0.0239598842877335,0.105631807764728,0.0768390192166541,0.121772970938084,0.00893587424633687,0.00178924040664647,0.00994274061698906,0.00702369046262272,0.00999222161499665,0.994274061698906,0.702369046262272,0.999222161499665,0.000296288109510958,7.01536075341517e-05,0.000309285816912042,0.000224981654030526,0.000356546513700467
25,0,"APCA","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"APCA","leg_tot",0.00879467944920422,0.00136346971647718,0.00922583006325565,0.00736566058019191,0.00985722029627282,0.000910163651608449,0.000261618394890516,0.000912135513256329,0.000660793429995573,0.00115785779082063,0.0912135513256329,0.0660793429995573,0.115785779082063,2.57504787192988e-05,3.99218619863751e-06,2.70128709163161e-05,2.15663671563347e-05,2.88615569147981e-05
25,0,"BC","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"BC","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"CC","dairy_tot",89.555149159251,15.9552167248742,95.35294814901,72.7037404098171,101.47842876739,0.0689608683834453,0.0118309434559936,0.0740166626517702,0.056370777115193,0.0772535345236214,7.40166626517702,5.6370777115193,7.72535345236214,0.262213986984777,0.0467162528331661,0.279189716500202,0.212873718826195,0.297124885055247
25,0,"CC","leg_tot",0.89387868737252,0.520195392825659,1.11570847766048,0.34035005306357,1.2588519999367,0.000678744431298759,0.000386702077276936,0.000811201874342187,0.000271618521797859,0.000973281514212745,0.0811201874342187,0.0271618521797859,0.0973281514212745,0.00261724196427688,0.00152311183940268,0.0032667509460549,0.00099653169272914,0.00368586960131331
25,0,"CM","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"CM","leg_tot",4.75787834334254,1.07965161141746,4.50879110765983,3.85875254640144,5.86872829061395,0.0106561250718861,0.00320693949978421,0.00957781515955359,0.00819984196781728,0.0140289716014376,0.957781515955359,0.819984196781728,1.40289716014376,0.0139308823859795,0.00316117784674659,0.0132015646662442,0.0112982770893533,0.0171834077443806
25,0,"DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"DIAB","leg_tot",9.70695950598685,1.07943202148834,9.13260598205648,9.04096073976574,10.8611587675488,0.020908968418177,0.00240378063244809,0.0210987587471686,0.0185500605461104,0.0231065545106007,2.10987587471686,1.85500605461104,2.31065545106007,0.0284215991761504,0.00316053489599103,0.0267399144392881,0.0264715807410603,0.0318010496375734
25,0,"ECA","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ECA","leg_tot",0.345294682962944,0.174195177559002,0.404384958531459,0.161997859118929,0.47836477257372,0.00630167584155427,0.00151910308010169,0.00671267405229671,0.00472402671616681,0.00752997648781065,0.671267405229671,0.472402671616681,0.752997648781065,0.00101100937639391,0.000510036691916433,0.00118402340064948,0.000474323418824708,0.00140063341334588
25,0,"ENDO","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ENDO","leg_tot",0.806753868700058,0.212001351967981,0.687640698101978,0.681425238612204,1.03332869379628,0.00907672052942651,0.0018607091464482,0.00827923882085393,0.00777425046019907,0.0110570500509406,0.827923882085393,0.777425046019907,1.10570500509406,0.00236214389025316,0.000620731697368234,0.00201338516830206,0.00199518654511784,0.00302554614904692
25,0,"GC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"GC","leg_tot",0.0137057100065965,0.0124928922115471,0.0121863872061921,0.00254918332945515,0.0261536610640816,0.00437514848869126,0.000931455317316006,0.00420733089898988,0.00357242607249629,0.00532051585613239,0.420733089898988,0.357242607249629,0.532051585613239,4.01297848200343e-05,3.65787015767865e-05,3.5681266864886e-05,7.46390945296654e-06,7.65769004489782e-05
25,0,"HHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"HHD","leg_tot",5.30157787854817,2.39836776264282,5.08969635083985,3.11985639638006,7.66339865926837,0.0126269004934073,0.00620293607289561,0.0117354069688979,0.00715881921439031,0.0188527512682572,1.17354069688979,0.715881921439031,1.88527512682572,0.0155228134383696,0.00702232735026794,0.0149024325817643,0.0091348179551356,0.022438132649718
25,0,"HSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"HSTK","leg_tot",7.10296293174195,0.982579193681898,6.81338481791618,6.32349850137587,8.12856875885993,0.0454103080920758,0.00657270602487398,0.0462330416741524,0.0388533724484479,0.0512679201909385,4.62330416741524,3.88533724484479,5.12679201909385,0.0207971986783827,0.00287695359030066,0.0199493252452788,0.0185149572001662,0.0238001325747375
25,0,"IHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"IHD","leg_tot",15.6424213692811,2.2225623457965,14.7769686834264,14.0224838781393,17.9979936433995,0.0205113059282103,0.00190773955787623,0.0195054484896945,0.0193264076245814,0.0225511830545777,1.95054484896945,1.93264076245814,2.25511830545777,0.0458004002208887,0.00650757594046548,0.0432663884813616,0.041057286371979,0.0526974240483965
25,0,"ISTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ISTK","leg_tot",3.2486212724899,0.693120283573353,3.41569425813686,2.53365770586846,3.82157280131141,0.046596698288195,0.013303066906812,0.0476113688589285,0.0335551509195962,0.0587757756716704,4.76113688589285,3.35551509195962,5.87757756716704,0.00951183649472087,0.00202942918103569,0.0100010196862539,0.00741845103210175,0.0111894162445369
25,0,"KC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"KC","leg_tot",2.135680751199,0.414977694255943,2.16966672631071,1.72800073660231,2.51447268695073,0.00354952084281343,0.000436407579299786,0.00377123879631568,0.00308298955829934,0.0038275918668506,0.377123879631569,0.308298955829934,0.38275918668506,0.00625319001705536,0.00121503851807677,0.00635269962782895,0.00505951882064748,0.0073622780443057
25,0,"LC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"LC","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"LVC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"LVC","leg_tot",0.51317774862676,0.0207720673430169,0.50800362679666,0.496107899463867,0.534645601345239,0.00412746109410309,0.000745912273417529,0.00380228723482029,0.00360948459959978,0.0049218353689968,0.380228723482029,0.360948459959978,0.49218353689968,0.00150256445064939,6.08198037417493e-05,0.00148741482355422,0.00145258459747231,0.00156542148685738
25,0,"MLPC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"MLPC","leg_tot",5.79837895335889,1.95257683661942,6.92178335483064,3.71264402864879,6.929220136818,0.0129818293277447,0.0034584410669153,0.0147996146542601,0.00928386329549092,0.0151346778324603,1.47996146542601,0.928386329549092,1.51346778324603,0.016977427626246,0.00571706889029522,0.0202667119373283,0.0108704770428788,0.0202884865451934
25,0,"MMC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"MMC","leg_tot",0.0769904593105296,0.0163370863023277,0.086372064184695,0.0595384051835281,0.0864681492944906,0.00136581428426378,0.000305802945141239,0.00148394722735937,0.00104183483078656,0.00158938073610975,0.148394722735937,0.104183483078656,0.158938073610975,0.000225425064724129,4.78343520753907e-05,0.000252894038216611,0.000174326130305767,0.000253175371673882
25,0,"OC","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"OC","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"OSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"OSTK","leg_tot",1.95213711892545,0.399724959169758,1.82738079878956,1.63955424438683,2.37076286557957,0.0467560791441712,0.00708302094788402,0.0448930923999588,0.0409958681379099,0.054099828883013,4.48930923999588,4.09958681379099,5.4099828883013,0.00571578141402204,0.00117037910410763,0.0053504997701245,0.00480055093799232,0.00694150128736466
25,0,"OTH","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"OTH","leg_tot",2.84355364754634,0.456218095843838,2.84782282835134,2.40834628706737,3.27513220434107,0.00965609450025317,0.00214959374795801,0.00904759626594434,0.00793490745661913,0.0118945050430497,0.904759626594434,0.793490745661913,1.18945050430497,0.00832581427341869,0.00133578880688469,0.00833831426845578,0.00705154408094339,0.00958945947011246
25,0,"PC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"PC","leg_tot",0.131123246981185,0.0473208659235467,0.120491255908732,0.0915462351762813,0.179737451197674,0.00144209377015635,0.000939806076192974,0.00106604867212316,0.000764414777604622,0.00243941109603629,0.106604867212316,0.0764414777604622,0.243941109603629,0.000383923757596405,0.000138553651441308,0.000352793702039946,0.000268043809254703,0.000526264253161098
25,0,"PVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"PVD","leg_tot",0.103844478429451,0.0496096833305049,0.0827517224126555,0.0689909036891817,0.156626895783996,0.00994995156057036,0.00361039129879665,0.00922777761846713,0.00687885743236915,0.0136348935395593,0.922777761846713,0.687885743236915,1.36348935395593,0.000304052586266372,0.000145255219619051,0.000242293818584283,0.000202002677588689,0.000458597447473832
25,0,"RHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"RHD","leg_tot",0.282698994785111,0.107179500534051,0.270904167297552,0.186354734806629,0.389068858128017,0.00677177825843979,0.00152660288766802,0.00665561959965781,0.00537402507565561,0.00826826630118866,0.665561959965781,0.537402507565561,0.826826630118866,0.000827731640615945,0.000313817401030675,0.000793196845349057,0.00054563940170814,0.00113917845550061
25,0,"SCC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"SCC","leg_tot",0.237524683885156,0.0859234802965446,0.229070821027019,0.159787123950048,0.322448027249681,0.00317256202256557,0.0010722738990916,0.00347103532822419,0.00205709147043309,0.00403433026488821,0.347103532822419,0.205709147043309,0.403433026488821,0.000695463018637515,0.000251580602072366,0.000670710437616039,0.000467850472397373,0.000944115258745911
25,0,"SCNC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"SCNC","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"TC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
