"age","race","pathway","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,1,"direct","dairy_tot",112.065538636892,14.3430422250859,118.871694545708,96.7507853805345,121.595059370755,0.00988989943251313,0.000992906180664737,0.0104409578265642,0.00882853724543292,0.0104828619846499,1.04409578265642,0.882853724543292,1.04828619846499,0.298937518869442,0.0382604100061439,0.317093103406564,0.258085046323114,0.324357744559217
25,1,"direct","leg_tot",21.5829279924276,2.44426571543529,22.5592971761188,18.9892869162382,23.3466552624796,0.0019123923218031,0.000253847707357182,0.00205426629241606,0.001641070772003,0.0020631209965822,0.205426629241606,0.1641070772003,0.20631209965822,0.0575729793696828,0.00652013756697663,0.0601774676434503,0.0506543794362443,0.062277764270419
25,1,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medBMI","leg_tot",41.9958048179339,6.31148412800347,43.0692805345866,35.6090684861502,47.4700867905628,0.00370425685004965,0.000448735001595805,0.00378294045021098,0.00324946184642506,0.0040921707935371,0.378294045021098,0.324946184642506,0.40921707935371,0.112024819118353,0.0168360356676867,0.114888341403669,0.0949880463876835,0.126627597906503
25,1,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"direct","dairy_tot",20.636490316599,1.77928118866709,21.6122868162402,18.734273538294,21.7092800702089,0.00781959445995223,0.000585976492065485,0.0080268198107839,0.00720159593135394,0.0082614514403436,0.80268198107839,0.720159593135394,0.82614514403436,0.234959551012017,0.0202582465719513,0.246069614008068,0.213301604660619,0.247173943816773
25,2,"direct","leg_tot",11.2961274880266,1.12343440079207,11.1550341234875,10.2951610435913,12.4170232923202,0.00428862585895362,0.000502016690473948,0.004250386400755,0.00382900057627196,0.00478075468110411,0.4250386400755,0.382900057627196,0.478075468110411,0.128613587002553,0.0127910142835307,0.127007149421633,0.117216948196513,0.141375697752375
25,2,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"medBMI","leg_tot",22.8207480411925,6.59135561881518,19.4766535087143,18.6169979688244,29.8669784661669,0.00867517830409215,0.00263418976580723,0.00723364397117136,0.00708423176668547,0.0114914290244815,0.723364397117136,0.708423176668547,1.14914290244815,0.259828712695592,0.0750467706958704,0.22175407220012,0.211966347806158,0.340054522006178
25,2,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,"direct","dairy_tot",40.5735394473913,2.50491949059167,39.9660316974364,38.5051372985985,43.1583231836458,0.0105365163693533,0.000638600155626588,0.0103106478332054,0.010055001354323,0.0112100196401094,1.03106478332054,1.0055001354323,1.12100196401094,0.301973046790287,0.018643139860133,0.297451603290381,0.286578735439452,0.321210585116043
25,3,"direct","leg_tot",3.79826711098109,0.637887265708287,3.87801213006172,3.16194459535229,4.36680636039134,0.000986677738225153,0.000168439173461421,0.00100047004087548,0.000821201634577343,0.00114043038462018,0.100047004087548,0.0821201634577343,0.114043038462018,0.0282690223147403,0.00474754639989984,0.028862533423362,0.0235331217400607,0.0325004384470915
25,3,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,"medBMI","leg_tot",7.18934754231766,0.898297314213597,7.20310672339131,6.33019252441459,8.03680725630812,0.00186657796752864,0.000226345608471321,0.00188221771838479,0.00164528807442575,0.00207457407240382,0.188221771838479,0.164528807442575,0.207457407240382,0.0535075128114688,0.00668567693603208,0.0536099170356686,0.0471131567371669,0.0598148252952009
25,3,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,"direct","dairy_tot",19.7972264811083,0.545859186763359,19.7234146310159,19.3135982755056,20.3435947592894,0.00923885698000537,0.000429400512034458,0.00900441373903604,0.00897904609463537,0.00969794462019929,0.900441373903604,0.897904609463537,0.969794462019929,0.258317575246947,0.00712246342615401,0.257354465684173,0.252007112237822,0.265446681384429
25,4,"direct","leg_tot",4.35568886996705,1.83244318313517,3.8760587157148,2.86402407106031,6.25503929998819,0.00202431954293696,0.000841262229095218,0.00170778033321429,0.00140327055955117,0.00291442685458702,0.170778033321429,0.140327055955117,0.291442685458702,0.0568337685328644,0.0239100300386509,0.0505754727771438,0.0373702727597311,0.0816168156983601
25,4,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,"medBMI","leg_tot",4.8391720818204,1.32039727624347,5.0021997329336,3.52269941817553,6.01707124201906,0.00224583270403674,0.000567742736789121,0.00220395482970345,0.00172537678126413,0.00280188481999266,0.220395482970345,0.172537678126413,0.280188481999266,0.0631423396389102,0.0172287680341167,0.065269552133749,0.0459647806168853,0.0785117680403222
25,4,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"direct","dairy_tot",285.896761468127,30.9878649322313,301.869850425366,252.765723109912,305.450674212689,0.0128041655224159,0.00119576244666517,0.0134884584813676,0.0115266869175645,0.0134999951121584,1.34884584813676,1.15266869175645,1.34999951121584,1.33048346411431,0.144208845419671,1.40481774694879,1.17630088975362,1.4214818980657
35,1,"direct","leg_tot",81.0230976373781,22.8396985003518,77.7557782480238,60.8811515045951,103.942265251112,0.00364470071115578,0.00109035377536122,0.00347749149982109,0.00268910416405135,0.0047424250878947,0.347749149982109,0.268910416405135,0.47424250878947,0.377058806347721,0.106289560693266,0.361853616903836,0.283323829682948,0.483718194039796
35,1,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"medBMI","leg_tot",110.893570999631,10.6022902636122,105.784527828228,103.911733749581,122.218094945373,0.00497751888425083,0.000561448349154109,0.0047310284151725,0.00458895733913761,0.00557559732808064,0.47310284151725,0.458895733913761,0.557559732808064,0.516067624319851,0.0493400897758993,0.492291568158561,0.483576108981841,0.568768787394956
35,1,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,"direct","dairy_tot",104.236195289882,15.6920186224995,106.256558695283,88.5630821070682,118.191999578106,0.0143226851093472,0.00198720758527574,0.0148167025822718,0.0122691513978487,0.0159563039688599,1.48167025822718,1.22691513978487,1.59563039688599,1.99862819940078,0.300879275545601,2.03736671306047,1.69811141737072,2.2662172448201
35,2,"direct","leg_tot",39.7357963223328,9.72520179580338,36.315141139256,32.3896878768012,49.9894616734797,0.00546828883156362,0.00136096521453592,0.00489507400143939,0.00450806549268896,0.00691574477604388,0.489507400143939,0.450806549268896,0.691574477604388,0.76189545133147,0.186471335603731,0.69630769757366,0.621040929020247,0.958499564336831
35,2,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,"medBMI","leg_tot",65.3323154326905,11.452228862696,69.6608911985589,53.2124100048542,73.7729314595386,0.0089783812104253,0.00151575120849926,0.00938989101310568,0.00740389207350003,0.0102030870150722,0.938989101310568,0.740389207350003,1.02030870150722,1.25268394143504,0.219585408766329,1.3356801939829,1.02029648048849,1.4145245877159
35,2,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,"direct","dairy_tot",90.7898270472584,9.17258183466911,86.0080466094202,85.0467420411223,100.597425425557,0.011771132926492,0.00114725234162662,0.0112946143439768,0.0109567159450425,0.0129905907030793,1.12946143439768,1.09567159450425,1.29905907030793,0.988659276234023,0.0998851789104179,0.936587896206806,0.926119733532158,1.09545949195902
35,3,"direct","leg_tot",4.79972346924868,2.67200523484055,4.08561937788928,2.63373779921881,7.57269761693404,0.000620414662483639,0.000340892814049006,0.000527195262257729,0.000345397097938816,0.000974668717220484,0.0527195262257729,0.0345397097938816,0.0974668717220484,0.052266771350504,0.0290969026760664,0.044490507675592,0.0286801879797665,0.0824631788449167
35,3,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,"medBMI","leg_tot",7.36489579263213,4.12713498785515,5.50829305439806,4.54295048126162,11.7649534315016,0.000952400855759643,0.0005266609481608,0.000710772524998658,0.000595953300023061,0.00151423249264306,0.0710772524998658,0.0595953300023061,0.151423249264306,0.0802003129722071,0.0449425934900071,0.0599827668094509,0.0494706321274653,0.128114908055292
35,3,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,"direct","dairy_tot",56.1010299416968,7.59460050673125,53.1800341556953,50.5395778689387,64.1453284325561,0.0115467020833054,0.00143682120706444,0.0110049563063716,0.0104867828929877,0.013067105184017,1.10049563063716,1.04867828929877,1.3067105184017,1.12806590401354,0.152710385088313,1.06933122917103,1.01623757454074,1.28981870710248
35,4,"direct","leg_tot",5.75694272096086,2.30316197537219,4.4664938342486,4.39222139479052,8.21854560083663,0.00118805894062504,0.000483919983613793,0.000924286158686488,0.000894882429724122,0.00170544231617372,0.0924286158686488,0.0894882429724122,0.170544231617372,0.115759208014969,0.0463114224201936,0.0898111747705674,0.0883177225710688,0.165256521716612
35,4,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,"medBMI","leg_tot",11.8336370648848,4.14162649756492,10.4888423813734,8.6293920084617,16.1809576022926,0.00244249249263827,0.000874025598890979,0.00217053738200863,0.00175846283291382,0.00335768399639793,0.217053738200863,0.175846283291382,0.335768399639793,0.237947904115853,0.0832788211538618,0.210907098769775,0.1735177216395,0.325362771136371
35,4,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,"direct","dairy_tot",726.025702562112,134.970393419281,766.401838566511,585.021646754155,832.710042766329,0.00848164867727157,0.00149565138403635,0.00892063824919648,0.0069208778474561,0.00966927837095088,0.892063824919648,0.69208778474561,0.966927837095088,3.07845596629062,0.572294357386929,3.24965673279224,2.48057799125289,3.53081328980198
45,1,"direct","leg_tot",293.621366442739,43.27024534651,270.00405630088,267.434174000393,339.883272505665,0.0034331834125412,0.000490190869947673,0.00316574791333576,0.00313641955325119,0.00395726744615585,0.316574791333576,0.313641955325119,0.395726744615585,1.24499786187491,0.183472216589229,1.1448569866175,1.13396030696459,1.44115516075401
45,1,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
