"age","race","pathway","riskfactor","V1","V2","V3"
35,2,"medBMI","leg_tot",0.0102458868046494,0.00938989101310568,0.00729936581352078
35,2,"medSBP","leg_tot",0,0,0
35,3,"direct","leg_tot",0.000998219951692208,0.000335828773500979,0.000527195262257729
35,3,"medBMI","leg_tot",0.00155651985936119,0.000589910182919082,0.000710772524998658
35,3,"medSBP","leg_tot",0,0,0
35,4,"direct","leg_tot",0.000893334865041892,0.00174655579814673,0.000924286158686488
35,4,"medBMI","leg_tot",0.00173677469875093,0.00342016539715526,0.00217053738200863
35,4,"medSBP","leg_tot",0,0,0
45,1,"direct","leg_tot",0.003134875955352,0.00399892636893585,0.00316574791333576
45,1,"medBMI","leg_tot",0.0049548763740388,0.00513585747618708,0.00441353691229207
45,1,"medSBP","leg_tot",0,0,0
45,2,"direct","leg_tot",0.00586185034706988,0.00471671284214413,0.00340244270100608
45,2,"medBMI","leg_tot",0.00670052435664284,0.0056318197394783,0.00453069924156215
45,2,"medSBP","leg_tot",0,0,0
45,3,"direct","leg_tot",0.000922325701050002,0.000220808277210175,0.000858006089810043
45,3,"medBMI","leg_tot",0.00172504297894878,0.000851929838419467,0.00175840910583681
45,3,"medSBP","leg_tot",0,0,0
45,4,"direct","leg_tot",0.00212470534570775,0.00280136912837538,0.00266050247740202
45,4,"medBMI","leg_tot",0.00244375040049668,0.00318652481866498,0.00317856412116872
45,4,"medSBP","leg_tot",0,0,0
55,1,"direct","leg_tot",0.00215639061523915,0.0019632557521126,0.00253676657619536
55,1,"medBMI","leg_tot",0.00353725422689458,0.00275976401656058,0.00308900799632239
55,1,"medSBP","leg_tot",0,0,0
55,2,"direct","leg_tot",0.00237380177022329,0.00285455915407816,0.00288560949762598
55,2,"medBMI","leg_tot",0.00374889676509937,0.00337554776970805,0.00429536279946881
55,2,"medSBP","leg_tot",0,0,0
55,3,"direct","leg_tot",0.000905572469966547,0.000858725632026695,0.00142344673003282
55,3,"medBMI","leg_tot",0.00186113711400513,0.00169529621581026,0.00232641811275645
55,3,"medSBP","leg_tot",0,0,0
55,4,"direct","leg_tot",0.00074602994507695,0.000504792356996017,0.00113110226576572
55,4,"medBMI","leg_tot",0.00155265076402626,0.0010541183948478,0.0016466459903265
55,4,"medSBP","leg_tot",0,0,0
65,1,"direct","leg_tot",0.00364972643417576,0.00420033730373554,0.00324913819433851
65,1,"medBMI","leg_tot",0.0043947859234328,0.00391435737363392,0.00397720477308681
65,1,"medSBP","leg_tot",0,0,0
65,2,"direct","leg_tot",0.00284883529781836,0.00285358204963051,0.00377834142652407
65,2,"medBMI","leg_tot",0.0033945385173852,0.00334537559603675,0.00274594218269143
65,2,"medSBP","leg_tot",0,0,0
65,3,"direct","leg_tot",0.000565508176624458,0.000298378794359923,0.000572017305555378
65,3,"medBMI","leg_tot",0.000685426494248945,0.000522717579882844,0.000643835718068887
65,3,"medSBP","leg_tot",0,0,0
65,4,"direct","leg_tot",0.000985104178832046,0.000715229388459034,0.00078961215247519
65,4,"medBMI","leg_tot",0.0017651556585057,0.00119097252338511,0.00159822555010163
65,4,"medSBP","leg_tot",0,0,0
75,1,"direct","leg_tot",0.00394917327549784,0.00350390062052088,0.00310829279907602
75,1,"medBMI","leg_tot",0.00388902266683614,0.00396961586146068,0.00349335597395858
75,1,"medSBP","leg_tot",0,0,0
75,2,"direct","leg_tot",0.000651976304346849,0.00140751884233748,0.00441106479161873
75,2,"medBMI","leg_tot",0.000542428943685692,0.0017102342573683,0.004146792757307
75,2,"medSBP","leg_tot",0,0,0
75,3,"direct","leg_tot",0.000871178069408327,0.00227722402865775,0.000733938836487609
75,3,"medBMI","leg_tot",0.00100205538628693,0.00272808649779943,0.000722023401776748
75,3,"medSBP","leg_tot",0,0,0
75,4,"direct","leg_tot",0.00113840688578801,0.00262816505981686,0.00303731995323768
75,4,"medBMI","leg_tot",0.00115705552377598,0.00249680942079933,0.00233058953371771
75,4,"medSBP","leg_tot",0,0,0
