"female","race","pathway","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,1,"direct","dairy_tot",3676.54747747527,413.652464557742,3897.31466102369,3234.24522532903,3931.19762360535,0.00605261292081576,0.000680202597018763,0.00641917053719479,0.00532532200291608,0.00646832986479326,0.641917053719479,0.532532200291608,0.646832986479326,5.0117550515259,0.563878160563573,5.31269800252507,4.40882239253643,5.35888620216609
0,1,"direct","leg_tot",2353.73468749338,195.436818152961,2252.02091268344,2231.22607091985,2562.70001265536,0.00387495497858627,0.000322105324553707,0.00370524065221725,0.00367479688533564,0.00421937024925056,0.370524065221725,0.367479688533564,0.421937024925056,3.20853784216528,0.266413385556188,3.06988479121554,3.04153791037344,3.4933928672644
0,1,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"medBMI","leg_tot",2448.79370088163,259.866180373198,2595.12754063505,2171.0748158496,2602.12882212325,0.00403131340873155,0.0004262381847876,0.00427289896278433,0.00357585003528251,0.00428142906123572,0.427289896278433,0.357585003528251,0.428142906123572,3.33811932954179,0.354241486118515,3.53759706377114,2.95954159227856,3.54714099271007
0,1,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"direct","dairy_tot",814.820372875199,76.175124034393,839.827915290856,734.812134081345,873.572200615745,0.00865813732420606,0.000733152055252096,0.008884248765498,0.00789084822209387,0.00923323170122009,0.8884248765498,0.789084822209387,0.923323170122009,6.41353443009166,0.599582186423694,6.61037135223297,5.78378140564933,6.87597607071387
0,2,"direct","leg_tot",340.767722373101,32.4069986398354,352.353504475118,306.569876058185,365.117653901304,0.00362361635243888,0.000353819049428029,0.00378719641296107,0.00324608511735617,0.00386210453607773,0.378719641296107,0.324608511735617,0.386210453607773,2.68221756948944,0.255078798311235,2.77341044448915,2.41304282610181,2.87387836912733
0,2,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"medBMI","leg_tot",357.410949298505,48.3419195559894,330.697946657703,328.439269527035,409.088681314658,0.00380323296195571,0.00055273299611149,0.00349516319572941,0.00347428653121435,0.00439403869398944,0.349516319572941,0.347428653121435,0.439403869398944,2.8132181095683,0.380504189401934,2.60295733569568,2.58517905716187,3.21997881976646
0,2,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,"direct","dairy_tot",579.094548724445,25.9149037856297,591.198932490674,551.435082237412,596.465289010182,0.00921323641198377,0.000425062900343119,0.00943234548913904,0.0087587753659111,0.00948145474247447,0.943234548913904,0.87587753659111,0.948145474247447,3.02877852424892,0.135540049922385,3.09208683492319,2.88411406786155,3.11963091656315
0,3,"direct","leg_tot",36.7388924512953,19.3575235484835,45.6079271822587,16.0894965937186,49.8496087875532,0.000584603881939114,0.000308066444481415,0.000727656466519999,0.000255851117926621,0.000791761949057855,0.0727656466519999,0.0255851117926621,0.0791761949057855,0.192151642087244,0.101243660012741,0.238538440207048,0.0841512355044102,0.260723270268246
0,3,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,"medBMI","leg_tot",44.5071374661105,20.759652804886,52.343075380774,22.538654511065,59.8150731936921,0.000708354305549706,0.000331209082886016,0.000831186065540293,0.000358172096251095,0.000954129518856317,0.0831186065540293,0.0358172096251095,0.0954129518856317,0.232781093225752,0.108577072128892,0.27376459156045,0.117881601370526,0.312844611496486
0,3,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,"direct","dairy_tot",635.880404302461,52.9577243907088,624.739050481926,591.147717626989,690.083241725387,0.0142305800262252,0.0011923166958662,0.0141162299956217,0.0131503916211191,0.0154079659573443,1.41162299956217,1.31503916211191,1.54079659573443,5.01319604922482,0.417511615226874,4.9253591060226,4.66052953112589,5.44052396904563
