"female","outcome","riskfactor","V1","V2","V3"
1,"KC","leg_tot",0.00445190683420622,0.00418360719664625,0.00380569844231529
1,"LC","leg_tot",0,0,0
1,"LVC","leg_tot",0.004114907227784,0.0029774598751001,0.00458556237267943
1,"MLPC","leg_tot",0.016730733074247,0.0125480653192908,0.0176361300892157
1,"MMC","leg_tot",0.00149978421794449,0.00136642340345515,0.00145919071275469
1,"OC","leg_tot",0.000937255275095026,0.000952473072874532,0.000871906824426043
1,"OSTK","leg_tot",0.0209627065316402,0.0211881899498989,0.0181870630904202
1,"OTH","leg_tot",0.00371973785832896,0.00667520457008394,0.0042017502223492
1,"PC","leg_tot",0.00139182734530134,0.00182570946348675,0.00156521191266939
1,"PVD","leg_tot",0.00433576937644763,0.00437123438291806,0.00488796798759946
1,"RHD","leg_tot",0.00409391125392644,0.00388211754670113,0.00419780603004369
1,"SCC","leg_tot",0.00366527377774564,0.00412277309913469,0.00399176488028189
1,"SCNC","leg_tot",0,0,0
1,"TC","leg_tot",0.00106959425573373,0.000939202592989341,0.00130754090566827
1,"UC","leg_tot",0.00855766457920368,0.00726027422861978,0.00849775133941786
