"age","female","race","outcome","X1","X2","X3"
65,1,3,"AFF",68.3861102817168,42.8303325837473,60.4588117319335
65,1,4,"AFF",61.0667139557733,47.4259599970844,47.9806797074446
65,0,1,"AFF",1336.06687651567,1352.5649566631,1356.46761016047
65,0,2,"AFF",166.707536433264,188.009619444367,197.469624844921
65,0,3,"AFF",80.7400752422591,79.8404010635018,79.4431663638033
65,0,4,"AFF",38.721953876137,41.6526190072562,32.2162278033127
75,1,1,"AFF",12229.5885924245,12209.312443375,12236.9054191663
75,1,2,"AFF",667.632800816246,659.582286953117,672.417631892377
75,1,3,"AFF",535.761215561093,524.446021098775,528.885928336781
75,1,4,"AFF",281.783031095529,294.631138242488,277.958791501648
75,0,1,"AFF",7317.45179473302,7259.35192375855,7241.44907224263
75,0,2,"AFF",295.196502986939,308.981544085702,349.065146890489
75,0,3,"AFF",272.388109207759,285.571488970322,297.025066613861
75,0,4,"AFF",161.827636415954,154.095768291624,133.510437314787
25,1,1,"APCA",0,0,0
25,1,2,"APCA",0,0,0
25,1,3,"APCA",0,0,0
25,1,4,"APCA",0,0,0
25,0,1,"APCA",5.1589893643787,6.10252102526701,5.99365935011995
25,0,2,"APCA",0,0,0
25,0,3,"APCA",6.06422074332063,1.77747947880025,4.8495226304385
25,0,4,"APCA",0,0,0
35,1,1,"APCA",0,0,0
35,1,2,"APCA",0,0,0
35,1,3,"APCA",0,0,0
35,1,4,"APCA",0,0,0
35,0,1,"APCA",48.8464389326498,61.2794104686739,48.4002943472097
35,0,2,"APCA",37.3762419840737,28.1244217358141,49.5768938806612
35,0,3,"APCA",12.8228629497698,21.5821553124765,12.4743273656005
35,0,4,"APCA",4.57817113995036,4.58277466406276,8.49988492095647
45,1,1,"APCA",0,0,0
45,1,2,"APCA",0,0,0
45,1,3,"APCA",0,0,0
45,1,4,"APCA",0,0,0
45,0,1,"APCA",1607.74377163296,1700.13346507773,1622.84400038283
45,0,2,"APCA",671.45752036677,746.250862611569,672.767360387079
45,0,3,"APCA",353.873817617992,332.916643176916,327.635383953397
45,0,4,"APCA",144.417913926226,224.589447343949,169.307665122474
55,1,1,"APCA",0,0,0
55,1,2,"APCA",0,0,0
55,1,3,"APCA",0,0,0
55,1,4,"APCA",0,0,0
55,0,1,"APCA",11233.2049103339,11166.059419471,11131.366402071
55,0,2,"APCA",2661.43757282658,2508.65422305189,2497.87015565772
55,0,3,"APCA",1352.68383918735,1492.58577717543,1416.96038829269
55,0,4,"APCA",908.058554291193,933.852606677512,935.783420749698
65,1,1,"APCA",0,0,0
65,1,2,"APCA",0,0,0
65,1,3,"APCA",0,0,0
65,1,4,"APCA",0,0,0
65,0,1,"APCA",14067.102493075,14178.9506154138,13776.2225154772
65,0,2,"APCA",2018.15572260796,2029.21226323252,2116.31791794935
65,0,3,"APCA",1295.20262338381,1310.28276619517,1303.27006774388
65,0,4,"APCA",969.180447781932,1154.60131909258,1094.3324067179
75,1,1,"APCA",0,0,0
75,1,2,"APCA",0,0,0
75,1,3,"APCA",0,0,0
75,1,4,"APCA",0,0,0
75,0,1,"APCA",9015.58398652349,9233.70999284644,8962.58385751478
75,0,2,"APCA",1091.52085955444,1115.94340817486,988.320888660198
75,0,3,"APCA",719.141077361989,672.710543535714,730.62399118993
75,0,4,"APCA",697.539035992125,670.708682159124,569.561585370063
25,1,1,"BC",0,0,0
25,1,2,"BC",0,0,0
25,1,3,"BC",0,0,0
25,1,4,"BC",0,0,0
25,0,1,"BC",0,0,0
25,0,2,"BC",0,0,0
25,0,3,"BC",0,0,0
25,0,4,"BC",0,0,0
35,1,1,"BC",0,0,0
35,1,2,"BC",0,0,0
35,1,3,"BC",0,0,0
35,1,4,"BC",0,0,0
35,0,1,"BC",0,0,0
35,0,2,"BC",0,0,0
35,0,3,"BC",0,0,0
35,0,4,"BC",0,0,0
45,1,1,"BC",13491.5090998733,13708.3266848907,12498.4325415746
45,1,2,"BC",2194.12838821194,1907.50770439431,2466.68912394868
45,1,3,"BC",2111.48696369087,2388.39522665878,2555.60225131389
45,1,4,"BC",1505.54072485583,2046.04923214215,1540.6735631804
45,0,1,"BC",0,0,0
45,0,2,"BC",0,0,0
45,0,3,"BC",0,0,0
45,0,4,"BC",0,0,0
55,1,1,"BC",53008.4790850264,53098.2058700362,53100.6158805773
55,1,2,"BC",9312.40888160437,9137.20476809389,9314.19813821289
55,1,3,"BC",7224.26112832793,7183.59481988296,7181.5529142553
55,1,4,"BC",7666.9903416629,7910.50545323323,7506.13914106044
55,0,1,"BC",0,0,0
55,0,2,"BC",0,0,0
55,0,3,"BC",0,0,0
55,0,4,"BC",0,0,0
65,1,1,"BC",55036.7611685723,54447.5710312739,54474.4786264313
65,1,2,"BC",6200.61165158156,6045.62694045779,6202.16659536832
65,1,3,"BC",5715.3592969257,5826.65938955665,5731.21788965504
65,1,4,"BC",4341.36978497231,4274.03324312425,4337.1567950438
65,0,1,"BC",0,0,0
65,0,2,"BC",0,0,0
65,0,3,"BC",0,0,0
65,0,4,"BC",0,0,0
75,1,1,"BC",41325.9470478356,41740.2894024668,40862.7311902177
75,1,2,"BC",4972.50323086257,5183.2672650695,5386.28049911877
75,1,3,"BC",2019.68208126028,2004.57373491613,2010.54366287063
75,1,4,"BC",2047.2753609416,1899.34978357098,1973.77969726465
75,0,1,"BC",0,0,0
75,0,2,"BC",0,0,0
75,0,3,"BC",0,0,0
75,0,4,"BC",0,0,0
25,1,1,"CC",791.506736320049,863.889680253873,657.161765369466
25,1,2,"CC",151.218725555925,156.938711756953,166.359197778022
25,1,3,"CC",334.725051075167,343.662071833992,295.365918516481
25,1,4,"CC",147.87544303459,154.053780882603,120.798794807656
25,0,1,"CC",876.646190694849,776.408542745342,835.51335811819
25,0,2,"CC",113.643662074821,100.755820264342,95.3499971456847
25,0,3,"CC",266.390961640963,246.624069720031,255.929660286036
25,0,4,"CC",118.696280921182,107.781571204948,103.052537063628
35,1,1,"CC",1774.69841718598,1793.76484306676,1732.38161970962
35,1,2,"CC",665.991369264543,648.055204098578,551.852854071638
35,1,3,"CC",603.177833766611,612.369572630549,586.487447935779
35,1,4,"CC",313.313198755972,311.184423568589,321.698199322517
35,0,1,"CC",2128.47251383385,1874.96895117923,1963.25722854889
35,0,2,"CC",450.930989708791,461.636400879116,425.479496198709
35,0,3,"CC",616.148914749429,582.570420501276,664.804069965077
35,0,4,"CC",410.84167965232,359.296083463606,376.948848500046
45,1,1,"CC",5215.30193949234,5418.98166941373,5374.94896832012
45,1,2,"CC",1235.606625578,1065.17538817088,1259.90676567301
45,1,3,"CC",1142.47523506729,1134.9804945102,1154.39797471364
45,1,4,"CC",754.751697653357,850.359703063834,758.284893694
45,0,1,"CC",5877.49319301455,5792.86230245743,5838.43176123342
45,0,2,"CC",1400.15359431353,1574.57612424869,1565.99579340614
45,0,3,"CC",1455.10607390473,1461.75140071825,1281.29407504962
45,0,4,"CC",1684.9174126965,1762.56345346672,1795.19411636405
55,1,1,"CC",9757.28974826951,9837.02241565683,9974.73362885049
55,1,2,"CC",2698.420210534,2313.87836200707,2509.89665481961
55,1,3,"CC",1880.63372333159,1677.70403975528,1675.92265288937
55,1,4,"CC",1641.31381038995,1784.53439098819,1786.56556637642
55,0,1,"CC",14265.1910658902,13427.3685854242,13779.2568356602
55,0,2,"CC",2247.91555871299,2257.33039464296,2465.65614878963
55,0,3,"CC",2172.90033784916,2296.39393060231,2446.1726571417
55,0,4,"CC",2176.61743314967,2285.15683282375,2107.0060846893
65,1,1,"CC",12041.1409283338,12035.7019112954,12129.2504599968
65,1,2,"CC",1780.90826284353,1872.03077255912,1713.44282563512
65,1,3,"CC",1520.66428211164,1544.75305577173,1512.7222682564
65,1,4,"CC",933.467268100651,951.489453371369,973.988954551505
65,0,1,"CC",14431.8706643018,14057.7414397595,15176.4471906385
65,0,2,"CC",2138.75519389927,2225.47865888014,2126.24824603169
65,0,3,"CC",1664.97487882742,1631.97686352169,1740.67183168901
65,0,4,"CC",1414.62052237192,1412.09431085211,1568.33489694789
75,1,1,"CC",18423.3171008839,18182.9096003345,18022.4361451236
75,1,2,"CC",2469.40848968846,2224.50860379006,2187.26344416574
75,1,3,"CC",1138.49596599811,1138.88525707157,1096.49644987073
75,1,4,"CC",1022.1614617685,967.405885816435,1051.65067693216
75,0,1,"CC",15272.6841989281,15002.0387265916,15405.3098856966
75,0,2,"CC",1610.65838205305,1713.49165042103,1572.23547190134
75,0,3,"CC",1180.22890010941,1127.91035222612,1082.23538856049
75,0,4,"CC",1177.289239877,1161.12859493376,1136.77150266935
25,1,1,"CM",103.893392726533,89.1495291446738,104.303810114183
25,1,2,"CM",63.6735941928401,60.5360832470768,51.6504663157497
25,1,3,"CM",37.0247769044263,29.8392713347538,27.1626780816784
25,1,4,"CM",12.8342353361557,9.2231701751062,7.19402691948526
25,0,1,"CM",188.127905276758,232.843855440391,232.539258499869
25,0,2,"CM",147.0784590605,125.500632022282,144.519516515502
25,0,3,"CM",49.3623281006884,86.0237054859757,68.0347633884182
25,0,4,"CM",31.907696184836,26.3854217901411,25.4848776841338
35,1,1,"CM",156.984102129088,147.323524964314,145.598473146803
35,1,2,"CM",122.948908571266,107.275632525298,107.217353805886
35,1,3,"CM",27.4572264709858,29.0044965240595,23.8832065377945
35,1,4,"CM",20.3900577782144,28.6518491446365,15.9267090476557
35,0,1,"CM",372.721421925157,348.509976907562,305.681472561424
35,0,2,"CM",221.698865247785,233.269700935971,221.422666998615
35,0,3,"CM",111.581542761215,106.71889853018,75.0092644525406
35,0,4,"CM",46.9396672661414,44.3276567274252,41.3696854682924
45,1,1,"CM",315.835287973294,318.936129888873,299.806726215771
45,1,2,"CM",147.869066847701,191.319603153796,181.02866856941
45,1,3,"CM",46.2836491931736,38.8452923490142,36.8973384875471
45,1,4,"CM",10.9382391705032,19.1392787055822,9.86342230383944
45,0,1,"CM",772.046918199309,763.746805988619,758.238427029539
45,0,2,"CM",382.966117530408,370.038417639608,402.864006698096
45,0,3,"CM",121.411497999338,92.4352127414281,114.469066690655
45,0,4,"CM",58.4897594248828,64.2377058368482,73.3131254673614
55,1,1,"CM",701.423944320904,644.517442866941,666.554244474226
55,1,2,"CM",294.232611943549,275.781723551528,290.908744031518
55,1,3,"CM",78.9780624546234,70.3170789998059,60.7795897014328
55,1,4,"CM",42.7537748918335,46.1196300351423,26.7813160677245
55,0,1,"CM",1539.86737835401,1459.04233099411,1471.63436684286
55,0,2,"CM",560.971523290112,610.812681998006,610.41547113973
55,0,3,"CM",175.993059875437,185.332407238751,147.369000606171
55,0,4,"CM",90.4221385295171,88.4450207698198,78.5484859688046
65,1,1,"CM",968.622716663855,996.96334840243,1025.99532319221
65,1,2,"CM",324.938416624209,295.93292979623,326.819552167253
65,1,3,"CM",74.9416014638642,76.7026733845977,66.7105354942715
65,1,4,"CM",29.002691319613,33.3194880066913,32.9007466213319
65,0,1,"CM",2000.04501670019,2046.51987535262,2014.89454841343
65,0,2,"CM",567.137773856657,611.46156559183,526.740610848104
65,0,3,"CM",128.619832680013,158.232807792699,149.354210978665
65,0,4,"CM",83.2315540054324,93.8963024967478,94.6768912087022
75,1,1,"CM",3829.88779788609,3911.7598491198,3813.99517413225
75,1,2,"CM",510.034088806246,472.944991452405,509.924924523956
75,1,3,"CM",263.02470273117,283.015696215422,250.217511316028
75,1,4,"CM",95.9012274340184,126.9252511785,110.102444875642
75,0,1,"CM",4275.70560233739,4360.33200766367,4196.68801092532
75,0,2,"CM",495.358600294463,486.769502959947,481.091759993111
75,0,3,"CM",294.63605259737,308.243668411644,313.654690372496
75,0,4,"CM",166.077207876963,167.036243834063,164.292409414485
25,1,1,"DIAB",182.655867873458,163.599050302219,175.688230085578
25,1,2,"DIAB",122.644859016571,123.193993747439,107.32467274096
25,1,3,"DIAB",41.7879594319627,45.2416285423114,43.5733541991814
25,1,4,"DIAB",17.695358468448,8.80805582974682,10.6989216632367
25,0,1,"DIAB",265.073876014051,257.076092542416,224.910051270243
25,0,2,"DIAB",145.002017014509,137.74251648493,149.548951071869
25,0,3,"DIAB",63.0076781498608,56.723084633783,49.4250035611369
25,0,4,"DIAB",22.8246814801493,20.2844164060544,4.39414136802465
35,1,1,"DIAB",398.645455698091,383.519264297966,394.619511485606
35,1,2,"DIAB",208.478345075445,239.720826067483,216.42190725021
35,1,3,"DIAB",92.6178708771,82.3223895940044,80.3181361417193
35,1,4,"DIAB",46.0079470953646,35.4126842038856,44.3362850146887
35,0,1,"DIAB",654.851607174384,631.751356623216,650.348153642477
35,0,2,"DIAB",383.630547010528,387.858184553404,384.470282640976
35,0,3,"DIAB",187.165513479576,205.783431104116,195.549820176977
35,0,4,"DIAB",77.7917961916405,76.3922647132262,76.2902653137608
45,1,1,"DIAB",1084.1952601147,1098.57571638857,1107.53519307515
45,1,2,"DIAB",609.872079139063,561.451405159288,604.556413958576
45,1,3,"DIAB",264.670623207087,269.193585531029,277.615966814608
45,1,4,"DIAB",81.6290203694072,107.710419303762,108.195703270907
45,0,1,"DIAB",2063.16953760064,2115.88668832626,2044.90170179663
45,0,2,"DIAB",814.726285533241,826.078788161691,784.182751467263
45,0,3,"DIAB",533.21821901257,516.330702956971,560.456952672276
45,0,4,"DIAB",166.805182661148,181.270213181656,186.210607937297
55,1,1,"DIAB",2939.52180427568,2743.65316163134,2882.79220823286
55,1,2,"DIAB",1225.11994723497,1208.84098737827,1108.17011669362
55,1,3,"DIAB",500.97284987351,554.184650828349,498.442650612765
55,1,4,"DIAB",184.901559163715,206.134824675969,190.695811296766
55,0,1,"DIAB",5265.24472140944,5455.21565405495,5328.46259418832
55,0,2,"DIAB",1815.43954421974,1676.12524777894,1762.04902664546
55,0,3,"DIAB",952.510659742398,919.873932714032,902.962661994914
55,0,4,"DIAB",385.465693845391,354.85363547356,316.570160973189
65,1,1,"DIAB",4661.11499867028,4843.1308035786,4820.40989132167
65,1,2,"DIAB",1633.52857392839,1600.45827977107,1571.16220125217
65,1,3,"DIAB",760.01016689531,764.215818775611,737.808354510784
65,1,4,"DIAB",340.004847532354,332.396484323491,318.256136648177
65,0,1,"DIAB",7826.090892562,7755.40114355779,7857.35291048925
65,0,2,"DIAB",1903.97296886011,1995.74068803006,1882.74258498913
65,0,3,"DIAB",980.681211783514,967.497268858552,1008.99287794375
65,0,4,"DIAB",456.180451206632,445.571302846991,444.46289457827
75,1,1,"DIAB",11036.2692315832,10901.1357189993,11127.2709947412
75,1,2,"DIAB",2849.15498714868,2785.37349216806,2739.88927716847
75,1,3,"DIAB",1724.9477163485,1608.7054237513,1555.58049477184
75,1,4,"DIAB",877.904102940899,864.55642568945,885.27634726885
75,0,1,"DIAB",12032.4765433488,12163.4542378818,11899.0843700969
75,0,2,"DIAB",1785.87984928831,1797.61944117068,1806.26825407515
75,0,3,"DIAB",1463.58741369721,1388.48678207454,1450.40538328027
75,0,4,"DIAB",692.226296832784,668.904444702187,660.543184443956
25,1,1,"ECA",18.3520987233045,0.228934109879951,10.6455226135996
25,1,2,"ECA",0,0,0
25,1,3,"ECA",0,0,4.76065591504787
25,1,4,"ECA",0,0,0
25,0,1,"ECA",38.1291227435017,52.7502785028437,20.8842700679985
25,0,2,"ECA",0,0,0
25,0,3,"ECA",22.1128844478203,10.9310803545488,11.4233675466189
25,0,4,"ECA",0,0,0
35,1,1,"ECA",0,0,0
35,1,2,"ECA",6.50601279000173,0.960017244912468,5.26256542427947
35,1,3,"ECA",0,0,0
35,1,4,"ECA",0,5.93108054347351,0.38079927395076
35,0,1,"ECA",174.246190152148,114.441992893578,111.265159907741
35,0,2,"ECA",3.93556540976328,12.049899507328,14.1212807411465
35,0,3,"ECA",48.5962393845162,27.6134356560418,20.3665430187969
35,0,4,"ECA",6.00318549625766,6.02353858881061,9.88861042125357
45,1,1,"ECA",123.343293714585,116.09055813538,102.071970296513
45,1,2,"ECA",8.67477687836944,0,2.83816544722537
45,1,3,"ECA",21.6096777092669,8.78993263493504,10.6593877520298
45,1,4,"ECA",9.00681220706893,5.07327794679682,0
45,0,1,"ECA",624.526852811529,565.077971800543,615.572089564133
45,0,2,"ECA",6.38191178281048,30.7243077468828,22.5641181179672
45,0,3,"ECA",64.7835740492031,71.9966347411803,64.2251049618403
45,0,4,"ECA",27.1331585723084,40.4556612167702,11.8462438189483
55,1,1,"ECA",284.503349776316,230.891275446686,283.383258750173
55,1,2,"ECA",28.0367254028045,16.3940919819221,39.4354405794588
55,1,3,"ECA",19.4365648656893,12.6702397475042,19.2499888458514
55,1,4,"ECA",0.831331165237875,9.5905012002548,5.36349728156128
55,0,1,"ECA",2389.67962951294,2251.84916539267,2346.12623343062
55,0,2,"ECA",42.4918411324275,69.7897025922986,45.7982855103819
55,0,3,"ECA",134.679164456097,142.050176767061,170.198262851393
55,0,4,"ECA",80.3537450151689,89.635505873472,73.2076629274106
65,1,1,"ECA",324.439777546732,416.753937724691,358.844482176822
65,1,2,"ECA",14.4889135166611,5.08019058129316,5.14286442523412
65,1,3,"ECA",47.9179916345825,41.8153163086032,51.3721546545765
65,1,4,"ECA",0.706267032956179,0,6.86571799547094
65,0,1,"ECA",2775.37663649436,3085.31920101217,2981.49548351082
65,0,2,"ECA",48.7688054352314,60.813951154856,65.9792279811641
65,0,3,"ECA",161.676562232264,174.906420583238,137.703162536603
65,0,4,"ECA",75.3758459462483,50.0798730844069,69.9137277539054
75,1,1,"ECA",523.249532023599,511.270294996134,494.435221531095
75,1,2,"ECA",16.751265434904,24.1296562311373,11.862677864032
75,1,3,"ECA",26.4423857544405,26.0030761507504,18.7798922528689
75,1,4,"ECA",10.6758890911667,9.98724629988704,10.282073519386
75,0,1,"ECA",2396.76354006482,2241.47764190476,2040.83111160866
75,0,2,"ECA",102.210679049561,63.2591844375165,74.6824460265847
75,0,3,"ECA",83.6718251495827,73.682616408337,63.3058234473622
75,0,4,"ECA",56.0185274352731,54.4087461509332,76.4179954441967
25,1,1,"ENDO",73.1079936322125,70.0825272988976,60.6384087570297
25,1,2,"ENDO",5.18519802170921,13.0779849625589,5.91162402170425
25,1,3,"ENDO",5.3329145301067,9.09974576061783,7.35515468455984
25,1,4,"ENDO",8.14285699044039,8.81809170688394,9.56948617514049
25,0,1,"ENDO",59.2978900274296,52.3087154135779,67.179651878633
25,0,2,"ENDO",12.1012195287034,7.72549051191059,10.0657904295878
25,0,3,"ENDO",9.4137643770974,14.6251777374402,8.5781925439692
25,0,4,"ENDO",7.09715867256585,8.39664515579954,8.03508815905459
35,1,1,"ENDO",35.5257657558881,54.2943906641175,52.540883741368
35,1,2,"ENDO",13.1222788753404,7.63619620374525,7.68501308761235
35,1,3,"ENDO",6.5207346635233,7.43940937530372,8.69995360173347
35,1,4,"ENDO",4.61474133407554,4.37775454705935,4.81246948612565
35,0,1,"ENDO",96.7813481404234,83.888260668428,69.3055440990072
35,0,2,"ENDO",17.3421846673799,9.36243617771411,12.9221127865187
35,0,3,"ENDO",20.2442233979408,13.8768788840658,15.241914201224
35,0,4,"ENDO",10.9187554173136,9.15415166719251,10.1452485148238
45,1,1,"ENDO",33.5088707414199,51.4393965553716,38.0166763793835
45,1,2,"ENDO",10.0973823198951,18.9213373501013,9.04688944169294
45,1,3,"ENDO",7.3512573461989,9.65588019069926,8.28090471955919
45,1,4,"ENDO",4.82910113370825,4.42335750635906,4.58131731731903
45,0,1,"ENDO",82.9354799180656,99.5411205947439,97.6398242314203
45,0,2,"ENDO",16.1757861055443,17.4836033577331,20.5995848833015
45,0,3,"ENDO",12.9556245264723,13.9231427782647,14.5608623229177
45,0,4,"ENDO",8.09267851686124,7.58913416527464,8.90784706664144
55,1,1,"ENDO",80.4919159650151,81.8867746076986,70.1846356097844
55,1,2,"ENDO",28.3014979235327,24.0647357998828,32.795331193955
55,1,3,"ENDO",3.23568355142561,7.29477196752538,8.04328350647876
55,1,4,"ENDO",9.41025709660608,8.66688753240746,6.56828255184018
55,0,1,"ENDO",140.829706312085,161.030907662399,144.909247550416
55,0,2,"ENDO",25.159883248311,24.2876043624918,24.3478165348795
55,0,3,"ENDO",9.90070988156777,17.7613042334661,14.4448860797338
55,0,4,"ENDO",8.15768430052232,9.64960925225807,8.29656595700393
65,1,1,"ENDO",113.951206970533,95.6796541244354,103.875479661764
65,1,2,"ENDO",16.3157075135558,21.9808656229358,18.30031155577
65,1,3,"ENDO",12.5943851990335,15.0209425786239,19.4198367714096
65,1,4,"ENDO",9.64617974211709,8.96263533261338,9.39304693380442
65,0,1,"ENDO",163.046203606398,175.648563900136,131.30510142004
65,0,2,"ENDO",30.9371278558456,30.2244414970179,18.3268847433373
65,0,3,"ENDO",19.2645060872265,10.7541518132546,2.30863561030546
65,0,4,"ENDO",9.44057654978457,10.6209936492289,9.80884042343135
75,1,1,"ENDO",184.353718028276,178.819103253032,173.232167473703
75,1,2,"ENDO",23.1806645910411,16.3622662675872,27.0530624251766
75,1,3,"ENDO",10.425124981636,12.375140616815,6.26430941346812
75,1,4,"ENDO",10.2132097607152,9.73224913634041,9.71457800294608
75,0,1,"ENDO",245.052069022536,233.855616150112,246.605003294903
75,0,2,"ENDO",7.39925559848144,10.150443135952,14.4081201422137
75,0,3,"ENDO",7.13561734424663,10.667437863656,9.87853981800812
75,0,4,"ENDO",8.60236419848682,8.07367879003791,7.5461970059723
25,1,1,"GC",0,0,0
25,1,2,"GC",4.52168938317276,8.51201565269265,5.01906210989357
25,1,3,"GC",4.27913964298989,7.20570421303114,1.55725504451081
25,1,4,"GC",0,4.10446488487811,1.71253754806225
25,0,1,"GC",2.26550481030908,0.57698680027864,6.39093558038619
25,0,2,"GC",0,0,0
25,0,3,"GC",0,0,0
25,0,4,"GC",0,0,0
35,1,1,"GC",45.6758941083386,11.4159758001499,28.4018883326007
35,1,2,"GC",18.7085328449779,16.2165879014491,13.3925953832243
35,1,3,"GC",31.2242372863187,37.327409247102,43.0221591975628
35,1,4,"GC",32.6199037417699,2.0547174235681,15.1164002328631
35,0,1,"GC",22.9773628875924,16.0144481733866,25.4960957875217
35,0,2,"GC",0,0,0
35,0,3,"GC",0.564170839751132,5.51660898059509,14.9190526507526
35,0,4,"GC",14.6715217471063,0.186445724237382,6.99488737950917
45,1,1,"GC",71.3201269742546,129.071118049708,145.005335900221
45,1,2,"GC",38.7455342426453,22.7523125172502,46.0915376251254
45,1,3,"GC",74.6652168983822,49.1145254190387,58.1244823629461
